sentence,label_name
one of the most unpleasant things the studio has ever produced . ,negative
everything was as superficial as the forced new jersey lowbrow accent uma had . ,negative
"stand tall with pryor , carlin and murphy ",positive
rich and intelligent ,positive
make for one splendidly cast pair ,positive
underrated professionals ,positive
into a mundane '70s disaster flick ,negative
a passing twinkle ,positive
damn funny stuff ,positive
"snoots will no doubt rally to its cause , trotting out threadbare standbys like ` masterpiece ' and ` triumph ' and all that malarkey , but rarely does an established filmmaker so ardently waste viewers ' time with a gobbler like this . ",negative
with fondness and respect ,positive
a compelling story of musical passion ,positive
really awful ,negative
"sitting through this sloppy , made-for-movie comedy special ",negative
hopes to camouflage how bad his movie is ,negative
"brings a beguiling freshness to a coming-of-age story with such a buoyant , expressive flow of images ",positive
actor michel serrault ,positive
thoughtful ,positive
"as animation increasingly emphasizes the computer and the cool , this is a film that takes a stand in favor of tradition and warmth . ",positive
own fear and paranoia ,negative
compelling and horrifying story ,positive
slopped ` ,negative
somewhere inside the mess that is world traveler ,negative
that it does n't even qualify as a spoof of such ,negative
unable ,negative
process of imparting knowledge . ,positive
"this film , like the similarly ill-timed antitrust , ",negative
adams just copies from various sources -- ,negative
"bang-bang , shoot-em-up scene ",positive
humorous observations about the general absurdity of modern life ,positive
"feels capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a spielberg trademark . ",positive
it forces you to watch people doing unpleasant things to each other and themselves ,positive
an enjoyable ,positive
"makes a great impression as the writer-director of this little $ 1.8 million charmer , which may not be cutting-edge indie filmmaking but has a huge heart ",positive
a very good time ,positive
's something vital about the movie . ,positive
"unspeakable , of course , barely begins to describe the plot and its complications . ",negative
", there 's a certain robustness to this engaging mix of love and bloodletting . ",positive
"'s the best sequel since the empire strikes back ... a majestic achievement , an epic of astonishing grandeur and surprising emotional depth . ",positive
a compelling investigation of faith versus intellect ,positive
"eludes madonna and , playing a charmless witch ",positive
outdoes its spectacle . ,positive
because this movie makes his own look much better by comparison ,negative
finally returns de palma to his pulpy thrillers of the early '80s ,positive
the film is way too full of itself ; it 's stuffy and pretentious in a give-me-an-oscar kind of way ,negative
one of those so-so films that could have been much better ,negative
a sour taste in your mouth ,negative
"brown sugar signals director rick famuyiwa 's emergence as an articulate , grown-up voice in african-american cinema . ",positive
into an urban hades ,negative
just plain bad ,negative
"a baffling subplot involving smuggling drugs inside danish cows falls flat , and if you 're going to alter the bard 's ending , you 'd better have a good alternative ",negative
"the misery of these people becomes just another voyeuristic spectacle , to be consumed and forgotten . ",negative
food-for-thought cinema ,positive
colorful ,positive
afterlife ,positive
lots of laughs ,positive
"pathetic acting , poorly dubbed dialogue and murky cinematography ",negative
a nice album ,positive
desperate for attention it nearly breaks its little neck trying to perform entertaining tricks ,negative
most pleasurable expressions ,positive
a more sheerly beautiful film ,positive
edward burns ' best film ,positive
"lasker 's canny , meditative script distances sex and love , as byron and luther ... ",positive
something hip ,positive
feel contradictory things ,negative
this is a fudged opportunity of gigantic proportions -- a lunar mission with no signs of life . ,negative
a thoughtful and surprisingly affecting portrait of a screwed-up man who dared to mess with some powerful people ,positive
this modern mob music drama never fails to fascinate . ,positive
the problem with all of this : it 's not really funny . ,negative
too much like a fragment of an underdone potato ,negative
"be prescribed than recommended -- as visually bland as a dentist 's waiting room , complete with soothing muzak and a cushion of predictable narrative rhythms ",negative
the old disease-of-the-week small-screen melodramas ,negative
", a movie comes along to remind us of how very bad a motion picture can truly be . ",negative
"the gay community as an all-inclusive world where uptight , middle class bores like antonia can feel good about themselves ",negative
to recycle images and characters that were already tired 10 years ago ,negative
the script is a dim-witted pairing of teen-speak and animal gibberish . ,negative
is always watchable . ,positive
to have been modeled on the worst revenge-of-the-nerds clichés the filmmakers could dredge up ,negative
"lifted from terry gilliam 's subconscious , pressed through kafka 's meat grinder and into buñuel 's casings ",positive
is a disaster ,negative
preserves tosca 's intoxicating ardor through his use of the camera . ,positive
spare dialogue and acute expressiveness ,positive
"the kind of lush , all-enveloping movie experience ",positive
we are undeniably touched . ,positive
is guaranteed to lift the spirits of the whole family ,positive
intriguing ,positive
begging for attention ,negative
"then his tone retains a genteel , prep-school quality that feels dusty and leatherbound ",negative
fairytale ,positive
"amusing enough while you watch it , offering fine acting moments and pungent insights into modern l.a. 's show-biz and media ",positive
"sharp comedy , old-fashioned monster movie atmospherics , ",positive
an enjoyable big movie ,positive
enough interest ,positive
below ,negative
an uneven look into a grim future that does n't come close to the level of intelligence and visual splendor that can be seen in other films based on philip k. dick stories . ,negative
1937 breakthrough ,positive
nettelbeck ... has a pleasing way with a metaphor . ,positive
"even if the enticing prospect of a lot of nubile young actors in a film about campus depravity did n't fade amid the deliberate , tiresome ugliness , it would be rendered tedious by avary 's failure to construct a story with even a trace of dramatic interest . ",negative
"a teenybopper ed wood film , replete with the pubescent scandalous innuendo and ",negative
orchestrating a finale that is impenetrable and dull ,negative
"memorable for a peculiar malaise that renders its tension flaccid and , by extension , its surprises limp and its resolutions ritual ",negative
drowns in a sea of visual and verbal clichés ,negative
its make-believe promise of life that soars above the material realm ,positive
vulgarities ,negative
"a bland , obnoxious 88-minute infomercial for universal studios and its ancillary products ... ",negative
", eight crazy nights is a total misfire . ",negative
", folks , it does n't work . ",negative
though jay roach directed the film from the back of a taxicab ,negative
tykwer 's surface flash is n't just a poor fit with kieslowski 's lyrical pessimism ; ,negative
is that it 's a brazenly misguided project . ,negative
"nothing wrong with performances here , but the whiney characters bugged me . ",negative
"has the thrown-together feel of a summer-camp talent show : hastily written , underrehearsed , arbitrarily plotted and filled with crude humor and vulgar innuendo . ",negative
-- if predictable -- ,negative
"clotted with heavy-handed symbolism , dime-store psychology and endless scenic shots that make 105 minutes seem twice as long ",negative
", amusing , sad and reflective ",positive
"it more than makes up for in drama , suspense , revenge , and romance . ",positive
bludgeoning the audience ,negative
cheapening ,negative
all the interesting developments ,positive
the tragedy beneath it ,positive
is smart and entirely charming ,positive
's as raw and action-packed an experience as a ringside seat at a tough-man contest . ,positive
the stunt work is top-notch ; the dialogue and drama often food-spittingly funny . ,positive
"but kouyate elicits strong performances from his cast , and he delivers a powerful commentary on how governments lie , no matter who runs them . ",positive
is so convinced of its own brilliance ,positive
too late ,negative
a polished and vastly entertaining caper ,positive
"snapping it might have held my attention , but as it stands i ",negative
as earnest as a community-college advertisement ,negative
skeeved out that they 'd need a shower ,negative
kinetic enough to engross even the most antsy youngsters ,positive
as if de palma spent an hour setting a fancy table and then served up kraft macaroni and cheese ,negative
leave us stranded with nothing more than our lesser appetites ,negative
"the uncanny , inevitable and seemingly shrewd facade of movie-biz farce ",negative
to slap her creators because they 're clueless and inept ,negative
less enjoyable ,negative
as dumb and cheesy ,negative
notorious rise ,positive
a successful adaptation and an enjoyable film in its own right ,positive
often play like a milquetoast movie of the week blown up for the big screen ,negative
"the film boasts at least a few good ideas and features some decent performances , but the result is disappointing ",negative
lacks the skill or presence to regain any ground ,negative
impressive and highly entertaining ,positive
"a dull , dumb and derivative horror ",negative
savvy director robert j. siegel and ,positive
"albeit a visually compelling one , ",positive
"yet , it must be admitted , not entirely humorless ",positive
from a woodland stream ,positive
a deliciously nonsensical comedy about a city coming apart at its seams . ,positive
"courtesy of john pogue , the yale grad who previously gave us `` the skulls '' ",positive
"well , it probably wo n't have you swinging from the trees hooting it 's praises , but ",negative
", there 's something creepy about this movie . ",negative
about identity and alienation ,negative
find an escape clause ,negative
filming the teeming life ,positive
the irony is that this film 's cast is uniformly superb ; their performances could have -- should have -- been allowed to stand on their own . ,positive
a fascinating profile ,positive
"buoy the film , and at times , elevate it to a superior crime movie ",positive
so engagingly ,positive
as little cleavage ,positive
tries too hard to be emotional ,negative
look so bad in a major movie ,negative
awarded mythic status in contemporary culture ,positive
not a good movie ,negative
drowned me in boredom . ,negative
wholesome fantasy ,positive
the intellectual and emotional pedigree of your date and a giant step backward for a director i admire ,negative
holds up well ,positive
"interview with the assassin is structured less as a documentary and more as a found relic , ",negative
plaguing the human spirit in a relentlessly globalizing world ,positive
imagine another director ever making his wife look so bad in a major movie ,negative
over the bombastic self-glorification of other feel-good fiascos like antwone fisher or the emperor 's club any time ,positive
"people sit and stare and turn away from one another instead of talking and it 's all about the silences and if you 're into that , have at it ",negative
sporadic dips ,positive
the martial arts master to top form ,positive
has made a film so unabashedly hopeful that it actually makes the heart soar ,positive
a wish your heart makes ,positive
crane 's decline with unblinking candor ,positive
'd watch these two together again in a new york minute ,positive
a huge heart ,positive
"while the last metro ) was more melodramatic , confined to a single theater company and its strategies and deceptions , while tavernier is more concerned with the entire period of history . ",positive
"-- in a heartwarming , nonjudgmental kind of way -- ",positive
", more frantic than involving , more chaotic than entertaining . ",negative
sustains a higher plateau ,positive
impressive stagings ,positive
"wewannour money back , ",negative
two not very absorbing characters ,negative
their charm does n't do a load of good ,negative
"irksome , tiresome nature ",negative
leave the theater ,negative
's a road-trip drama with too many wrong turns ,negative
"dumb , fun , curiously adolescent movie ",positive
to do with imagination than market research ,negative
"is to ponder how a whole segment of pop-music history has been allowed to get wet , fuzzy and sticky . ",negative
lacks balance ... and fails to put the struggle into meaningful historical context ,negative
", unlikable characters ",negative
heartwarming and ,positive
becomes lifeless and falls apart like a cheap lawn chair ,negative
rather frightening ,negative
a less-compelling soap opera ,negative
"derivative elements into something that is often quite rich and exciting , and ",positive
of joyful solo performance ,positive
doofus ,negative
vile enough ,negative
curious about each other against all odds ,positive
repressed ,negative
cinematography and exhilarating point-of-view shots and fewer slow-motion ` grandeur ' shots and ,positive
the modern-day royals have nothing on these guys when it comes to scandals . ,negative
a besotted and obvious drama that tells us nothing new ,negative
a tragic love story ,positive
bargain-basement ,negative
does n't put you off ,positive
"eloquent , reflective and beautifully ",positive
parapsychological phenomena and the soulful nuances ,positive
some quietly moving moments and an intelligent subtlety ,positive
impudent ,negative
creepy and dead-on performance ,positive
's worth the concentration . ,positive
the pitfalls ,positive
racist portraits ,negative
excruciating demonstration ,negative
capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries ,positive
"a bunch of other , better movies slapped together . ",negative
... too sappy for its own good . ,negative
is also a work of deft and subtle poetry ,positive
make this a moving experience for people who have n't read the book ,positive
doze off thirty minutes ,negative
low rent from frame one . ,negative
antonio banderas ,positive
returns de palma to his pulpy thrillers of the early '80s ,positive
has never been filmed more irresistibly than in ` baran . ,positive
by the full monty ,positive
unfolds in a series of achronological vignettes whose cumulative effect is chilling . ,positive
it 's not even a tv special you 'd bother watching past the second commercial break ,negative
transcends ethnic lines . ,negative
"interesting than the screenplay , which lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of run lola run ",negative
that 'll be much funnier than anything in the film ... ,negative
pretty weary ,negative
shining ,positive
a disaster of a story ,negative
twisted shapes history ,negative
"stanley kwan has directed not only one of the best gay love stories ever made , but one of the best love stories of any stripe . ",positive
is that it stinks ,negative
is attractive ,positive
"kwan is a master of shadow , quietude , and room noise , and ",positive
likely to find compelling ,positive
's stylishly directed with verve ... ,positive
suitably kooky which should appeal to women and ,positive
the best 60 minutes ,positive
cardiac ,negative
maladjusted teens in a downward narcotized spiral . ,negative
too steeped in fairy tales and other childish things ,negative
really unclear ,negative
their story is predictable ,negative
's not very interesting ,negative
"on the whole , you 're gon na like this movie . ",positive
that underscore the importance of family tradition and familial community ,positive
character-who-shall - remain-nameless ,negative
"a smart , ",positive
comatose ballerinas ,negative
does n't work as either ,negative
writer and director otar iosseliani 's pleasant tale ,positive
wonderfully speculative character ,positive
"though impostor deviously adopts the guise of a modern motion picture , it too is a bomb . ",negative
"the kind of movie that comes along only occasionally , one so unconventional , gutsy and perfectly ",positive
bored by as your abc 's ,negative
redolent ,negative
to sleep or bewildered by the artsy and often pointless visuals ,negative
"does n't even in passing mention political prisoners , poverty and the boat loads of people who try to escape the country ",negative
"a jumbled fantasy comedy that did not figure out a coherent game plan at scripting , shooting or post-production stages . ",negative
"interesting cinematic devices ( cool visual backmasking ) , a solid cast , and some wickedly sick and twisted humor ",positive
in a summer of clones ,negative
it feels more like the pilot episode of a tv series than a feature film ,negative
what could have been right at home as a nifty plot line in steven soderbergh 's traffic fails to arrive at any satisfying destination . ,negative
so could young romantics out on a date . ,positive
"the obnoxious special effects , the obligatory outbursts of flatulence and the incessant , so-five-minutes-ago pop music on the soundtrack overwhelm what is left of the scruffy , dopey old hanna-barbera charm . ",negative
"a beautiful food entrée that is n't heated properly , so that it ends up a bit cold and relatively flavorless ",negative
i have a confession to make : i did n't particularly like e.t. the first time i saw it as a young boy . ,negative
dim-witted pairing ,negative
intensely lived ,positive
is impressive for the sights and sounds of the wondrous beats the world has to offer . ,positive
some of this laughable dialogue ,negative
"at some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill . ",negative
film buffs will eat up like so much gelati ,positive
", it runs for 170 ",negative
a lynch-like vision ,positive
pity and ,negative
fanciful ,positive
the filmmakers found this a remarkable and novel concept ,positive
too sappy for its own good ,negative
a rip-off of the matrix ,negative
somehow manages to escape the shackles of its own clichés to be the best espionage picture to come out in weeks . ,positive
both charming ,positive
gap ,negative
's not too much of anything . ,negative
evolves into a gorgeously atmospheric meditation on life-changing chance encounters ,positive
all too clever complexity ,positive
what is kind of special ,positive
hitler ,negative
"normally , rohmer 's talky films fascinate me , but when he moves his setting to the past , and relies on a historical text , he loses the richness of characterization that makes his films so memorable ",negative
"the film does n't end up having much that is fresh to say about growing up catholic or , really , anything . ",negative
anger and frustration ,negative
population ,positive
this is the kind of movie that deserves a chance to shine . ,positive
"expands the horizons of boredom to the point of collapse , turning into a black hole of dullness , from which no interesting concept can escape . ",negative
from the ages ,positive
have to admit i walked out of runteldat . ,negative
shines ,positive
"a particularly slanted , gay s/m fantasy ",negative
overly familiar ,negative
this sneaky feel to it -- as if the director is trying to dupe the viewer into taking it all as very important simply because the movie is ugly to look at and not a hollywood product ,negative
find that the road to perdition leads to a satisfying destination ,positive
absurd finale ,negative
"an empty , purposeless exercise . ",negative
"outside of burger 's desire to make some kind of film , it 's really unclear why this project was undertaken ",negative
ill-advised ,negative
overweight and out of shape ,negative
the film is full of charm . ,positive
is 75 wasted minutes of sandler as the voice-over hero in columbia pictures ' perverse idea of an animated holiday movie . ,negative
having sucked dry the undead action flick formula ,negative
by his lack of self-awareness ,negative
fudges fact and fancy with such confidence that we feel as if we 're seeing something purer than the real thing ,positive
disreputable doings and exquisite trappings are dampened by a lackluster script and substandard performances . ,negative
not good ,negative
the movie is pretty funny now and then without in any way demeaning its subjects . ,positive
good taste ,positive
i wo n't be sitting through this one again ,negative
the director had released the outtakes theatrically and used the film as a bonus feature on the dvd ,positive
walks a tricky tightrope between being wickedly funny and just plain wicked ,negative
all the pleasure of a handsome and well-made entertainment ,positive
reap more rewards ,positive
and it is n't that funny ,negative
have a résumé loaded with credits like `` girl in bar # 3 ,negative
of director abel ferrara ,positive
"an interesting story of pointed personalities , courage , tragedy and the little guys vs. the big guys ",positive
once again that he 's the best brush in the business ,positive
this story still seems timely and important . ,positive
2002 's first great film ,positive
the film 's thoroughly recycled plot and tiresome jokes ,negative
feel free to go get popcorn whenever he 's not onscreen . ,negative
the way adam sandler 's new movie rapes ,negative
tiny acts of kindness make ordinary life survivable ,positive
"the town has kind of an authentic feel , but each one of these people stand out and everybody else is in the background and it just seems manufactured to me and artificial . ",negative
"sees those relationships , including that between the son and his wife , and the wife and the father , and between the two brothers , with incredible subtlety and acumen ",positive
"a routine crime thriller remarkable only for its lack of logic and misuse of two fine actors , morgan freeman and ashley judd . ",negative
move over bond ,positive
really won my heart ,positive
in a downward narcotized spiral ,negative
shorter than britney 's cutoffs ,negative
a cliché ,negative
tears welled up in my eyes both times ,positive
a terrible story ,negative
timeless and unique ,positive
exudes the fizz of a busby berkeley musical and the visceral excitement of a sports extravaganza ,positive
crossing-over ,positive
"is a shaky , uncertain film that nevertheless touches a few raw nerves ",negative
"avoids all the comic possibilities of its situation , and ",negative
"oh , james ! ",positive
sit through it all ,positive
there 's no way you wo n't be talking about the film once you exit the theater . ,positive
the collaborative process ,positive
to a film about a family 's joyous life ,positive
humdrum ,negative
if only merchant paid more attention the story . ,negative
"better characters , some genuine quirkiness and at least ",positive
's pauly shore awful ,negative
from-television movie that actually looks as if it belongs on the big screen ,positive
is as visceral as a gut punch ,positive
a riot ,positive
critical and commercial disaster ,negative
recommend this film ,positive
guilty ,negative
-- that the ` true story ' by which all the queen 's men is allegedly `` inspired '' was a lot funnier and more deftly enacted than what 's been cobbled together onscreen . ,negative
the art direction and costumes are gorgeous and finely detailed ,positive
"ill-considered , unholy hokum . ",negative
somewhat cumbersome 3d goggles ,negative
will have you talking 'til the end of the year ! ,positive
by an overly sillified plot and stop-and-start pacing ,negative
"samira makhmalbaf as a very distinctive sensibility , working to develop her own film language with conspicuous success ",positive
"weighted down with slow , uninvolving storytelling and flat acting ",negative
is surely the funniest and most accurate depiction of writer ,positive
eventually resents having to inhale this gutter romancer 's secondhand material ,negative
the story is just too clichéd and too often strains credulity ,negative
of teen-speak and animal gibberish ,negative
", fat , dumb ",negative
their lack of chemistry ,negative
"as those monologues stretch on and on , you realize there 's no place for this story to go but down ",negative
"from its nauseating spinning credits sequence to a very talented but underutilized supporting cast , bartleby squanders as much as it gives out . ",negative
one regards reign of fire with awe . ,positive
more spirit and bite than your average formulaic romantic quadrangle ,positive
most moronic screenplays ,negative
caring for animals and respecting other cultures ,positive
conspicuous ,negative
a hokey piece of nonsense ,negative
"strolls through this mess with a smug grin , inexplicably wearing a kilt and carrying a bag of golf clubs over one shoulder . ",negative
willie would have loved it ,positive
this slender plot feels especially thin stretched over the nearly 80-minute running time . ,negative
"premise , mopes through a dreary tract of virtually plotless meanderings ",negative
remains a perfect wildean actor ,positive
a moving and important film . ,positive
as refreshing as a drink from a woodland stream . ,positive
"loose , unaccountable direction ",negative
"of kiddie entertainment , sophisticated wit and symbolic graphic design ",positive
big bad love ,positive
the self-image of drooling idiots ,negative
"know if it wants to be a retro-refitting exercise in campy recall for older fans or a silly , nickelodeon-esque kiddie flick ",negative
a well-crafted film ,positive
to believe that anyone in his right mind would want to see the it ,negative
with real world events ,positive
toes the fine line between cheese and earnestness remarkably well ; everything is delivered with such conviction that it 's hard not to be carried away . ,positive
"from the margin that gives viewers a chance to learn , to grow , to travel ",positive
generosity ,positive
nobody in the viewing audience cares ,negative
highly engaging . ,positive
"there are n't too many films that can be as simultaneously funny , offbeat and heartwarming ( without a thick shmear of the goo , at least ) , but `` elling '' manages to do all three quite well , making it one of the year 's most enjoyable releases . ",positive
"this is lightweight filmmaking , to be sure , but it 's pleasant enough -- and oozing with attractive men ",positive
most notable ,positive
the most accomplished work ,positive
a mawkish self-parody ,negative
"like kissing jessica stein , amy 's orgasm has a key strength in its willingness to explore its principal characters with honesty , insight and humor . ",positive
has no place to go since simone is not real ,negative
"a stupid , derivative horror film that substitutes extreme ",negative
"'s apparently nothing left to work with , sort of like michael jackson 's nose ",negative
it entertaining ,positive
most offensive ,negative
gentle and engrossing character ,positive
"is brilliant , ",positive
"it 's a bad sign when you 're rooting for the film to hurry up and get to its subjects ' deaths just so the documentary will be over , but it 's indicative of how uncompelling the movie is unless it happens to cover your particular area of interest . ",negative
break ,negative
to keep things interesting ,positive
"nicks refuses to let slackers be seen as just another teen movie , which means he can be forgiven for frequently pandering to fans of the gross-out comedy . ",positive
"when your subject is illusion versus reality , should n't the reality seem at least passably real ? ",negative
something poignant about an artist of 90-plus years taking the effort to share his impressions of life and loss and time and art with us ,positive
confusing melange ,negative
sloppily written ,negative
the visceral excitement ,positive
a delightful romantic comedy with plenty ,positive
delightful . ,positive
"may be one of the most appealing movies ever made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother . ",positive
there 's nothing like love to give a movie a b-12 shot ,positive
particularly memorable ,positive
unshapely ,negative
a funny yet dark and seedy clash of cultures and generations ,positive
"has a gentle , unforced intimacy that never becomes claustrophobic ",positive
appealing leads ,positive
"walked out muttering words like `` horrible '' and `` terrible , '' but had so much fun dissing the film that they did n't mind the ticket cost . ",negative
silly -- and gross -- ,negative
works as a treatise on spirituality as well as a solid sci-fi thriller ,positive
old-fashioned but thoroughly satisfying entertainment . ,positive
out-to-change-the-world ,positive
this is the kind of subject matter that could so easily have been fumbled by a lesser filmmaker ,positive
is a masterpiece ,positive
"treats his audience the same way that jim brown treats his women -- as dumb , credulous , unassuming , subordinate subjects ",negative
not to believe it ,negative
no charm ,negative
"aimless , arduous ",negative
see how many times they can work the words `` radical '' or `` suck '' into a sentence ,negative
"this odd , poetic road movie , spiked by jolts of pop music , pretty much takes place in morton 's ever-watchful gaze -- and it 's a tribute to the actress , and to her inventive director , that the journey is such a mesmerizing one . ",positive
a fragmented film ,negative
i feel better already . ,positive
limp biscuit ,negative
"solaris is rigid and evasive in ways that soderbergh 's best films , `` erin brockovich , '' `` out of sight '' and `` ocean 's eleven , '' never were . ",positive
that makes eight legged freaks a perfectly entertaining summer diversion ,positive
an older cad instructs a younger lad in zen and the art of getting laid in this prickly indie comedy of manners and misanthropy . ,positive
musicals back 40 years ,positive
"director uwe boll and writer robert dean klein fail to generate any interest in an unsympathetic hero caught up in an intricate plot that while cleverly worked out , can not overcome blah characters . ",negative
the filmmaking in invincible ,positive
"good , organic character work ",positive
the film itself is ultimately quite unengaging . ,negative
balances real-time rhythms ,positive
friendly ,positive
", biting and witty feature ",positive
have finally aged past his prime ... ,positive
ayatollah ,positive
has a pleasing way with a metaphor . ,positive
"are the whole show here , with their memorable and resourceful performances ",positive
a true ,positive
a comedy-drama of nearly epic proportions rooted in a sincere performance by the title character undergoing midlife crisis . ,positive
starts off witty and sophisticated and ,positive
"thoughtless , ",negative
cultural and economic subtext ,positive
"have ever seen , constantly pulling the rug from underneath us , seeing things from new sides , plunging deeper , getting more intense . ",positive
a part of its fun ,positive
visceral sensation ,positive
you 're left with a sour taste in your mouth ,negative
"no charm , no laughs , ",negative
act weird ,negative
m. night shyamalan 's debut feature sucked up all he has to give to the mystic genres of cinema ,negative
just about the surest bet ,positive
passing twinkle ,negative
", she is merely a charmless witch . ",negative
the film runs on a little longer than it needs to -- muccino either does n't notice when his story ends or just ca n't tear himself away from the characters -- ,negative
the very best movies ,positive
how ridiculous and money-oriented ,negative
suffocating rape-payback horror ,negative
to question why somebody might devote time to see it ,negative
the credit for the film 's winning tone ,positive
"the asylum material is gripping , as are the scenes of jia with his family . ",positive
overrun by corrupt and hedonistic weasels ,negative
goodness ,positive
into sugary sentiment and withholds delivery on the pell-mell ,negative
equals the sum of its pretensions . ,negative
will be lulled into a coma ,negative
"cheap , graceless , hackneyed sci-fi serials ",negative
interesting controversy ,positive
far more successful ,positive
would choose the cliff-notes over reading a full-length classic ,negative
predictable outcome ,negative
overlong and not well-acted ,negative
soulless techno-tripe . ,negative
limited ,negative
fashioning an engrossing entertainment out ,positive
"with humor , warmth , and intelligence ",positive
whimsical and relevant today ,positive
"the movie is loaded with good intentions , but in his zeal to squeeze the action and our emotions into the all-too-familiar dramatic arc of the holocaust escape story , minac drains his movie of all individuality . ",negative
", this makes for perfectly acceptable , occasionally very enjoyable children 's entertainment . ",positive
back to a time when movies had more to do with imagination than market research . ,positive
"with the dog days of august upon us , think of this dog of a movie as the cinematic equivalent of high humidity . ",negative
"analyze that '' is one of those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original . ",negative
that you root for throughout ,positive
howard and his co-stars all give committed performances ,positive
"pretentious , untalented artistes who enjoy moaning about their cruel fate ",negative
"if you think it 's a riot to see rob schneider in a young woman 's clothes , then you 'll enjoy the hot chick . ",positive
it drags during its 112-minute length ,negative
tolerable-to-adults lark of a movie ,negative
comes to dreaming up romantic comedies ,positive
less compelling than the circumstances of its making ,negative
"nothing overly original , mind you , but solidly entertaining . ",positive
i could not stand them ,negative
fruitful ,positive
"a very funny , heartwarming film ",positive
"their cheap , b movie way ",negative
"self-consciously flashy camera effects , droning house music and flat , flat dialogue ",negative
to marry science fiction with film noir and action flicks with philosophical inquiry ,positive
a skillful filmmaker ,positive
awful as some of the recent hollywood trip tripe ,negative
miracles ,positive
"straightforward , emotionally honest ",positive
off-beat and fanciful film ,positive
of almost bergmanesque intensity ,positive
surprisingly shoddy ,negative
acting horribly ,negative
a breathtakingly assured and stylish work of spare dialogue and acute expressiveness ,positive
a half-assed film . ,negative
that already knows it 's won ,positive
"fails as a dystopian movie , as a retooling of fahrenheit 451 , and even as a rip-off of the matrix ",negative
"'s a technically superb film , shining with all the usual spielberg flair , expertly utilizing the talents of his top-notch creative team ",positive
"this amiable picture talks tough , but it 's all bluster -- in the end it 's as sweet as greenfingers ... ",positive
"a question for philosophers , not filmmakers ",negative
"my least favorite emotions , especially when i have to put up with 146 minutes of it ",negative
stinks from start ,negative
the humor aspects of ` jason x ' were far more entertaining than i had expected ,positive
makes the material seem genuine rather than pandering . ,positive
"the problem with the bread , my sweet ",negative
technically and artistically inept . ,negative
"speculation , conspiracy theories or , at best , circumstantial evidence ",negative
bags ,negative
an inuit masterpiece ,positive
", ( haneke ) steers clear of the sensational and offers instead an unflinching and objective look at a decidedly perverse pathology . ",positive
"'s hard to care about a film that proposes as epic tragedy the plight of a callow rich boy who is forced to choose between his beautiful , self-satisfied 22-year-old girlfriend and an equally beautiful , self-satisfied 18-year-old mistress . ",negative
"makes the silly , over-the-top coda especially disappointing ",negative
this is a movie where the most notable observation is how long you 've been sitting still . ,negative
most enchanting film ,positive
interesting psychological game ,positive
an engrossing story ,positive
"appalling , ",negative
a fat man 's navel ,negative
of contemporary chinese life this exciting new filmmaker has brought to the screen ,positive
overly long and worshipful bio-doc . ,negative
the worst movies ,negative
a film that is both gripping and compelling ,positive
"could have yielded such a flat , plodding picture ",negative
reaches ,negative
", the cartoons look almost shakespearean -- both in depth and breadth -- after watching this digital-effects-heavy , supposed family-friendly comedy . ",negative
hugely enjoyable ,positive
silences ,negative
"a distinct rarity , and an event ",positive
this movie got me grinning . ,positive
phony ,negative
for reverence and a little wit ,positive
there surrender $ 9 and 93 minutes of unrecoverable life ,negative
a powerful sequel ,positive
suitable summer entertainment ,positive
"first-class , natural acting and a look at `` the real americans '' make this a charmer . ",positive
"just bring on the battle bots , please ! ",positive
ame and unnecessary ,negative
a backstage must-see ,positive
no idea what in creation is going on ,negative
black-and-white ,negative
inadequately motivated ,negative
"the acting is amateurish , the cinematography is atrocious ",negative
"flaws , ",negative
"obvious , preposterous , the movie will likely set the cause of woman warriors back decades . ",negative
"is uncompromising , difficult and unbearably beautiful . ",positive
short and sweet ,positive
of the company 's astonishing growth ,positive
this 65-minute trifle ,negative
it plays like a powerful 1957 drama we 've somehow never seen before ,positive
the thrills ,positive
gets off with a good natured warning ,positive
", some things are immune to the folly of changing taste and attitude . ",negative
likable ,positive
good time ,positive
"as my friend david cross would call it , ` hungry-man portions of bad ' ",negative
the cultural moat surrounding its ludicrous and contrived plot ,negative
"are stanzas of breathtaking , awe-inspiring visual poetry ",positive
of the most politically audacious films of recent decades ,positive
the sentimental oh-those-wacky-brits genre that was ushered in by the full monty and is still straining to produce another smash ,negative
uncanny ability to right itself precisely when you think it 's in danger of going wrong ,positive
for happiness ,positive
"is so bad , ",negative
these self-styled athletes have banged their brains into the ground so frequently and ,negative
major problem ,negative
: it 's not really funny . ,negative
a perfect performance that captures the innocence and budding demons within a wallflower ,positive
mild hallucinogenic buzz ,negative
"conjure proper respect for followers of the whole dead-undead genre , who deserve more from a vampire pic than a few shrieky special effects ",negative
gutless direction ,negative
feels as if everyone making it lost their movie mojo . ,negative
funnier than being about something ,positive
"'s too loud , too goofy and too short of an attention span ",negative
"it 's a strange film , one that was hard for me to warm up to . ",negative
"ford and neeson capably hold our interest , but its just not a thrilling movie ",negative
