sentence,label_name
"the work of an exhausted , desiccated talent who ca n't get out of his own way ",negative
finally returns de palma to his pulpy thrillers of the early '80s ,positive
"a teenybopper ed wood film , replete with the pubescent scandalous innuendo and ",negative
", fat , dumb ",negative
stirs the emotions ,positive
adams just copies from various sources -- ,negative
neither light nor magical enough to bring off this kind of whimsy ,negative
finely ,positive
of that moral favorite ,positive
laugh-free lecture ,negative
cop flick cliches ,negative
could force you to scratch a hole in your head . ,negative
"you can enjoy much of jonah simply , and gratefully , as laugh-out-loud lunacy with a pronounced monty pythonesque flavor . ",positive
"brings a beguiling freshness to a coming-of-age story with such a buoyant , expressive flow of images ",positive
99-minute ,positive
food-for-thought cinema ,positive
great character ,positive
", you might imagine that most every aggrieved father cliché has been unturned . ",negative
"at some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill . ",negative
one that was hard for me to warm up to ,negative
everything was as superficial as the forced new jersey lowbrow accent uma had . ,negative
getting there is not even half the interest . ,negative
a seriously bad film with seriously ,negative
an enjoyable ,positive
grand a failure ,negative
beautifully shaped ,positive
"if you think it 's a riot to see rob schneider in a young woman 's clothes , then you 'll enjoy the hot chick . ",positive
that 's hardly any fun to watch ,negative
"feels capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a spielberg trademark . ",positive
stinks from start ,negative
often play like a milquetoast movie of the week blown up for the big screen ,negative
is a disaster ,negative
the screenplay never lets us forget that bourne was once an amoral assassin just like the ones who are pursuing him ... there is never really a true `` us '' versus `` them '' . ,positive
is attractive ,positive
grossest movie ,negative
a moving and important film . ,positive
the choppy editing ,negative
recommended -- as visually bland as a dentist 's waiting room ,negative
have put together a bold biographical fantasia . ,positive
"irksome , tiresome nature ",negative
filming the teeming life ,positive
is so insanely dysfunctional ,negative
"mounted , exasperatingly well-behaved film , which ticks off kahlo 's lifetime milestones with the dutiful precision of a tax accountant ",positive
this masterfully calibrated psychological thriller ,positive
"the jokes are flat , and the action looks fake . ",negative
"though impostor deviously adopts the guise of a modern motion picture , it too is a bomb . ",negative
comes to dreaming up romantic comedies ,positive
"a skillfully assembled , highly polished and professional adaptation ... just about as chilling and unsettling as ` manhunter ' ",positive
"an enjoyable , if occasionally flawed , experiment ",positive
leave us stranded with nothing more than our lesser appetites ,negative
has never looked uglier ,negative
"penetrating , impenetrable ",positive
soap opera-ish dialogue ,negative
its moment of most convincing emotional gravity from a scene where santa gives gifts to grownups ,positive
overlong and not well-acted ,negative
as if de palma spent an hour setting a fancy table and then served up kraft macaroni and cheese ,negative
it drags during its 112-minute length ,negative
a director who understands how to create and sustain a mood ,positive
is just the ticket you need . ,positive
most moronic screenplays ,negative
"evelyn may be based on a true and historically significant story , but the filmmakers have made every effort to disguise it as an unimaginative screenwriter 's invention ",negative
rich and intelligent ,positive
"is one big , dumb action movie ",negative
"a movie that both thrills the eye and , in its over-the-top way , touches the heart . ",positive
", delicate treatment ",positive
is so anemic ,negative
vulgarity ,negative
fierce grandeur ,positive
evolves into a gorgeously atmospheric meditation on life-changing chance encounters ,positive
it 's refreshing that someone understands the need for the bad boy ; ,positive
it gets so preachy-keen and so tub-thumpingly loud it makes you feel like a chump ,negative
"historically significant , and personal , episode ",positive
"strolls through this mess with a smug grin , inexplicably wearing a kilt and carrying a bag of golf clubs over one shoulder . ",negative
"soderbergh 's best films , ",positive
"ford and neeson capably hold our interest , but its just not a thrilling movie ",negative
make you wish you were at home watching that movie instead of in the theater watching this one ,negative
his future wife ,positive
"4ever has the same sledgehammer appeal as pokemon videos , but it breathes more on the big screen and induces headaches more slowly ",negative
"during that final , beautiful scene ",positive
the film ... presents classic moral-condundrum drama : what would you have done to survive ? ,positive
one strike ,negative
that omnibus tradition called marriage ,negative
passing twinkle ,negative
one-star rating ,negative
hollywood program ,positive
we are undeniably touched . ,positive
edgy camera work ,positive
", deceit and murder ",negative
"stephen earnhart 's documentary is a decomposition of healthy eccentric inspiration and ambition -- wearing a cloak of unsentimental , straightforward text -- when it 's really an exercise in gross romanticization of the delusional personality type . ",negative
drowns in a sea of visual and verbal clichés ,negative
"weighted down with slow , uninvolving storytelling and flat acting ",negative
makes my big fat greek wedding look like an apartheid drama ,negative
"a smart , ",positive
"if you are curious to see the darker side of what 's going on with young tv actors ( dawson leery did what ?!? ) , or see some interesting storytelling devices , you might want to check it out , but there 's nothing very attractive about this movie ",negative
applies more detail to the film 's music than to the story line ,negative
"makes a great impression as the writer-director of this little $ 1.8 million charmer , which may not be cutting-edge indie filmmaking but has a huge heart ",positive
descends into such message-mongering moralism ,negative
as a two-way time-switching myopic mystery that stalls in its lackluster gear of emotional blandness ,negative
real characters ,positive
that really gives the film its oomph ,positive
avid interest ,positive
likable ,positive
bores ,negative
a mawkish self-parody ,negative
wonderfully speculative character ,positive
"may leave the theater with more questions than answers , but darned if your toes wo n't still be tapping . ",positive
"though lan yu lacks a sense of dramatic urgency , the film makes up for it with a pleasing verisimilitude . ",positive
could not stand them ,negative
did they deem it necessary to document all this emotional misery ? ,negative
"slow , predictable ",negative
a dazzling thing to behold -- as long as you 're wearing the somewhat cumbersome 3d goggles the theater provides . ,positive
the film is way too full of itself ; ,negative
shines ,positive
"it even uses a totally unnecessary prologue , just because it seems obligatory ",negative
"avoids all the comic possibilities of its situation , and ",negative
something hip ,positive
"sadly , ` garth ' has n't progressed as nicely as ` wayne . ' ",negative
a comedy-drama of nearly epic proportions rooted in a sincere performance by the title character undergoing midlife crisis . ,positive
would choose the cliff-notes over reading a full-length classic ,negative
comedy genre ,positive
enough substance ,positive
absurdly inappropriate ` comedy ' scenes ,negative
exceptionally well acted by diane lane and richard gere . ,positive
", this is a movie that tells stories that work -- is charming , is moving ",positive
interesting psychological game ,positive
