Aspect Category,News Headlines
Politics,ماڻهن کي انصاف فراهم ڪرڻ رول ماڊل واري اداري ۾ مشاورت ناهي، اتان به آواز اٿي رهيا آهن….
Politics,جمعي تي اٽارني جنرل منصور عثمان اعواڻ روسٽرم تي آيو ته چيف جسٽس چيو ته اٽارني جنرل صاحب اوهان کان اڳ جسٽس جمال مندوخيل ڪجهه چوڻ چاهي ٿو. جسٽس جمال خان مندوخيل بئنچ ۾شموليت کان انڪار ڪندي چيو ته جسٽس امين الدين خان جي بئنچ کان الڳ ٿيڻ جي فيصلي کان پوءِ حڪم نامي جو انتظار هو.
Politics,آ ايس پي آر مطابق آرمي چيف جنرل سيد عاصم منير جي صدارت هيٺ ٿيل ڪور ڪمانڊرز ڪانفرنس ۾ فورم اندروني ۽ ٻاهرين خطرن خلاف قومي ردعمل جي مڪمل حمايت لا هٿياربند فوج پنهنجو عزم ورجايو.
Crime,چين جي اترين علائقي منگوليا ۾ ڪوئلي جي کاڻ ۾ حادثي جي نتيجي ۾ چار پورهيت فوت ۽ 49 گم ٿي ويا آهن.
Sports,هوڏانهن آئرلينڊ جي ٻي اننگز ۾ اوپنر جيمز مڪولم 10 ۽ پي جي مور 19 رنسن تي سريلنڪن بالرن جو آساني سان شڪار ٿي ويا آهن
Politics,ابوذر کي ٽڪيٽ ثاقب نثار جي سفارش تي ملي، اميدوار جي پيءُ تصديق ڪري ڇڏي
Crime,خودڪشي ڪندڙ جوڙي جا ھڪ پاسي وارا ٻئي ھٿ پاڻ ۾ ٻڌل ھئا
Crime,فواد چوڌري بعد سندس ڀاءُ فراز چوڌري به گرفتار
Sports,عورت 9 هزار فٽ جي بلندي تان ٽپو ڏئي عالمي رڪارڊ ٺاهي ورتو
Sports,وهاب رياض ڳالهائيندي ٻڌايو تھ اسان هاڪي جي بحالي جي حوالي سان پهريون قدم کڻي ورتو آهي. هن چيو تھ هاڪي اسٽيڊيم ۾ سنٿيٽڪ وڇائڻ واري منصوبي تي 16 ڪروڙ رپيا خر ايندا
Sports,بورڊ جي چيئرمين چيو تھ ريزرو رانديگر کي 2هزار ڊالر ۽ ايڊمن اسٽاف کي هڪ، هڪ هزار ڊالر ڏنا ويندا.
Politics,انصاف خاطر اعليٰ عدالت جو در کڙڪايو آهي، اميد آهي ته اڄوڪي ڏينهن آئين جي سوڀ ٿيندي،
Crime,ٺڳي واري ڪيس ۾ علي زيدي ٽن ڏينهن جي جسماني رمانڊ تي پوليس حوالي
Sports,سريلنڪا پهرين ٽيسٽ ۾ 305 رنسون ٺاهي ورتيون، 6 بيٽر آئوٽ
Crime,جهنڊو مري جي ڊاسوڙي ٿاڻي جي حد ڳوٺ اسماعيل لنڊ ۾ سي آئي اي پوليس هٿان مبينا مقابلي ۾ مارجي ويل نوجوان سليمان لنڊ جي گهرواري سياڻي، ڀائرن اسلم لنڊ، غلام محمد لنڊ، خان صاحب لنڊ، اقبال لنڊ ۽ ٻين احتجاجي مظاهرو ڪندي صحافين سان ڳالهائيندي چيو ته سليمان لنڊ کي مارڻ کان اڳ پوليس اسان جا گهر ڊاهي پٽ ڪري ڇڏيا، جنهن بعد نوجوان سليمان لنڊ کي کنڀي قتل ڪري ڪوڙو مقابلو ڏيکاريو، هاڻ مٿس ڪوڙا ڪيس داخل ڪيا ويا آهن، جيڪو ظلم آهي
Sports,پشاور زلمي ٽاس کٽي لاهور قلندرز خلاف بيٽنگ جو فيصلو ڪيو آهي.
Politics,نامياري صحافي عاصمه شيرازي جو چوڻ آهي ته ملڪي تاريخ ۾ پهريون ڀيرو عمران خان عدالتي اسٽيبلشمينٽ کي سيڪيورٽي اسٽيبلشمينٽ هڪ ٻئي جي آمهون سامهون آڻي بيهاريو آهي.
Politics,پ پ جو اصل جنڊو جيڪو منهنجي ڏاڏي پاڻ لڳايو هو.
Politics,پاڪستان کي گهرجي ته نين تبديلين ۽ پنهنجي جاگرافيائي بيهڪ مان فائدو وٺندي پاڙيسري ملڪن سان لاڳاپا وڌائڻ لاءِ فوري طور قدم کڻي، علائقائي تڪرارن کي پاسي تي رکي چين ۽ ڀارت جي طرز تي قومي لاڳاپن کي هٿي ڏئي
Crime,چين ۾ باهه جو ٻيو واقعو، ڏهه ڄڻا سڙي فوت
Crime,پوليس ٻڌايو ته مارجي ويل دهشتگرد وٽان ايس ايم جي ۽ ٻيا سامان به هٿ آيو
Politics,ڀارت ڪشمير مسئلو حل ڪرڻ لاءِ زباني دعوائون ڪرڻ بدران عملي قدم کڻي، پاڪستان ۾ پهريون ڀيرو هڪ وزيراعظم کي آئيني طريقي سان هٽايو ويو
Politics,مان غدار ته منهنجا سڀ ووٽر به غدار آهن: فواد چوڌري
Crime,پوليس موجب جوڙي کي ٻه ٻار آهن جيڪي ان وقت گھر کان ٻاهر هئا ۽ اهو واقعو به انهيءَ وقت ٿيو جنهن پٽ گھر پهچي ماءُ کي رتو رت مُئل حالت ۾ ڏٺو، جنهن تي پٽ پوليس کي اطلاع ڏنو.
Sports,ايشين ڪرڪيٽ ڪائونسل جو اندروني اجلاس هڪ ٻن ڏينهن ۾ دبئي ۾ ٿيڻ جو امڪان آهي.
Politics,هڪ ڏينهن جي مقابلي ۾ اليڪشن ٿيڻ تي ايترو خرچ ٿيڻ حيران ڪندڙ ناهي
Politics,سنڌ ڪابينا جو اجلا سوڏي وزير مراد علي شاه جي صدارت هيٺ جاري
Politics,جنهن تي جواب 4 لڳي 10 منٽ آيو. اسحاق ڊار کان سوال ٿيو ته شبر زيدي چئي رهيو آهي توهان استعيفيٰ پيا ڏيو؟
Crime,گرم گادي واري علائقي ۾ ٻن گروپن ۾ جهيڙو، هڪ ڄڻو مارجي ويو، پوليس.
Politics,ڇو ته عمران خان جي گرفتاريءَ کانپوءِ اهم شخصيتن جي نگراني شروع ٿي وئي آهي. سندن چرپر تي نظر رکي پئي وڃي.
Sports,قومي بيٽر ٽي ٽوئنٽي انٽرنيشنلز ۾ 3 هزار چار سئو 85، ٽيسٽ ڪرڪيٽ ۾ 3 هزار 6 سئو 96 ۽ ون ڊي ڪرڪيٽ ۾ 4 هزار 8 سئو کان وڌيڪ رنسون ٺاهي چڪو آهي.
Sports,” شاهين جو يارڪر گرباز بدران روهت کي لڳي ها ته کيس ڪير کڻڻ اچي ها؟ “
Crime,ٻئي پاسي بخشاپور پوليس ٿاڻي جو وڏو منشي گپ شپ ۾ مشغول رھيو، ڪيترائي ڀيرا سندس موبائل نمبر تي رابطو ڪرڻ جي ڪوشش ڪئي وئي پر وڏي منشي فون ڪال اٽينڊ ڪرڻ جي زحمت ئي نه ڪئي
Sports,هن ٻڌايو تھ ڪرڪيٽ بورڊ ملٽي ليگ معاهدي ۾ رانديگرن کي ملندڙ پيسن جو مقابلو نٿا ڪري سگهن، تنهنڪري هي رٿا مٿي جو سور بڻجي رهي آهي.
Politics,احسن اقبال ايندڙ عام چونڊن جو طريقيڪار واضح ڪري ڇڏيو
Politics,روس جي وال اسٽريٽ جرنل جي ماسڪو بيورو ۾ ڪم ڪندڙ امريڪي رپورٽر کي جاسوسي جي الزام ھيٺ گرفتار ڪيو ويو.
Crime,ميرپور بٺورو مان هڪ ڄڻي جو لاش هٿ.
Sports,پرڏيهي ليگ کيڏڻ تي مداح جا شاداب کي مهڻا، ڪرڪيٽر به ميدان ۾ اچي ويو
Politics,سنڌ ۾ 33 هزار 560 اهلڪار سيڪيورٽي فرض انجام ڏيندا، جن مان ڪراچي ۾ 9 هزار 825 اهلڪار سيڪيورٽي تي مقرر هوندا.
Sports,شاداب خان اڳوڻي ڪپتان شاهد آفريدي کي پوئتي ڇڏي ڏنو
Crime,ميهڙ ۾ فائرنگ جو واقعو، فائرنگ سبب 2 ڄڻا مارجي ويا.
Politics,روسي قونصل جنرل، عمران خان جي دور ۾ تيل خريداري جي معاهدي کان اڻڄاڻ
Crime,عدالت آءِ جي سنڌ کي استعيفيٰ جو چئي ڇڏيو، پوليس جي اعليٰ آفيسر جون به ورنديون، گرما گرمي
Politics,اسان قانوني ڪارروائي تي اڄ تائين 100 ملين رپيا لڳائي چڪا آهيون.
Politics,ضمانت رد ٿيڻ بعد پي ٽي آءِ جي اڳوڻي ايم پي اي سميت چار جوابدار عدالت مان ڀڄي ويا
Politics,عمران خان درخواست ۾ موقف اختيار ڪيو ته ريس ڪورس ٿاڻي تي داخل ٽن ڪيسز ۾ کيس گرفتار ڪرڻ جو خدشو آهي،
Crime,ڏکوئٔيندڙ واقعي تي علائقي ۾ سوڳ ڇانيل آھي.
Politics,حيدرآباد پريس ڪلب ۾ پريس ڪانفرنس کي خطاب ڪندي اياز لطيف پليجي چيو ته جعلي آدم شماري قبول ناھي
Sports,ورلڊ ڪپ: ڀارت اهم ميچ ۾ بنگلاديش کي 5 رنسن تان شڪست ڏئي ڇڏي
Crime,هن وڌيڪ ٻڌايو ته عورت وٽ شراب جي هڪ بوتل هئي جيڪا هن پنهنجي امڙ لاءِ تحفي طور خريد ڪئي هئي، جنهن تي هوءَ پنج ڏينهن گذارو ڪندي رهي.
Politics,مريم نواز جو مڙس ڪيپٽن صفدر پنهنجي ئي پارٽي تي ڪڙڪي پيو
Crime,ڪراچي ۾ قتل ڪيل ڊاڪٽر بيربل جو قتل ڪيس سندس ڀاءُ جي فرياد تي داخل
Crime,اسلام آباد جڊيشل ڪامپليڪس ۾ ڀڃ ڊاهه جو ڪيس داخل، هٿياربندن سميت 25 گرفتار
Politics,صوبائي حڪومت رينجرز طلبي لاءِ خط لکي ڇڏيو آهي، جڏهن ته گهرو کاتي سڄي صوبي ۾ قلم 144 لاڳو ڪري ڇڏيو آهي، گڏوگڏ موبائل فون سروس جي بندش لاءِ به خط لکيو ويو آهي.
Politics,روس جي يوڪرين جنگ بابت دنيا کي صلاح
Crime,خبر موجب ڪلوئي لڳ ڳوٺ ناٿو ليل ۾ زمين جي تڪرار تان اڄ فجر ويل ڳوٺ ڪرم علي سمون جا رهواسي دودو سمون ۽ رحيم فجر تڪرار واري زمين تي پهتا ته ٻنهي ڌرين ۾ جهيڙو ٿي پيو، جنهن دوران ڌرين جي ماڻهن آمهون سامهون سڌي فائرنگ شروع ڪري ڇڏي، جنهن جي نتيجي ۾ نائين ڪلاس جو شاگرد راجا ليل ۽ دودو سمون گوليون لڳڻ سبب موقٿي تي قتل ٿي ويا، جڏهن ته حسين ليل، ڏاتر ڏنو ليل ۽ رحيم سمون سخت زخمي ٿي پيا
Politics,خان صاحب جي سياست هڪ مقرري جي چوڌاري گهمي رهي آهي، اسان خدمت تي يقين رکون ٿا: بلاول
Politics,پنجاب جي نگران وڏي وزير وارو معاملو، چيف اليڪشن ڪمشنر حرڪت ۾ اچي ويو
Sports,ٻڌايو وڃي ٿو تھ فيبروري ۾ 38 سالن جي عمر ٿيڻ بعد رونالڊو رٽائرمينٽ تي غور ڪري رهيو آهي.
Crime,ميرپورخاص: ميرپورخاص ۾ ماڊل ٽرائل ڪورٽ قتل جو ڏوهه ثابت ٿيڻ تي جوابدار کي ڦاهي ۽ 5 لک ڏنڊ جي سزا ڏني.
Crime,ڪشمور مان اغوا ٿيل نازيه کوسو ۽ سندس ڌيءَ جي بازيابي لاءِ ڪراچي پريس ڪلب آڏو احتجاج ڪيو ويو.
Sports,ياد رهي تھ شهروز ڪاشف ڪجهه ڏينهن اڳ نيپال ۾ عورت جبل چاڙهو نائلا ڪياني سان گڏ اناپورنا چوٽي فتح ڪرڻ بعد واپسي تي موت جي منهن ۾ ويندي شهروز بچيو هو.
Politics,سنڌ حڪومت جو اليڪشن ڪميشن کي نئون خط، مڪاني چونڊون وري ملتوي ٿيڻ جو امڪان
Crime,متن موجب اميدوارن جا جمع ڪرايل ڪاغذ تصديق لاءِ موڪليا ويا ته 7 اميدوارن جي ڊوميسائل کي لاڳاپيل آفيس جعلي قرار ڏنو،
Crime,هوڏانهن واقعي بعد ڇڪتاڻ واري صورتحال آھي. کڏھر پوليس چيو ته جوابدارن جي گرفتاري لا ڇاپا ھڻي رھيا آھيون. جڏهن ته تڪراري زمين تي پوليس پڪٽ قائم ڪئي وئي.
Sports,ڊيوڊ مختصر ڳالهايو، مون سندس تڪليف کي محسوس پئي ڪيو، ڇوتھ آواز نھ واضع هو.
Politics,اسسٽنٽ ڪمشنر هالا ڊاڪٽر مظاهر علي تعلقي هالا جي ٽائون ڪميٽين ۽ يونين ڪائونسل جي چونڊيل ميمبرن.
Crime,جڏهن ته ٻن ڄڻن کي بچائڻ لاءِ ٽيون شخص به گندي پاڻي جي نيڪال ۾ ويو ۽ جيئرو ٻاهر نڪري آيو، پر هڪ مرد ۽ هڪ عورت فوت ٿي ويا.
Crime,پشاور (ويب ڊيسڪ) پوليس ۾ پوليس لائنز مسجد ڌماڪي ۾ زخمي ڊي ايس پي فضل الرحمان لاڏاڻو ڪري ويو.
Sports,بابراعظم پي ايس ايل 8 ۾ پشاور زلمي جو ڪپتان مقرر
Politics,جيل ۾ هئس ته دُعا سان رابطو ڪٽجي ويو هو، سوچيو ئي نه هو ته ايئن ٿيندو: حليم عادل شيخ
Sports,انگلينڊ خلاف سيريز ۽ بيٽنگ نمبر بابت شان مسعود اهم بيان ڏئي ڇڏيو
Crime,راڻيپور ۾ پوليس مقابلو، هڪ جوابدار زخمي حالت ۾ گرفتار.
Politics,اسلام آباد هاءِ ڪورٽ جي بينچ عمران خان جي وڊيو لنڪ ذريعي عبوري ضمانت جي درخواست تي شنوائي ڪئي.
Sports,پاڪستان، ڀارت ۾ ورلڊ ڪپ کيڏڻ کان انڪار ڪيو ته مسئلا وڌندا: شاهد آفريدي
Politics,انور مقصود وڌيڪ چيو ته جڏهن ملڪ جون حالتون اهڙيون هجن ته سڀ کان پهريان پڙهيل لکيل ماڻهو ئي ٻاهر نڪرندا آهن.
Politics,عمران خان ڪارڪنن کي پرامن رهڻ جي هدايت ڪئي ۽ چيو ته مان نيب نوٽيس جو جواب ڏنو هو، ملڪ ۾ آزاد چونڊون چاهيون ٿا.
Crime,چيلهار: چيلهار جي چڪور ڪالوني واسي پورهيت نهال ميگهواڙ جي گهر کي باهه وڪوڙي وئي، جنهن جي نتيجي ۾ گهر ۾ موجود هڪ ئي چونئرو جنهن ۾ پيل گهر جو سمورو قيمتي سامان سڙي رک ٿي ويو، باهه لڳڻ جو ڪارڻ معلوم نه ٿي سگهيو.
Crime,سانگهڙ ۾ فائرنگ، هڪ ڄڻو مارجي ويو.
Crime,ڪارا ۾ فائرنگ، 1 ڄڻو مارجي ويو.
Politics,گٽڪي ۽ مين پُڙيءَ تي پابندي، سنڌ هاءِ ڪورٽ جو اهم حڪم
Crime,جهيڙي دوران ڪهاڙيون ۽ لٺيون لڳڻ ڪري 55 سالن جي بيبل خاتون موقعي تي قتل ٿي وئي.
Politics,پي ٽي آءِ اڳواڻ شاهه محمود قريشي چيو آهي ته سموري قوم ۽ وڪيل ججز سان يڪجهتي جو اظهار ڪن ٿا،
Politics,سندس چوڻ هو ته هوريان هوريان شيون سامهون اچي رهيون آهن،
Sports,ڀارت جي آءِ سي سي تي حاڪميت قائم آهي، آءِ سي سي جي ڪمائي جو اٽڪل اڌ حصو ڀارت ڏانهن ويندو، جڏهن ته نئين ماڊل ۾ سڀ کان وڌيڪ ڪمائي ڪندڙ بورڊ ڀارت ئي هوندو.
Sports,هن چيوته ٽيم جو توازن برقرار رکڻ لاءِ جتي هڪ رانديگر ڪريز تي ڄميو بيٺو هجي، اتي ئي ٻئي کي هدف مڪمل ڪرڻ لاءِ جوکو کڻڻو پوندو آهي.
Politics,شنوائي دوران وڪيل جي ايم چوڌري پاڪستان ڪميشن آف انڪوائري جو حوالو ڏنو، جنهن تي جسٽس قاضي فائز چيو ته ڪميشن آف انڪوائري ايڪٽ ۾ انڪوائري ڪميشن جوڙڻ جو اختيار به حڪومت وٽ آهي، جنهن جو ڪم آهي ته اُن کي ڪرڻ کپي، ان سان مُلڪ اڳتي وڌندو. بعد ۾ عدالت رجسٽرار آفيس جي اعتراض برقرار رکي ۽ درخواستون رد ڪري ڇڏين.
Crime,سکر ۾ جهيڙي دوران فائرنگ، هڪ ڄڻو مارجي ويو.
Crime,پوليس ڪيس داخل ڪري ورتو. پوليس موجب ڪيس دهشتگردي ايڪٽ تحت داخل ڪيو ويو ۽ هجوم مان ڪلاشنڪوف ۽ ٻين هٿيارن سميت ڪيترن ئي ماڻهن کي گرفتار ڪيو ويو آهي
Sports,ڪپتان طور 20 ون ڊي ميچن ۾ بابر اعظم جي ايوريج ڪنھن بھ ڪپتان جي ڀيٽ ۾ سڀ کان وڌيڪ 75.17 رھي، ٻئي نمبر تي ڀارت جو ويرات ڪوھلي آھي جنھن جي ايوريج 72.65 رھي.
Crime,عمرساند پوليس ٻن الڳ الڳ ڪاررواين دوران ٽن ڄڻن خان محمد شيخ ۽ آفتاب شيخ کي گرفتار ڪري 20 ليٽر ڪچو شراب هٿ ڪيو. جڏهن ته شورا واٽر وٽ ڪارروائي دوران پوليس حبدار مڱڻھار کي گرفتار ڪري 150 مين پڙيون هٿ ڪري جوابدارن خلاف ڌار ڌار منشيات ايڪٽ تحت ڪيس داخل ڪري ڇڏيا
Sports,رپورٽن موجب، هو اڄ آءِ پي ايل ميچ لاءِ به ٽيم کي دستياب نه هوندو.
Crime,تفصيل موجب ڪنڊيارو تعلقي ۾ وڌندڙ بدامني خلاف سنڌ يوٿ ايڪشن ڪاميٽي جي ڪارڪنن سنڌو نواز گهانگهرو، حمز علي چانڊيو ۽ ٻين جي اڳواڻي ۾ شهر جي اسٽار چوڪ تي احتجاجي مظاهرو ڪرڻ بعد ٿاڻي اڳيان ڌرڻو هنيو ويو
Sports,ڏکڻ آفريڪي ڪرڪيٽ ٽيم ون ڊي عالمي ڪپ ۾ سڌو سنئون ڪواليفائي ڪرڻ ۾ ڪامياب ٿي وئي، جڏهن ته آئر لينڊ ۽ بنگلاديش جو چيلمسفورڊ ۾ لاڳيتو برسات سبب پهرين ون ڊي ميچ نه ٿي سگهي.
Politics,هن چيو ته پوليس تي الزام ۽ ڌمڪيون ڏيڻ جو ڪنهن کي به حق ناهي، ڪنهن کي آءِ جي ۽ ڊي پي او تي اعتماد ناهي ته پوليس جي سيڪيورٽي واپس ڪري، سياسي جماعتن کي سياسي سرگرمين جي اجازت آهي پر ائين نه ٿيندو ته پوليس کي گاريون ڏيو ۽ سيڪيورٽي به وٺو.
Politics,قومي اسيمبلي ۾ 8 رڪني لارجر بئنچ تحليل ڪرڻ جو ٺهراءُ منظور
Crime,اطلاع تي پوليس پهچي وئي، جنهن مقتول جو لاش کڻائي تعلقي اسپتال پهچايو، جتان پوسٽ مارٽم بعد وارثن حوالي ڪيو ويو، لاش گهر آندو ويو ته ڪهرام مچي ويو
Crime,سهراب ڳوٺ هنگامو، شرپسندن پوليس آفيسر کان هٿيار ۽ موبائيل فون کسي ورتي
Politics,عدالت چيو آهي ته آغا سراج دراني ڪيتري عرصي کان ۽ ڪهڙي جيل ۾ آهي، ٻڌايو وڃي، ٻڌڻي 19 اپريل تائين ملتوي.
Crime,جنهن تي سنڌ جي وڏي وزير چيو ته هن اسڪيم جي منظوري ڏني وئي آهي ۽ چاهيون ٿا ته پوليس علائقي مان چورين جو مڪمل خاتمو ڪري.
Politics,سياسي ۽ فوجي قيادت طرفان 9 مئي واين وڳوڙن جي ذميوارن سان لوهي هٿن سان منهن ڏيڻ جو فيصلو
Politics,سنڌ اسيمبلي ۾ چونڊن بابت عدالتي فيصلي خلاف ٺهراءُ منظور
Crime,دادو ۾ انڊس هاءِ وي تي شاپنگ مال ۾ چوري، واقعي خلاف شهرين ۽ شهرين جو احتجاج.
Politics,سياسي تاريخ ۾ ڪيترائي تجربا ڪيا آهن، ڪيتريون ئي قلابازيون کاڌيون آهن.
Politics,حيدرآباد، ڄامشورو، بدين، جيڪب آباد، ڪشمور، شڪارپور ۽ لاڙڪاڻي ۾ ٻيهر پولنگ ٿي
Crime,خيرپور پوليس جي منشيات فروش خلاف ڪارروائي، 15 جوابدار گرفتار.
Sports,محمد رضوان هڪ ٻيو وڏو اعزاز حاصل ڪري ورتو
Crime,ميهڙ ۾ پوليس مقابلو، هڪ جوابدار زخمي حالت ۾ گرفتار، فرار ٿيل جوابدارن جي ڳولا ۾ پوليس جو علائقي ۾ سرچ آپريشن.
Politics,ان موقعي تي اڳواڻن الطاف انصاري، مرتضيٰ شر، ماجد شر، بشير شر، مجاهد لاشاري، نويد اڄڻ ۽ ٻين چيو ته گذريل ڏينهن رستم کي ڪراچي ويندي ڄامشورو ٽول پلازا کان گاڏي مان لاهي نامعلوم هٿياربند کنڀي ويا آهن، جنهن جي گرفتاري ظاهر نه ڪئي وئي آھي، جنهن ڪري گهرڀاتي سخت پريشان آھن.
Crime,آمريڪا ۾ هڪ ماسترياڻي کي پنهنجي شاگرد سان جنسي لاڳاپا قائم ڪرڻ جي الزام ۾ گرفتار ڪيو ويو آهي.
Politics,عدالتي حڪم تي آزاد ڪرڻ بعد شيرين مزاري ۽ سينيٽر فلڪ ناز کي جيل ٻاهران ٻيهر گرفتار
Crime,پاڪستاني اداڪارا زويا ناصر انڪشاف ڪيو آهي تھ منهنجي والدا موٽر وي تان ٽي ڀيرا اغوا ٿي چڪي آهي
Crime,ڏيئي ۾ ٻن موٽرسائيڪلن ۾ ٽڪر، ٽنڊو جان محمد واسي سميت 2 ڄڻا فوت
Sports,پاڪستان ۽ نيوزيلينڊ جي ڪرڪيٽ ٽيمن ۾ ون ڊي سيريز جا باقي ٽي ميچ ڪراچي جي نيشنل اسٽيڊيم ۾ ڪرايا ويندا، جنهن لا تياري زور شور سان جاري آهي.
Sports,تيونس اسٽار انس جابر چارلسٽن اوپن جي چيمپئين بڻجي وئي
Sports,پاڪستاني تماشائين سان پيش آيل واقعي تي پي سي بي وڏو قدم کڻي ورتو
Sports,شاهد آفريدي قومي ٽيم جو چيف سليڪٽر مقرر
Sports,نيوزيلينڊ خلاف چوٿين ٽي 20 ميچ برسات سبب نھ ٿيڻ جي نتيجي ۾ پاڪستاني ڪرڪيٽرن ڊريسنگ روم ۾ انتهائي خوشگوار وقت گذاريو آهي.
Politics,اسلام آباد:بچاءَ واري وفاقي وزير خواجا آصف چيو آهي ته روس پاڪستان کي گئس سان گڏ ڪڻڪ ڏيڻ جي به آڇ ڪئي آهي
Sports,اهڙي ريت ڪامران اڪمل 53 اننگز ۾ 7 ڀيرا ٻڙي تي آئوٽ ٿي ٽئين نمبر تي آهي
Politics,کيمي جو پار ٽائون ڪميٽي لا ممتاز عنايت راهمون کي چيئرمين ۽ ناٿو خان راهمون کي وائيس چيئرمين نامزد ڪيو ويو ۽ ڇاڇرو ٽائون ڪميٽي تي چيئرمين لا مرتضى بجير، وائيس چيئرمين لا محمد ايوب مڱريو کي نامزد ڪيو ويو.
Politics,پوليس ظلم ڪري رهي آهي، عدالتون نيٺ ڪڏهن حرڪت ۾ اينديون:عمران خان
Crime,”ڪراچي جي عورت گهر گهرائيندي هئي“ همراهه سان وڏي ٺڳي !
Politics,پي ٽي آءِ جي تڏا ويڙهه ٿيندي، ڪي پي به عمران جي هٿن مان ويندو: منظور وساڻ
Politics,عمران خان لاءِ هڪ پاسي جنرل فيض ۽ ٻئي پاسي بابا رحمت موجود هو: مريم نواز
Politics,ورهاڱي کانپو ھتي مذهبي جنونيت ۽ ڌاري آبادڪاري هڪ گهري سازش تحت وڌائي وئي آھي، ان کي موجوده ۾ صوفي ازم ۽ تصوف جي ذريعي وڏو بند ٻڌي سگهجي ٿو.
Sports,آئر لينڊ جي ٽيم هاڻي زمبابوي ۾ ڪواليفائر کيڏيندي جنهن ۾ ڏهه ٽيمون شامل آهن.
Crime,ڪراچي جي گلشن حديد مان گم ٿيل انعم لاهور مان هٿ، جوابدار جي وڊيو به اچي وئي
Politics,سنڌ پوليس ۾ اي ايس آءِ جون 50 سيڪڙو ڀرتيون سڌي ريت ۽ 50 سيڪڙو پروموشن ذريعي ڪيون وينديون
Politics,جڏهن ته عسڪري عملدارن پاران شريڪ ٿيندڙن کي ملڪي سيڪيورٽي صورتحال تي بريفنگ ڏني وئي
Crime,جاچ ذريعن موجب گرفتار جوابدارن جي موبائل فون مان اهي تفصيل ريڪور ڪرڻ جو انڪشاف ٿيو آهي.
Crime,ٽنڊوالهيار: چمبڙ ٿاڻي جي حد ڳوٺ وريام سولنگي ۾ هڪ پورھيت جي گهر ۾ 4 جوابدارن داخل ٿي سندس 17 ورهين جي نياڻي کي اغوا ڪري ورتو، جوابدارن جوان ڇوڪري کي ڳوٺ ڀرسان مينهن جي واڙي ۾ يرغمال بڻيئ مبينا طور زيادتي جو نشانو بڻايو. وارث پيڇو ڪري واڙي تي پهتا ته جوابدار فرار ٿي ويا.
Crime,لاس اينجلس جي ڊانس ڪلب ۾ فائرنگ، ڏهه ڄڻا مارجي ويا، ڪيترائي مرڻينگ
Politics,سندس چوڻ هو ته اسان جي آئين جو بنياد اسلام آهي، آئين چوي ٿو ته حاڪميت الله جي آهي ۽ اسلام پاڪستان جو مملڪتي مذهب هوندو.
Politics,نئون ڪوٽ ٽائون ڪميٽي جي وارڊ نمبر 4 ۾ جنرل ڪائونسل جي سيٽ تي پ پ اُميدوار ايسرداس 751 ووٽ کڻي ڪامياب ٿيو.
Politics,پي ٽي آءِ جو احتجاج، راڻا ثناءُ الله وڏو حڪم جاري ڪري ڇڏيو
Sports,سميع اسلم چيو تھ هتي زندگي مان مطمئن آهيان.
Sports,هوڏانهن ڪرڪيٽ آسٽريليا فيٿ ٿامس کي زبردست ڀيٽا پيش ڪندي چيو تھ فيٿ ٿامس پهرين مقامي آسٽريلين عورت طور ڪرڪيٽ کيڏي آهي.
Politics,ڪميٽي چيئرمين چيو ته اسان سربراهه کان علاوه ڪنهن کي اجازت نه ڏينداسين، سربراهه جو اچڻ ضروري آهي
Crime,دادو جي مختلف علائقن ۾ پوليس ڪارروايون، 5 جوابدار گرفتار، هٿيار ۽ منشيات هٿ.
Sports,مکي آرٿر جو چوڻ آھي تھ صائم ايوب، عبداللھ شفيق ۽ محمد حارث ۾ تمام گھڻو ٽئلينٽ آھي، فرنچائز ڪرڪيٽ جي مقابلي ۾ انٽرنيشنل ڪرڪيٽ جو پريشر ۽ ذميواريون مختلف ھونديون آھن .
Sports,اسٽيڊيم ۾ ڪرڪيٽر شُڀمَن گِل ۽ اداڪارا سارا علي خان جي نعرن جي گونج، ڪوهلي به نه مڙيو، ڏسو وڊيو
Crime,رحيم يار خان جي ڪچي واري علائقي ۾ ڌاڙيلن خلاف آپريشن دوران آءِ جي پنجاب ۽ ڊي پي او تي فائرنگ ڪئي وئي،
Politics,پي ٽي آءِ تي پابندي جو حامي ناهيان، نيب کي بند ڪرڻ گهرجي: بلاول ڀٽو زرداري
Politics,پابندي پيل فنڊنگ ڪيس ۾ پي ٽي آءِ جي درخواست تي فيصلو محفوظ
Politics,اھڙو اظھار سنڌ ھاري ڪميٽي جي مرڪزي صدر ڪامريڊ ثمر حيدر جتوئي ۽ سينيئر نائب صدر محمد ادريس بروهي نيشنل پريس ڪلب مقصودو رند ۾ صحافين سان ڳالهائيندي ڪيو
Politics,بلاول ڀٽو زرداري لاڙڪاڻي جي ڀٽو هائوس ۾ڪارڪنن ۽ پارٽي عهديدارن جي عيد ملن پارٽي ۾ شرڪت ڪئي.
Sports,مشهور ويب سائيٽ ڪرڪ انفو موجب، نيوزيلينڊ جي علائقائي ٽورنامينٽ شيل ٽرافي ۾ ويلنگٽن ۽ ڪينٽربري جي ٽيمن وچ ۾ ميچ جي آخري ڏينهن ويلنگٽن جي بالر رابرٽ هورڊ وينس هڪ اوور ۾ 77 رنسون ڏئي ڪرڪيٽ جي تاريخ جو بدترين رڪارڊ پنهنجي نالي ڪيو.
