Aspect Category,News Headlines
Crime,انڊين اخبار ٽائمز آف انڊيا سينيئر اهلڪار جو حوالو ڏيندي دعويٰ ڪئي ته هڪ پاڪستاني ايجنٽ سوشل ميڊيا ذريعي سائنسدان سان دوستي ڪئي پر ظاهر ڪيو ته هو انڊين شهر امبالا ۾ انجينيئرنگ جي شاگردياڻي آهي.
Politics,نه چونڊن جي تاريخ ڏئي سگهون ٿا نه ئي مشاورت ڪري سگهون ٿا: اليڪشن ڪميشن جو صدر کي جواب
Sports,جڏهن ته راندين جون سرگرميون جيئن ملهه، ڪوڏي ڪوڏي، ڏڪي ڏڪر، والي بال، ونجهه وٽي، ڦر ڦر سوٽو، سٽ ڪٽ ۽ اک ٻوٽ کيڏيون وينديون هيون.
Crime,رتوديرو ۾ چوري.
Politics,جسٽس اعجازالاحسن کان معلوم ڪيو ته پوءِ ٻڌايو ته اليڪشن ڪٿي آهي
Politics,مڪاني چونڊون: شرجيل ميمڻ جو پي ٽي آءِ تي بدترين دهشتگردي جو الزام
Politics,سنڌ جا ٻيٽ وفاق حوالي ڪري سنڌين کان زمينون ۽ وسيلا ڦري سنڌين کي فلسطينين جيان پنهجي وطن ۾ بي وطن ڪيو پيو وڃي. ھنن چيو ته نيشنل رفيوجيز بل 2023ع ڪراچي بدامني ڪيس ۾ ڏنل سپريم ڪورٽ جي حڪمن جي سنگين ڀڃڪڙي آهي، ڪراچي ۾ افغانستان جا جهنڊا کڻي اچي روڊ بند ڪري غيرقانوني طور آيل پرڏيهين کي دهشتگردي ڦهلائڻ جي کلي ڇوٽ مليل آهي، جيئن ضياالحق جي سربراهي ۾ ضيائي ٽولي اسرائيلي فوج سان گڏجي معصوم فلسطينين مٿان حملو ڪري فلسطين کي ڌارين دهشتگردن جي حوالي ڪيو هو، فلسطين ۾ رتوڇاڻ ڪرائي فلسطينين مٿان ظلم ۽ جبر ڪندڙ عالمي سامراجي قوتون ضيائي ٽولي وسيلي سنڌي عوام جي نسل ڪشي ڪري سنڌ پرڏيهي دهشتگردن حوالي ڪري رهيون آهن، افغاني اسمگلر پاڪستاني اشرافيا کي خريد ڪري ملڪ جي اڇي ڪاري جا مالڪ ٿي ويا آهن.
Politics,سنڌ جي وڏي وزير مراد علي شاهه چيو ته سنڌ شهيد محترمه بينظير ڀٽو جي جيالن جو صوبو آهي
Sports,پي سي بي اختيارين موجب، سريلنڪا ۽ بنگلاديش کي پاڪستان ۾ کيڏڻ ۾ ڪو مسئلو ناهي، بورڊ وٽ سريلنڪا ڪرڪيٽ ۽ بنگلاديش ڪرڪيٽ بورڊ جون اي ميلز آهن.
Sports,ڀارتي بورڊ جو ايشين گيمز ۾ ڪرڪيٽ ٽيمون موڪلڻ کان انڪار
Sports,ڀارت ۽ آسٽريليا جي ڪرڪيٽ ٽيمن وچ ۾ ون ڊي سيريز جمعي کان شروع ٿي رهي آهي، جنهن ۾ آسٽريلوي ٽيم جي ڪپتاني اسٽيو سمٿ کي ڏني وئي آهي
Sports,اسٽار فٽبالر رونالڊو جو هاڻ اهم اسلامي ملڪ طرفان کيڏڻ جو فيصلو
Politics,چونڊيل نمائندا منزل مقرر ڪن،فوج ڪاميابي لا ڀرپور ساٿ ڏيندي:آرمي چيف
Crime,گهوٽڪي مان 35 ورهين جي نوجوان جو گوليون لڳل لاش هٿ، شهرين پوليس کي تشدد ڪري قتل ڪري ڇڏيو.
Politics,ٻوڏ جيان عمران خان به ملڪ لاءِ ناسور بڻيل آهي: شرجيل ميمڻ
Politics,وڏي وزير مراد علي شاهه چيو ته جيڪڏهن ٻيهر ٽيسٽ وٺون ها ته به ساڳيا ئي اميدوار درخواستون ڏين ها تنهنڪري ٽيسٽ جي نتيجن ۽ اسڪولن ۾ استادن جي کوٽ کي نظر ۾ رکندي پاسنگ مارڪس ۾ گهٽائي جو فيصلو ڪيو ويو آهي.
Politics,عام تاثر اهو ئي هو ته اسان جو اتحاد نه هلندو، هاڻ مخالف پريشان آهن ته اسان ڌار ڇو نه ٿياسين؟
Crime,ڪورنگي ۾ پوليس مقابلو، 2 جوابدار زخمي حالت ۾ گرفتار.
Politics,بهادر آباد مرڪز ۾ فاروق ستار سان گڏ پريس ڪانفرنس خالد مقبول صديقي چيو ته ڪراچي جو عوام عمران خان جي گرفتاري بعد احتجاج نه ڪيو.
Politics,آچر ڏينهن جده ۾ او آءِ سي جي سيڪريٽريٽ طرفان سيڪريٽري جنرل جي حوالي سان جاري بيان ۾ او آءِ سي جي سيڪريٽري جنرل سوئيڊش عملدارن تي زور ڀريو آهي ته اهي ان نفرت انگيز ڏوهه جي جوابدارن خلاف ضروري قدم کڻن، اهڙي طرح جي ڪاررواين کي ٻيهر ٿيڻ کان روڪڻ ۽ اسلامو فوبيا سان وڙهڻ لاءِ يڪجهتي لاءِ عالمي ڪوششن ۾ اضافي جو مطالبو ڪريون ٿا
Sports,اهم خبر،” ڀارتي ٽيم پاڪستان نه ايندي پر پاڪستان عالمي ڪپ لاءِ ڀارت ويندو”
Politics,صوبائي وزير پي ٽي آءِ جي وائيٽ پيپر تي تبصرو ڪندي چيو آهي ته وائيٽ پيپر شايع ڪرڻ بدران عمران نيازي کي پنهنجي 4 سالن جي حڪومت جو خالي پيپر شايع ڪرڻ گهرجي ها.
Politics,واضح رهي ته ڪميشن جي ميمبرن جي مقرري صدر ۽ ڪانگريس پارٽي جا اڳواڻ ڪندا آهن، پرڏيهي کاتي، چين، ايران، ميانمار، پاڪستان، روس ۽ سعودي عرب ۾ مذهبي آزاديءَ بابت جائزو وٺڻ لاءِ پئنل جوڙيو ۽ ڄاڻايل پئنل آمريڪي پرڏيهي کاتي جي قدمن جي توثيق ڪئي آهي.
Sports,ڪيمرون ڄائي ايمبولو ڪيمرون خلاف ئي گول ڪري سوئيٽزر لينڊ کي سوڀ ڏياري ڇڏي
Crime,ملير: مڙس هٿان قتل ڪيل زال ۽ ٽن ٻارن جي پوسٽ مارٽم رپورٽ اچي وئي
Sports,آصف علي کي ٽيم ۾ خاص رول مليل آهي: رميز راجا
Politics,اجلاس ۾ قومي سلامتي ڪميٽي جي فيصلن جي توثيق ڪئي وئي.
Crime,غوثپور ۾ شادي جي تقريب دوران فائرنگ، پوليس اهلڪار شهيد.
Crime,اوهان کي اڄ اهڙا پنج طريقا ٻڌايون جن ذريعي پيٽرول پمپ تي شهرين سان ٺڳي ڪري سگهجي ٿي.
Sports,پاڪستاني ڪرڪيٽ ٽيم جي تيز بالر شاهين آفريدي چيو آهي تھ زندگي کي رڳو هڪ گهڙي ئي سنواري ڇڏيندي آهي ۽ اها گهڙي ڪيڏي مهل بھ اچي ويندي آهي.
Sports,قومي ٽيم جي ڪوچنگ اسٽاف لا پرڏيهين سان معاملا طئه ٿي ويا
Politics,جيسيتائين فوجي جرنيل عمران خان جا سياسي مددگار هئا ته عمران خان انهن جرنيلن جا ڳڻ ڳائيندو هو، جڏهن جرنيلن منهن موڙي ورتو ته عمران خان سندن نالا کڻي کين ڊيڄارڻ لڳو
Crime,ڊفينس ۾ پوليس مقابلو، 2 جوابدار زخمي حالت ۾ گرفتار، هٿيار هٿ.
Sports,ان کان اڳ هن ويرات ڪوهلي جي هڪ رنس تي آئوٽ ٿيندي ئي پوسٽ ڪئي هئي جنهن ۾ هن لکيو هو ” مٺا انب“.
Crime,هالا ۾ امن امان جي خراب صورتحال خلاف احتجاج.
Crime,ملير جي لاسي ڳوٺ ۾ ڦر مزاحمت تي فائرنگ، هڪ ڄڻو مارجي ويو.
Politics,ذريعن جو چوڻ آهي ته سرڪاري آفيسرن ۽ وفاقي ڪابينا جي ميمبرن لاءِ بزنس ڪلاس سفر تي پابندي لڳائي وئي آهي.
Politics,وزيراعظم چيو ته پاڪستان دوحا پروگرام آف ايڪشن لاڳو ڪرڻ جي ڀرپور حمايت ڪري ٿو ۽ ان سلسلي ۾ متحرڪ ڪردار ادا ڪندو
Sports,ميڊيا مطابق برينٽفورڊ 2 گول ڪري سائوٿمپٽن کي شڪست ڏني آهي، جنهن ۾ ايوان ٽوني ۽ يوني ويسا هڪ هڪ گول ڪيا.
Sports,اسان جي به دُنيا ۾ عزت آهي، عالمي ڪپ کيڏڻ ڀارت نه وينداسين: ڪامران اڪمل
Politics,ٻڌڻي دوران ايڊيشنل اٽارني جنرل، ايڊووڪيٽ جنرل ۽ ٻيا عدالت ۾ پيش ٿيا.
Politics,ڪراچي (ويب ڊيسڪ) سنڌ جي گهرو کاتي صوبي ۾ هڪ هزار اي آءِ ايس جي ڀرتين لاءِ آءِ جي سنڌ کي خط لکي ڇڏيو.
Crime,ڪراچي: سنڌ هاءِ ڪورٽ وفاقي جاچ اداري ۽ پاڪستان ٽيلي ڪميونيڪيشن اٿارٽي کي هدايت ڪئي آهي ته اداڪاره رابعه اقبال عرف ڪبريٰ خان خلاف سوشل ميڊيا تي نشر ٿيندڙ توهين آميز مواد بلاڪ ڪيو وڃي.
Politics,سنڌ هاءِ ڪورٽ اعظم سواتي جي وڌيڪ ڪيسن ۾ گرفتاري روڪي ڇڏي
Sports,سُپر 12 مرحلو: نه بالنگ هلي نه بيٽنگ، دفاعي چيمپيئن آسٽريليا کي نيوزيلينڊ هٿان بدترين شڪست
Crime,پٽن پيءُ کي باهه ڏئي ڇڏي، پوليس واقعي واري هنڌ پهچي جاچ شروع ڪري ڇڏي.
Sports,نيوزيلينڊ جي ڪرڪيٽر ڪين وليمسن بعد بنگلاديش جو ڪرڪيٽر شڪيب الحسن بھ آئي پي ايل مان نڪري ويو آهي.
Politics,پيوٽن چيو” هڪ منٽ لڳندو، توکي ميزائل سان اُڏائي ڇڏيندس“، بورس جانسن جا روسي صدر بابت ڇرڪائيندڙ…
Sports,سريلنڪا ويمن ٽي 20 ۾ بنگلاديش کي هارائي سيريز کٽي ورتي
Politics,هن چيو ته آئون هڪ آزاد شخص آهيان، آئون فوج تي تنقيد ان جي اصلاح لا ڪندو آهيان، ائين جيئن پنهنجي ٻارن تي تنقيد ڪندو آهيان، جيڪڏهن آئون فوج کي ڪمزور ڪندس ته ڄڻ پنهنجو پاڻ کي ڪمزور ڪندس
Politics,ميڊيا مطابق ارمينا خان پاران لنڊن ۾ مريم نواز جي تذليل ڪندڙ عورت جي حمايت ڪرڻ ۽ اهو عمل اظهار راءِ جي آزادي قرار ڏيڻ بعد تڪرار ۾ شدت آئي، جنهن بعد نوازليگ ارمينا ۽ سندس ڌيءَ جي تصوير شيئر ڪندي ان کي ڪريل يوٿيا ذهنيت قرار ڏنو هو
Crime,سرھاڙي ۾ اسڪول کان موڪل ٿيڻ بعد گهر ويندي رورل ھيلٿ سينٽر اسپتال سامھون موٽرسائيڪل سوار شاگردن جو ٽريڪٽر ٽرالي سان ٽڪر ٿي پيو، جنهن جي نتيجي ۾ 7 ڪلاس جي شاگردياڻي 14 سالن جي سويرا ڌي ڄام خان زرداري فوت ٿي وئي
Politics,جديد چين جو اهم ترين اڳواڻ ۽ اڳوڻي صدر جيانگ زي من فوت
Politics,سنڌ کي ٽوڙڻ جي لاءِ نوان صوبا ٺاھڻ جي لاءِ ڪميٽيون ٺاھيون پيون وڃن. ھن پيادل مارچ جو سڄي سنڌ ۾ شاندار استقبال ٿيو آهي
Politics,وفاقي وزير چيو ته پ پ ڳالهين جي حامي آهي پر دهشتگردن سان ڳالهيون ناهن ٿينديون،
Sports,ڪرڪيٽ جي ميدانن ۾ ڪاميابين جا جهنڊا کوڙڻ بعد ڌوني فلمي دنيا ۾ قدم رکڻ لاءِ تيار
Crime,سانگهڙ ۾ پرڻو ڪندڙ نوجوان جو پي ڪورٽ ٻاهران گوليون هڻي قتل
Politics,جسٽس فائز خلاف ريفرنس واپس وٺڻ جو حڪم
Crime,اسرائيل جي غزه تي بمباري جو سلسلو جاري، شهيدن جو انگ 27 ٿي ويو، ڪيئي زخمي
Politics,مولانا فضل الرحمان چيو ته ريڪوڊڪ معاملي تي اسان سوديبازي ناهي ڪئي، صوبي جي حق لاءِ بيٺل رهياسين.
Politics,نواز شريف سئو کان وڌيڪ پيشيون ڀوڳيون، اسان ڪيترين ملڪيتن کي باهيون ڏنيون؟.
Politics,وفاقي ڪابينا جا ميمبرز ۽ حڪومتي اتحادين جا نمائندا به سپريم ڪورٽ ۾ موجود، پي ٽي آءِ اڳواڻ به ٻڌڻي لاءِ پهتل.
Crime,اهڙو شهر جتي وڃڻ موت کي دعوت ڏيڻ برابر آهي !
Politics,“ شڪاري پاڻ شڪار ٿي ويندو“ زيلنسڪي روسي صدر جي قتل جي اڳڪٿي ڪري ڇڏي
Politics,سنڌ جي مختلف ضلعن ۾ واڌو چارج رکندڙ آفيسرن کان واڌو عهدا واپس وٺڻ جو فيصلو
Sports,ياد رهي ته هلندڙ سال جي شروعات ۾ قطري سيڙپڪارن جي هڪ گروپ مشهور فٽبال ڪلب مانچيسٽر يونائيٽڊ کي خريدڻ جو ارادو ظاهر ڪيو هو.
Politics,فواد چوڌري جي گرفتاري، مصطفيٰ نواز کوکر سوال اٿاري ڇڏيو
Sports,هن چيو ته پي سي بي کي گهرجي ها ته جيڪڏهن سرفراز احمد پرفارم نه ڪري رهيو هو ته صلاح مشوري بعد کيس آرام ڏنو وڃي ها پر هن کي ڪپتاني تان هٽايو ويو
Politics,آءِ ايس پي آر موجب آرمي جي سنجيده قدمن ۽ صبر جي مظاهري سان اها سازش ناڪام ٿي ۽ اسان چڱي ريت ڄاڻون ٿا ته ان سڄي منصوبي پويان پارٽي جا ڪجهه شرپسند اڳواڻ هئا،
Politics,ڪراچي جو ميئر پيپلزپارٽي جو اچڻ جا امڪان
Politics,عدالت صلاح مشوري سان اليڪشن ڪميشن کي تاريخ ڏيڻ جو چيو، اليڪشن ڪميشن بااختيار ۽ خودمختياري ادارو آهي، پاڻ پنهنجي معاملا ڏسي سگهي ٿو.
Crime,ڪي ڊي اي جهڙن ادارن کي آپريشن لاءِ بااختيار ۽ مضبوط هجڻ گهرجي .
Crime,هندو پنڊت جي شاهه رخ خان کي جيئرو ساڙڻ جي ڌمڪي
Crime,مقتولا جي چاچي ايمن الشنيني ٻڌايو ته واردات کان پوءِ جوابدار ڪنوار جي ڀاءُ کي فون ڪري گھر اچڻ جو چيو جڏهن هو اتي پهتو ته جوابدار جنهن جا هٿ ۽ لٽا رت سان ڀريل هئا ان در کوليو ۽ مقتولا جي ڀاءُ کي اندر موڪليو ۽ پاڻ ٻاهر نڪري در ٻاهران بند ڪري ڇڏيو.
Crime,بخشاپور ۾ پوليس اهلڪار جي قتل ۾ ملوث جوابدار جي گرفتاري لاءِ آپريشن شروع ڪري ڇڏيو.
Crime,اسلام آباد :اسلام آباد پوليس جڊيشل ڪامپليڪس ۾ ڀڃ ڊاهه ڪندي پي ٽي آءِ ڪارڪن سخت بدنظمي جو مظاهرو ڪيو ۽ جڊيشل ڪمپليڪس جا دروازا ٽوڙي ڇڏيا
Crime,ملير جي ڳوٺ يادن مان لاش هٿ، پوليس لاش کڻائي اسپتال پهچايو.
Politics,اسلام آباد (رپورٽ:وقاص احمد) قومي اسيمبلي سپريم ڪورٽ جي 8 رڪني بينچ جي فيصلي خلاف ۽ ڊيم فنڊ جي رقم قومي خزاني ۾ جمع ڪرائڻ لاءِ الڳ الڳ ٺهراءُ اتفاق راءِ سان منظور ڪري ورتو.
Sports,اسٽرولائن هنداڻي ۾ موجود اهڙو امينو ايسڊ آهي جيڪو رانديگرن کي بهتر ڪارڪردگي ڏيکارڻ ۽ ڪلهن سميت پُٺي جي سور گهٽائڻ ۾ مدد ڪندو آهي.
Politics,سپريم ڪورٽ بار پاران پنجاب ۾ اليڪشن ملتوي ڪرڻ جي مذمت، سمورن آئيني ادارن جي تحفظ جو مطالبو،
Sports,فٽبال ورلڊ ڪپ: نيڌرلينڊ آمريڪا کي هارائي ڪوارٽر فائنل ۾ پهچي ويو
Sports,سيريز لاءِ ٽيسٽ چيمپيئن شپ جي سائيڪل دوران ڪو ٻيو ونڊو ڏسڻ جو آپشن آهي.
Sports,ڪولڪتا نائيٽ رائيڊرز پهريان بيٽنگ ڪندي مقرر 20 اوورن ۾ ست وڪيٽن جي نقصان تي 179 رنسون ٺاهيو، اوپنر رحمان الله گُرباز 81 رنسن جي اننگز کيڏي جڏهن ته آندري رسل 34، رِنڪو سنگهه ۽ اين جَگديسن 19،19 رنسون ٺاهيون.
Politics,ٻئي طرف لاهور ۾ مسلم ليگ (ن) جي پارٽي ترجمانن جو مريم نواز جي صدارت هيٺ اجلاس ٿيو، جنهن کي خطاب ڪندي مريم نواز چيو ته عمران خان پاڪستان جو ماضي بڻجي چڪو آهي، هاڻ ملڪ جي مستقبل بابت سوچڻو آهي.
Sports,جنهن تحت گذريل ميچن ۾ نھ کيڏي سگهندڙ رانديگرن کي کيڏڻ جو موقعو ڏيڻ جو فيصلو ڪيو ويو آهي
Politics,عدالت ڪيس جي ٻڌڻي جون جي پهرين هفتي تائين ملتوي ڪري ڇڏي.
Politics,ايڊيشنل آءِ جي ڪراچي جي سنڌ ٽي وي نيوز سان ڳالهه ٻولهه.
Politics,هوڏانهن سنڌ جي گهرو کاتي نظربندي ختم ٿيڻ تي پي ٽي آ اڳواڻ علي زيدي کي فوري طور تي جيڪب آباد منتقل ڪرڻ جو نوٽيفڪيشن جاري ڪري ڇڏيو آهي، جڏهن ته هڪ ٻئي اڳواڻ فردوس شميم کي ٿري ايم پي او تحت سکر جيل منتقل ڪرڻ جو حڪم ڏنو ويو آهي.
Crime,ان سلسلي ۾ رابطو ڪرڻ تي محمود آباد پوليس ٻڌايو ته وارث لاش جي تدفين بعد ايندا ته ڪيس داخل ڪري جاچ ڪنداسين، باقي جوابدار جي گرفتاري لا ڇاپا هڻي رهيا آهيون.
Politics,تحريڪ انصاف جي سربراهه عمران خان هڪ دفعو ٻيهر پنهنجي قتل جي سازش تيار ٿيڻ جي دعويٰ ڪندي چيو آهي ته مون کي اڄ يا سڀاڻي مرتضيٰ ڀٽو جيان قتل ڪري سگهن ٿا، آ جي پنجاب ۽ اسلام آباد منهنجي قتل لا اسڪواڊ ٺاهيو آهي، انهن جو منصوبو آهي ته هي ماڊل ٽائون جيان ماڻهن کي قتل ڪندا، هي اسان جي ماڻهن ۾ اچي پوليس وارن کي به ماري ڇڏيندا.
Politics, وفاقي حڪومت آرٽيڪل 245 جو اختيار استعمال ڇو نه پئي ڪري؟ ڇا آئين مٿانهون ناهي؟ 
Sports,بابر اعظم کي مسلسل ٻيو ڀيرو ون ڊي ڪرڪيٽر آف دي ايئر قرار ڏنو ويو
Crime,پوليس واقعي جا تفصيل ٻڌائيندي چيو ته 40 ورهين جو مڙس جڏهن گھر آيو ته هن ڏٺو ته سندس زال چانورن کانسواءِ ڪڙي پچائي آهي، جنهن تي ٻنهي وچ ۾ جهيڙو ٿيو ۽ ڪاوڙ ۾ اچي مڙس زال تي حملو ڪري رتو رت ڪري ڇڏيو.
Politics,سنڌ جون واڳون نوجوان حوالي ٿينديون، مراد علي شاهه جي وڏ وزارت جا ڏينهن ختم؟
Crime,لنڊن ۾ هڪ جيل جي آفيسرياڻي قيدي سان جسماني لاڳاپا قائم ڪرڻ جو اعتراف ڪري ورتو.
Politics,دُعا ڀٽو پاران حليم عادل شيخ کان رستا ڌار ڪرڻ جو فيصلو، عدالت سان رابطو
Sports,ڇوڪرن خوش ڪري ڇڏيو، پاڪستان سان سيريز ۾ جيڪو ڪجهه ڪيو اِهو ” خاص “ هو : بين اسٽوڪس
Crime,ٽي وي شو ۾ ميزبان جي سوالن جا جواب ڏيندي سلمان خان ٻڌايو تھ مان اهو ڪيان پيو جيڪو چيو ويو، سيڪيورٽي نھ هجڻ کان هجڻ بهتر آهي، اڪيلو نٿو گهمي سگهان.
Crime,پنو عاقل مان اغوا ٿيل 2 ڄڻا بازياب نه ٿيا، وارثن جو انصاف لاءِ احتجاج.
Crime,ميڊيا مطابق عامر خان ۽ سندس زال کان 18 اپريل 2022ع جي ڏينهن تي ڦر ٿي هئي، جوابدرن کي سي سي ٽي وي فوٽيجز جي مدد سان گرفتار ڪرڻ بعد جاچ ٿي آهي.
Politics,توشا خانا ڪيس جي جلد مقرر ڪرڻ واري درخواست تي عمران خان کي طلبي جو نوٽيس جاري ڪيو ويو آهي.
Crime,مديني شريف جي عدالت جو جج رشوت وٺندي گرفتار
Politics,عمران خان ۽ ڀارتي ميڊيا هڪ پيج تي آهن: سعيد غني
Politics,مجبور قومي موومينٽ هر هر چونڊون ملتوي ڪرائي رهي آهي: علي زيدي
Politics,چيف جسٽس ريمارڪس ڏنا ته پوءِ مذاق به ته عوام سان ئِي ٿي رهيو آهي
Crime,ڪوهلو ۾ ڌماڪو، پاڪ فوج جا ٻه آفيسر شهيد
Politics,معاشي استحڪام لاءِ سياسي استحڪام ضروري آهي، سازشي ڌريون مُلڪ ۾ وڳوڙ چاهين ٿيون: بلاول
Crime,خيرپور پوليس جي ڪارروائي، مختلف ڏوهن ۾ ملوث 2 جوابدار گرفتار.
Politics,لگزري گاڏيون واپس وٺي انهن کي نيلام ڪيو ويندو. وزيرن کي ضرورت موجب سيڪيورٽي لا رڳو هڪ گاڏي ڏني ويندي.
Crime,گرفتار ٽارگيٽ ڪلرز وٽان 2 پسٽل هٿ ڪياويا آهن: ايس ايس پي
Crime,1 مهينا اڳ ڦر مزاحمت دوران قتل ٿيل شخص جي وارثن جو احتجاج.
Politics,سينيٽ اجلاس ۾ سپريم ڪورٽ جي ٻڌڻيءَ جو پڙاڏو، مختلف بلز جي به منظوري،
Politics,بلاول ڀٽو سان پيپلزپارٽي آزاد ڪشمير جي اڳواڻن جي ملاقات
Politics,سنڌ سرڪار پاران مڪاني چونڊن لاءِ سيڪيورٽي ڏيڻ کان معذرت
Politics,چوڌري ڀائرن بعد شريف خاندان ۾ به ڏار، پنجاب ڪابينا لاءِ مريم جو ڏنل نالو ڪاٽا
Crime,سنڌ جي وڏي وزير رهائشي ڪوارٽرن جي مرمت لاءِ 4 ارب رپيا ۽ ٽريننگ بيرڪ جي مرمت لاءِ 2 ارب رپين جي منظوري ڏني.
Sports,ايشيا ڪپ جي فاتح ٽيم کي شڪست ڏيندڙ نميبيا کي نيڌرلينڊ پنج وڪيٽن تان هارائي ڇڏيو
Politics,جي ڊي اي اُميدوار ساجن هارائي ويو
Crime,ڌاڙيلن جي حملي ۾ بڪتر بند گاڏيءَ اندر ويٺل ايس ايڇ او عبدالطيف ميراڻي گوليون لڳڻ سبب شهيد، ڊي ايس پي قلندر بخش سومرو سميت 4 اهلڪار زخمي،
Politics,هو ڪور ڪميٽي جو ميمبر هو، عمران خان مون کي بشرا بي بي سان نڪاح ڪرڻ جو چيو، عمران خان چيو ته نڪاح لاءِ لاهور وڃڻو آهي.
Crime,هن بيان ۾ دانهيندي چيو ته رستم جوڻيجو ۽ سندس برادري جا بااثر ۽ سهولتڪار مقامي پٽيل اسان کي موتمار ڌمڪيون ڏيڻ سان گڏ مختلف قسمن جون آڇون ڪن پيا، اسان کي رستم ۽ سندس ساٿين مان خطرو آهي، اهي مختلف طريقن سان اسان کي ڌمڪائي رهيا آهن. گڏي ڪولهي ٻڌايو ته آئون پنهنجي مائٽن ۾ خوش آهيان، رستم جوڻيجو ۽ سندس مون تي سون ۽ روڪ رقم چوري ڪرڻ جا الزام مڙهي رهيا آهن، جيڪي ڪوڙا الزام آهن. جوابدار رستم جوڻيجو منهنجي ما سيتا ڪولهي کي چيو ته 20 هزار روڪ رقم ۽ اڌ مڻ اٽو وٺي ڏيون ٿا، گڏي اسان جي حوالي ڪر، نه ته سٺو نه ٿيندو. گڏي ڪولهي جي ما سيتا ڪولهي ۽ ڀا وڊيو بيان ۾ چيو آهي ته اسان کي عدالتن مان انصاف جي اميد آهي، بااثرن اسان جو جيئڻ جنجال بڻائي ڇڏيو آهي.
Politics,فوجي ٺڪاڻن تي حملا ڪندڙن خلاف آرمي ايڪٽ تحت ڪاروائي ٿيندي: پاڪ فوج
Politics,خيبرپختونخوا اسيمبلي ٽُٽي وئي
Crime,دوداپور ۾ هيڊ محرر وٽ ڦر جو واقعو.
Politics,ڪراچي: ڊسٽرڪٽ رٽرننگ آفيس ۾ پ پ ۽ پي ٽي آءِ ڪارڪنن ۾ جهيڙو، ڪيترائي زخمي
Crime,هن وڌيڪ چيو ڪچي اندر جيڪي قبيلائي تڪرار هلن ٿا انهن ۾ به ڪرمنل قسم جا ماڻهوملوث آهن
Crime,بلوچستان جي علائقي بارکان ۾ عورت کي ٻن پٽن سميت قتل ڪرڻ جي الزام ۾ برطرف ڪيل صوبائي وزير عبدالرحمان کيتران کي پوليس گرفتار ڪري ورتو آهي.
Crime,ڪراچي ۾ ڪوڙن پوليس اهلڪارن همراهه کان 14 هزار ريال ڦري ورتا
Sports,ميڊيا مطابق برينڊن آئي پي ايل دوران بيٽنگ فرم جي تعريف ۾ تمام گهڻو لکيو، جنهن تي انگلينڊ جي ڪرڪيٽ بورڊ معاملي جي جاچ شروع ڪري ڇڏي آهي
Politics,اهو شرط قومي احتساب آرڊيننس ۾ تازين ترميمن کانپوءِ تجويز ڪيو ويو آهي، جن ترميمن عالمي قرض ڏيندڙ اداري کي پريشان ڪري ڇڏيو هو.
Politics,آمريڪا عرب ليگ ۾ شام جي ٻيهر شموليت جي مخالفت ڪري ڇڏي
Crime,واقعي جو اطلاع ملندي ئي پوليس ۽ ريسڪيو ورڪر موقعي تي پهچي ويا ۽ فوتين ۽ زخمين کي جناح اسپتال منتقل ڪيو.
Politics,لاڙڪاڻي ۾ محمد صادق لاشاري، اختر بليدي جي اڳواڻي ۾ پريس ڪلب اڳيان احتجاج ڪيو ويو، ڪنڌڪوٽ ۾ ضلعي صدر اڪرم باجڪاڻي جي اڳواڻي ۾ گهنٽا گهر چوڪ کان پريس ڪلب تائين ريلي ڪڍي وئي، جنهن ۾ شهر جي سياسي اڳواڻن، ڊاڪٽرن، وڪيلن ۽ شاگردن وڏي انگ ۾ شرڪت ڪئي
Crime,سنجر چانگ ۾ پوليس جي ڪارروائي، 3 جوابدار گرفتار، 5 موٽرسائيڪلون هٿ،
Sports,ميڊيا مطابق لاهور ۾ اڄ راٿ رٿيل ٽيون ٽي 20 ميچ ٿي رهيو آهي، جنهن بابت نيوزيلينڊ جي ڪپتان ٽام ليٿم ميچ کٽي سيريز ۾ ڪم بيڪ جي حڪمت عملي تيار ڪري ڇڏي آهي.
Sports,ڀارتي ميڊيا ايشيا ڪپ جي حوالي سان پروپيگنڊا ڪندي پنهنجي هڪ رپورٽ ۾ دعوا ڪئي آهي تھ ايشيا ڪپ جو ايونٽ هلندڙ سال نھ ٿيندو. ميڊيا مطابق ايشيا ڪپ هن سال پاڪستان جي ميزباني ۾ ٿي رهيو آهي
Sports,”تون چاچو نه بوم بوم آهين“ آفريدي به افتخار جي ساراهه ڪرڻ کانسواءِ رهي نه سگهيو
Crime,دادو روڊ تي ويگن ۽ ٽرالي وچ ۾ ٽڪر، 2 ڄڻا فوت، 10 زخمي، زخمين کي اسپتال منتقل ڪيو ويو.
Politics,اٽارني جنرل آف پاڪستان کي اڄ اربع تي 22 فيبروري 2023 لاءِ دعوت ڏني وئي آهي ۽ صلاح مشوري لاءِ ٻن آئيني/قانوني ماهرن جي چونڊ ڪئي پئي وڃي.
Sports,پاڪ-نيوزيلينڊ ميچ دوران اهم غلطي، ڊار به ايڪشن ۾ اچي ويو
Politics,نواز شريف ڪٽنب سميت لنڊن مان يورپ هليو ويو
Sports,جڏهن تھ اڳوڻو ڪپتان شاهد آفريدي 90 اننگز ۾ 8 ڀيرا ٻڙي تي آئوٽ ٿيڻ جو رڪارڊ رکي ٿو
