Aspect Category,News Headlines
Politics,هن چيو ته اورينج لائين ٽرين منصوبي تي 300 صفحن تي ٻڌل فيصلو ڪيو آهي، جنهن تي مون خلاف هڪ رپئي جي ڪرپشن ثابت نه ٿي ۽ ان فيصلي کي پي ٽي آءِ ثاقب نثار جي عدالت ۾ چئلينج ڪيو، جنهن کي ثاقب نثار 8 مهينن تائين لٽڪائي رکيو ۽ فيصلو نه پئي بڌايو. ڇاڪاڻ ته هن نه پئي چاهيو ته مسلم ليگ (ن) ٻيهر حڪومت ۾ نه اچي
Sports,دبئي ( ويب ڊيسڪ ) آءِ سي سي پليئر آف دي منٿ لاءِ نامزدگين جو اعلان ڪري ڇڏيو جنهن ۾هڪ پاڪستاني بيٽر پڻ شامل آهي.
Sports,ذريعن موجب گرانٽ بريڊ برن ۽ اينڊريو پيوٽڪ 11 اپريل تي پاڪستاني وائيٽ بال اسڪواڊ کي جوائن ڪندا
Politics,مريم نواز سان عورت جي بدسلوڪي جي بلال قريشي ۽ منيب بٽ پاران مذمت
Crime,اوهان جي خراب رويي سبب گم ٿيل ماڻهن جي وارثن عدالت اچڻ ڇڏي ڏنو آهي، اهڙو حڪم ڏينداسين جو اوهان تصور به نٿا ڪري سگهو؛
Politics,سپريم ڪورٽ جي حڪمن کي رديءَ جي ٽوڪريءَ ۾ اڇلايو ويو آهي: فواد چوڌري
Crime,سکر پوليس آباد ٿاڻي جي حد ۾ ڦر دوران مبينا مقابلي دوران ٻن ڏوهارين کي مارڻ جي دعويٰ ڪئي
Crime,پرڏيهي ميڊيا رپورٽن موجب آمريڪي رياست ٽيڪساس ۾ گوڙ ڪرڻ جي معاملي تي 38 ورهين جي فرانسسڪو اوروپيزا پنهنجن پنجن پاڙيسرين کي گوليون هڻي قتل ڪري فرار ٿي ويو هو پر هاڻ پوليس کيس گرفتار ڪري ورتو آهي.
Politics,پنهنجي بيان ۾ آصف علي زرداري چيو ته عمران خان جي گرفتاري کانپوءِ ملڪ ۾ ڏڦيڙ پکيڙڻ افسوسناڪ آهي
Crime,حيدرآباد– سکر موٽر وي ميگا ڪرپشن ڪيس جي جاچ کي بريڪ لڳي وئي
Politics,پ پ اڳواڻ خلاف 17 ارب ڪرپشن جو ڪيس، عدالت محفوظ ڪيل فيصلو ٻڌائي ڇڏيو
Sports,ميڊيا سان ڪيل ڳالهه ٻولهه ۾ هن جو چوڻ هو تھ ان معاملي تي ليگ جي اختيارين سان منهنجي ڳالهه ناهي ٿي، پر خواهش آهي تھ نيون ٽيمون حصو بڻجن.
Crime,سجاول ۾ ٻن گروپن ۾ جهيڙو، هڪ ڄڻو مارجي ويو.
Sports,ملتان ٽيسٽ: ابرار احمد جي جادوئي بالنگ، گورا 281 تي ڍير، پاڪستان جون 2 وڪيٽن تي 107 رنسون
Crime,ڪراچي: جنريٽر مارڪيٽ ڀرسان عمارت ۾ باهه، هڪ ڄڻو فوت
Crime,تفصيل موجب لاهور جي دهشتگردي ٽوڙ عدالت عمران خان جي ٽن ڪيسن ۾ 4 اپريل تائين عبوري ضمانت منظور ڪري ورتي آهي. عدالت پاران هڪ هڪ لک رپين جا مچلڪا جمع ڪرائڻ جي هدايت ڪئي وئي.
Crime,حيدرآباد پوليس مختلف علائقن ۾ ڪارروايون ڪري 4 ڏوهارين کي گرفتار ڪري هٿيار هٿ ڪري ورتا.
Sports,ٻئي پاسي بنگلاديش ۽ سريلنڪا ايشيا ڪپ جي اجلاسن دوران نيوٽرل وينيو تي ايشيا ڪپ جي منتقلي جي ڪائي ڳالهه ناهي ڪئي.
Sports,قطر ۾ فٽبال راند جا مقابلا جاري آهن ۽ ان ڏس ۾ فٽبال شوقينن جو جوش عروج تي پهچي ويو آهي.
Politics,گذريل ڏينھن آذربائيجان بھ آرمينيا تي سرحد جي ڀڃڪڙي جو الزام لڳائيندي چيو ھو تھ سرحدي چڪرين ۾ آذربائيجان جو ھڪ فوجي مارجي ويو ۽ 4زخمي ٿي پيا.
Crime,خيرپور پوليس جي ڪارروائي، موٽرسائيڪل چوري ۽ ڦر جي وارداتن ۾ ملوث 5 گروهه، 35 موٽرسائيڪلون، موبائل فون ۽ روڪ رقم هٿ.
Sports,انڊين ويلز ٽينس ٽورنامينٽ جي جاري مقابلن جي ڪوارٽر فائنل جي مينز مقابلن ۾ اسپين جي ڪارلوس الڪراز پنهنجي مخالف ڪينيڊا جي ٽينس اسٽار فيلڪس اگر ايلياسم کي شڪست ڏئي سيمي فائنل ۾ جڳهه ٺاهي ورتي آهي.
Politics,چيني ڦوڪڻن ذريعي ٻيهر آمريڪي حدن جي ڀڃڪڙي نه ٿيڻ گهرجي، چين يوڪرين جنگ ۾ روس کي مدد فراهم ڪئي ته سخت نتيجا ڀوڳڻا پوندا.
Crime,سنڌ جو اڳوڻو گهرو وزير ذوالفقار مرزا پوليس اسٽيشن تي حملي ڪيس ۾ بري
Crime,20 کان وڌيڪ پانڌيئڙا فوت، 29 زخمي، سعودي انتظاميا جو چوڻ آهي ته حادثي ۾ فوت ٿيل پانڌيئڙا پرڏيهي آهن،
Crime,گذريل ڏينهن اڳوڻي مڙس پنهنجي ڌي سان ملڻ ٿي چاهيو، جنهن کي ملائڻ لا وٺي پئي ويس ته هن رستي مان ئي ڌي کي اغوا ڪرڻ جي ڪوشش ڪئي، مزاحمت تي تشدد جو نشانو بڻايو ۽ ڪيتري دير روڊ تي گهليندو رهيو، ماڻھن پهچي جان ڇڏرائي
Sports,بابر کي فارم ۾ واپسي جي صلاح ڏيندڙ اڳوڻي ڀارتي ڪرڪيٽر تي مداح ڪڙڪي پيا
Politics,ان خواهش جو به اظهار ڪريان ٿو ته اهي قانون آئين موجب قوم جي ترقي، خوشحالي ۽ امن جي رهنمائي ڪن.
Crime,هڪ ڇوڪري پوليس اهلڪارن خلاف پريس ڪانفرنس ڪندي الزام هنيو ته پوليس اهلڪارن ساڻس زيادتي ڪئي.
Politics,فرانسيسي سينيٽ ۾ تڪراري پينشن سڌارن وارو بل منظور
Politics,ممبئي (ويب ڊيسڪ) ٽي ڀيرا ڀارت جي پهرين وزيراعظم جواهر لال نهرو جو ڪردار ادا ڪندڙ ڀارتي اداڪار دليپ تاهل پاڪستان جي پهرين چونڊيل وزيراعظم ذوالفقار علي ڀٽي جو ڪردار ادا ڪندو.
Politics,اسلام آباد هاءِ ڪورٽ ۾ عمران خان ضمانت بابت ڪيس ۾ حاضري کان ڇوٽ بابت درخواست داخل ڪرائي ڇڏي
Politics,وفاقي وزير چيو ته عمران نيازي هڪ ڪوڙ ڳالهائي وري نئين ڪوڙ جي تياري ڪري ٿو
Crime,سکر ۾ فائرنگ، نوجوان فوت، اسپتال منتقل.
Politics,بيان ۾ وڌيڪ چيو ويو آهي ته ان سائنسدان کي خبر هئي ته هن وٽ موجود سرڪاري راز جيڪڏهن دشمن ملڪ وٽ پهچي ويندا ته ملڪ جي سيڪيورٽي کي خطرو پيدا ٿي ويندو.
Crime,ان سلسلي ۾ ڊي ايس پي ڀريا لونگ خان شر، سي آ اي انچارج يار محمد رند ۽ ايس ايڇ او ڀرياسٽي منير لغاري ٻڌايو ته مارجي ويل ٻنھي ڦورن مٿان ڀرياسٽي سميت مختلف ٿاڻن تي 15 کان وڌيڪ ڪيس داخل ٿيل آھن، مارجي ويل هٿياربندن وٽان هڪ موٽر سائيڪل ۽ 2 پسٽل پڻ هٿ آيا آهن.
Crime,مدئجي ۾ پوليس ڪارروائي، 5 ڦورو گرفتار.
Politics,زين شاهه چيو ته 2008 کان پيپلزپارٽي بيروني ايجنٽ جو ڪردار ادا ڪندي رڳو پنهنجي اقتدار ۽ مال ملڪيت لاءِ سنڌ کي سياسي، سماجي ۽ معاشي طور تي ظلم ۽ بداانتظامي جي ذريعي تباهه ڪري رهي آهي پيپلزپارٽي جي سنڌ حڪومت هر سال سنڌ جي خزاني مان 600 کان 800 ارب رپين جي ڪرپشن ڪري رهي آهي، پيپلزپارٽي جي ڪرپشن ۽ بيڊ گورننس جي ڪري سنڌ جو هرهڪ ادارو تباهه ٿي چڪو آهي، سنڌ جي سامونڊي پٽي، زمينن کي پيپلزپارٽي ڀڳڙن جي مٺ تي کپائي ڇڏيو آهي، سنڌ جي زمينن تي پيپلزپارٽي سرڪاري مشينري ذريعي قبضا ڪرايا آهن، پيپلزپارٽي هميشه سنڌ جي مفادن جي خلاف ڪم ڪندي رهي آهي.
Politics,جي يو آءِ (ف) ڌانڌلي جو الزام هڻي ڇڏيو
Politics,ڪالهه خميس ڏينهن پنهنجي ٽوئيٽ ۾ هن چيو ته بولان جي پهاڙن کان گوادر جي سمنڊن تائين غيرتمند بلوچن کي اڄ بلوچي ثقافت جو ڏينهن تمام گهڻو مبارڪباد هجي.
Politics,ووٽ جي قيمت جي خبر صرف ورڪرن کي ئي آهي، عمران خان پنهنجي 4 سالن ۾ هيليڪاپٽر جا مزا ورتا، هاڻي ملڪ جي جان ڇڏي.
Sports,دي هنڊريڊ ليگ ۾ وڏي اگهه تي فرنچائيزز ۾ جڳهه ٺاهيندڙ شاهين آفريدي ۽ حارث رائوف لاءِ انگلش ڪمنٽيٽر ايلن ولڪنز اردو ۾ پيغام جاري ڪري ايونٽ ۾ شامل ٿيڻ تي سندن آجيان ڪئي آهي
Politics,فواد چوڌري جي بغاوت واري ڪيس ۾ ضمانت منظور
Crime,حيدرآباد جي رڪشا مارڪيٽ ۾ پوليس مقابلي ۾ هڪ جوابدار کي زخمي حالت ۾ گرفتار ڪري ورتو.
Politics,پاڻ سڳورن صه جن جي ڏسيل واٽ تي هلون ته امن ۽ خوشحالي اچي ويندي: بلاول ڀٽو زرداري
Crime,آپگهاتي بمبار پوليس جي وردي ۾ آيو، اهلڪارن پٽي ڀائي سمجهي کيس وڃڻ ڏنو: آءِ جي ڪي پي
Crime,جنهن بعد وارثن اعلى عملدارن کي درخواست ڏني، جنهن بعد آئي جي سنڌ غلام نبي ميمڻ ڪيس جي ٽيون ڀيرو انويسٽيگيشن سانگهڙ پوليس کي ڏني، سانگهڙ پوليس طرفان ڊي ايس پي آصف آرائين جي اڳواڻي ۾ 6 رڪني جاچ ڪميٽي جوڙي وئي، ڪميٽي جديد ٽيڪنالاجي ۽ تجربو رکندڙ آفيسرن جي مدد سان مختصر عرصي ۾ جاچ دوران اصل حقيقتن تائين پهچي ۽ سي ڪلاس قرار ڏئي بند ڪيل بلائينڊ مرڊر ڪيس ۾ ڪاميابي حاصل ڪئي
Crime,پوليس جو چوڻ آهي ته ناري کي سندس والدين ڪورٽ مان واپسي تي اغوا ڪيو.
Sports,پاڪستان جي شاهين ڪرڪيٽ ٽيم سيريز کيڏڻ جي لاءِ زمبابوي جي دوري تي پهچي وئي آهي.
Politics,مراد سعيد ۽ امين گنڊاپور جي گرفتاريءَ جا امڪان
Crime,زيادتي ڪيس جي فريادڻ سان پوليس واري جي زيادتي
Politics,جسٽس ميان گل حسن اورنگزيب ٿري ايم پي او تحت فواد چوڌري جي گرفتاريءَ خلاف درخواست تي ٻڌڻي ڪئي.
Politics,ڪلوئي: ڪلوئي لڳ ڳوٺ ڪيٽي مير محمد جي رهواسين بشير لنڊ، الهبچايو لنڊ ۽ ٻين عوامي پريس ڪلب پهچي سخت احتجاج ڪيو.
Politics,بلال غفار چيو ته 15 سالن کان سنڌ ۾ پيپلزپارٽي جي حڪومت آهي جيڪا هر لحاظ کان ناڪام ثابت ٿي آهي، ايم ڪيو ايم جي ناصر حسين قريشي پنهنجي تقرير ۾ چيو ته سنڌ حڪومت هر شئي اين جي اوز کي ڏئي ڇڏي ٿي، توهان حڪومت ئي اين جي اوز کي ڏئي ڇڏيو، موجوده حڪومت کي غريب ماڻهن جو احساس ئي نه آهي، ٻئي پاسي وزير مهينيوار 36 ڪروڙ جو پيٽرول استعمال ڪري رهيا آهن. پي ٽي آئي جي سعيد آفريدي چيو ته منهنجي تڪ ۾ هڪ پلي گرائونڊ نه آهي، تڪ ۾ اسپورٽس ڪمپليڪس ٺاهيو وڃي.
Politics,عمران خان وڃڻ لاءِ تيار آهي، هو وڊيو بيان رڪارڊ ڪرائڻ چاهي ٿو پر انٽرنيٽ سبب عمران خان جو بيان جاري ڪرڻ ۾ مسئلو آهي.
Sports,سندس چوڻ هو ته جيڪڏهن ڪائي اهڙي ڳالهه ٿيندي آهي ته اسان ڪوشش ڪندا آهيون اها ڳالهه اسان تائين رهي ٻاهر نه نڪري.
Crime,ڄامشورو ۾ ميڊيڪل اسٽور ۾ چوري، واقعي خلاف دڪاندارن جو احتجاج.
Crime,ڦل مان 3 ڏينهن اڳ اغوا ٿيل نينگري جي وارثن جو احتجاج.
Sports,هن چيو تھ هن جيڪا ڳالهه ڪئي ان ۾ پيار هو، هو انتهائي شاندار رانديگر واريون خوبيون رکي ٿو.
Crime,انڌي پيءُ کي گهر وٺي ويندڙ ٻار کوهه ۾ ڪري فوت ٿي ويو، کوهه ئي قبر قرار
Politics,صحت کاتي ۾ 70، آبپاشي کاتي ۾ 56 ۽ لائيو اسٽاڪ کاتي ۾ 19 ڀرتيون منظور ڪيون ويون.
Politics,فوج خلاف پروپئگنڊا: پ پ جو وڏو بيان اچي ويو
Politics,امريڪي رپورٽر جي گرفتاري بعد وائٽ ھائوس طرفان روس ۾ رھندڙ امريڪي شھرين کي فوري طور تي روس ڇڏڻ جو مشورو ڏنو ويو آھي.
Sports,پاڪستان جي فخر زمان آئي سي سي پليئر آف منٿ ايوارڊ کٽي ورتو
Politics,ارمينا جي مڙس پاران نواز ليگ قيادت کان معافي وٺڻ جو مطالبو
Crime,پوليس ٻڌايو ته واردات واري هنڌان 30 بور پسٽل جا ٻه خول مليا آهن، فرانزڪ ٽيم شاهديون گڏ ڪري جاچ شروع ڪري ڇڏي آهي.
Crime,دعا زهرا ڪيس: نئين اڳڀرائي تي عدالت اهم فيصلو ٻڌائي ڇڏيو
Politics,سنڌ يونائيٽيڊ پارٽي ۽ جي ڊي اي جي اڳواڻن سنڌ حڪومت کي برطرف ڪرڻ جو مطالبو ڪندي چيو آهي ته سنڌ ۾ پيپلزپارٽي پاران ڪيل مالي ۽ انتظامي بدعنواني جي جاچ لاءِ سٺي ساک رکندڙ رٽائرڊ ججز تي ٻڌل هڪ احتساب ڪميشن جوڙيو وڃي، جيڪو بدعنوانين ۾ ملوث ڪرپٽ وزيرن، صلاحڪارن ۽ ٻين جي خلاف ڪارروائي ڪري کين سخت کان سخت سزائون ڏي.
Sports,نيوزيلينڊ جون 155 رنسون، 2 آئوٽ، راند وقت کان اڳ ختم
Politics,عمران جي ضمانت ختم ٿيندي ئي گرفتار ڪري سگهجي ٿو:راڻا ثناءُ الله
Politics,طاهر القادري سياست ڇڏڻ جو ڪارڻ ٻڌائي ڇڏيو
Crime,اڳوڻو مڙس موتمار ڌمڪيون ڏئي رهيو آھي. سٽي پوليس مدد نٿي ڪري.
Politics,سنڌ جا ماڻهو ”ڀٽو“ جي نالي يا شڪل تي نه ڪم تي ووٽ ڏيندا آهن:اڳوڻو صدر
Sports,اڳوڻي ڪپتان چيو ته پاڪستان کي ورلڊ ڪپ لاءِ ڀارت وڃڻ گهرجي ۽ اسان ڀارت وڃي اهو پيغام ڏئي سگهون ٿا ته اسان کي ڪرڪيٽ کي سپورٽ ڪندا آهيون.
Politics,ڪراچي (ويب ڊيسڪ) پاڪستاني ٽي وي جي نامياري اداڪارا زيڪا ڊينيئل پي ٽي آءِ ۾ شموليت جو اعلان ڪري ڇڏيو آهي.
Politics,جسٽس گل حسن اورنگزيب، پرويز خٽڪ جو نياڻو
Crime,عدالت سائنسدان کي 9 مئي تائين ريمانڊ تي اي ٽي ايس حوالي ڪري ڇڏيو آهي.
Politics,ٻنهي اڳواڻن گڏيل دلچسپي جي علائقائي ۽ عالمي معاملن تي به خيالن جي ڏي وٺ ڪئي
Politics,جڏهن ته احتجاج ۾ سول سوسائٽي جا اڳواڻ پڻ شامل ٿي ويا.
Politics,اسلام آباد : وفاقي وزير خورشيد احمد شاهه چيو آهي ته پاڪستان ۾ تيزي سان پاڻي جي کوٽ ٿي رهي آهي
Sports,خراب ڪارڪردگي، بابراعظم کان ٻي پوزيشن به کسجي وئي
Crime,دادو ۾ جوان ڇوڪري اغوا، پنجاب واسي تي ڪيس داخل
Politics,ٿري ايم پي او تحت تحريڪ انصاف جو سينيئر وائيس چيئرمين شاهه محمود قريشي، اسد عمر، اعجاز چوڌري، مسرت جمشيد چيما ۽ ٻيا اڳواڻ پڻ مختلف جيلن ۾ بند آهن
Politics,چيف جسٽس پنجاب ۽ پختونخوا جي چونڊن ۾ دير جو پاڻمرادو نوٽيس وٺي ڇڏيو
Politics,عمران جون 6 سيٽون خالي/ 32 ميمبر ڊي نوٽيفا ڪرڻ جو نوٽيفڪيشن معطل
Crime,ٽرين ريپ ڪيس: جوابدارن طرفان اجتمائي لڄالٽ جي ويڊيو ٺاهڻ جو انڪشاف
Politics,سائفر جي جاچ سرڪار جو ڪم آهي، ٻڌل ڳالهين تي جاچ جو حڪم ڇو ڏيون؟: جسٽس قاضي فائز
Politics,نامياري تجزئي نگار سيد عمران شفقت جو چوڻ آهي ته لاهور جو ڪور ڪمانڊر ۽ سندس گهر واري پي ٽي آءِ جا پڪا همدرد هئا.
Politics,تاريخ مٿان تاريخ، ڪراچي ۾ مڪاني چونڊن جي اوسيئڙي ۾ 12 اميدوار لاڏاڻو ڪري ويا
Crime,پرڏيهي ميڊيا موجب واقعي کانپوءِ فوري طور تي پنجن ڪاري پوليس اهلڪارن کي برطرف ڪيو ويو.
Crime,شهدادپور ۾ غيرت جي نالي تي ڀاءُ ڀيڻ کي قتل ڪري ڇڏيو، پوليس جوابدار کي گرفتار ڪري ورتو.
Sports,ڪراچي ڪنگز: عماد وسيم، شرجيل خان، ميٿيو ويڊ، حيدر علي، شعيب ملڪ، قاسم اڪرم، بين ڪٽنگ، اينڊريو ٽائي، عمران طاهر، مير حمزا، محمد عامر.
Sports,ميڊيا مطابق نيوزيلينڊ ۽ پاڪستان جي ٽيمن اڄ رات ميچ جي حوالي سان پنهنجي پنهنجي طور تياري ڪري ورتي آهي.
Politics,آمريتي جهلڪ وارو فيصلو آئين کي برطرف نٿو ڪري سگهي:جسٽس فائز
Politics,ايم ڪيو ايم ۽ ھڪ مذھبي پارٽي جي چوڻ تي اسان تي ڪوڙي آدم شماري مڙھي وئي آھي.
Crime,عثمان شاهھ ھڙي: عثمان شاھه ھڙي ويجهو عمرساند پوليس ڪچي شراب جي بٺي تي ڇاپو هڻي وڏي مقدار ۾ ڪچو شراب ۽ شراب ۾ استعمال ٿيندڙ سامان هٿ ڪيو.
Crime,نصيرآباد ڊويزن جي ڪمشنر بشير احمد بنگلزئي بي بي سي کي ٻڌايو ته ڌماڪي جو نشانو بڻيل گاڏي سبي کان ڪوئيٽا ڏانهن وڃي رهي هئي، ان دوران ڪنبڙي پل تي هڪ آپگهاتي بمبار پنهنجي موٽر سائيڪل گاڏي سان ٽڪرائي ڇڏي، جنهن سبب اهلڪار محمد حيات، اي ايس آءِ گلبدين، سميع الله، شهزاد، اسحاق، دولت، نذير، قيوم ۽ ظهور شهيد ٿي ويا، جڏهن ته سليم جاويد، عبدالسلام، غلام قدير، عطاءُ الله، عبدالحق، محمد يعقوب ۽ رستم علي سميت 13 اهلڪار زخمي ٿي پيا آهن، دهشتگردي جي واقعي ۾ زخمي ٿيل اهلڪارن کي طبي امداد فراهم ڪرڻ لا سبي منتقل ڪيو ويو آهي.
Sports,ٽي ٽوئنٽي ورلڊ ڪپ ۾ انعامن جو مينهن وسندو، فاتح ٽيم کي ڪيتري رقم ملندي؟
Politics,ڪابل ۾ پاڪستاني سفارتي اختيارين تي حملو، سلامتي ڪائونسل جو اهم بيان اچي ويو
Politics,شهيد بينظير ڀٽو جي نياڻي آصفا پاران شهيدن جي يادگار آمد
Politics,حيدرآباد- سکر موٽر وي ڪرپشن، سنڌ حڪومت وڏو قدم کڻي ورتو
Sports,پاڪستان طرفان ڊيبيو ڪندڙ احسان الله 2 جڏهن ته نسيم شاهه ۽ عماد وسيم هڪ هڪ وڪيٽ ورتي.
Politics,هن ڏکئي وقت ۾ صوبي جي عوام کي اڪيلو نه ڇڏينداسين: شرجيل ميمڻ
Crime,ايس ايس پي عرفان سمون موجب ڌاڙيلن جي حملي ۾ بخشاپور ٿاڻي جي ايس ايڇ او گل محمد مهر سميت 4 اهلڪار زخمي ٿيا، جن کي رحيم يار خان جي اسپتال نيو ويو.
Politics,اسحاق ڊار کان ڪنهن ٻئي جو وزير ٿيڻ برادشت ناهي ٿيندو: مفتاح اسماعيل
Politics,پوليس آفيسرن جي ڪجهه پوسٽن کي ٻيهر مقرر ڪرڻ جي ضرورت آهي جيڪي منظوري لاءِ ناڻي کاتي ڏانهن موڪليون ويون آهن.
Sports,ميڊيا مطابق ولنگٽن جي ميدان تي شروع ٿيل ٻي ۽ آخري ٽيسٽ جي پهرين ڏينهن نيوزيلينڊ پهرين اننگز جي بيٽنگ ڪندي 2 وڪيٽن تي 155 رنسون ٺاهي ورتيون، جنهن ۾ اوپنر ڊيون ڪونوي 78 ۽ ٽام ليٿم 21رنسون ٺاهي آئوٽ ٿي واپس هليا ويا
Politics,اسلام آباد (ويب ڊيسڪ) تحريڪ انصاف چيئرمين عمران خان انتظاميا کي روٽ ڪليئر ڪرائڻ لاءِ 15 منٽن جو الٽيميٽم ڏئي ڇڏيو.
Politics,اسلام آباد :پبلڪ اڪائونٽس ڪميٽي (پي اي سي) رٽائرڊ ججن ۽ جرنيلن کي ملندڙ مراعتن جو رڪارڊ طلب ڪري ورتو آهي
Crime,حيدرآباد سکر موٽر وي ڪرپشن ڪيس، جوابدار جي نشاندهي تي گهر مان وڌيڪ 30 ڪروڙ هٿ
Crime,اسلام آباد هاءِ ڪورٽ جي ڀرپاسي پوليس ۽ رينجرز کي الرٽ ڪيو ويو آهي.
Politics,آمريڪا هاڻي بوئنگ ڪمپني کي ٻه بوئنگ 747 جهاز اپ گريڊ ڪرڻ جو ٺيڪو ڏنو آهي جيڪو ايندڙ ڪجهه سالن ۾ صدر جي استعمال هيٺ رهندڙ جهاز بڻجي ويندي.
Crime,گراهڪ هنداڻو خراب نڪرڻ تي دڪاندار کي گوليون هڻي ڇڏيون
Sports,قومي ٽيم جي ڪپتان بابر اعظم کي ستاره امتياز سان نوازيو ويو
Politics,هن چيو ته سڀني سياسي قوتن گڏجي غير مقبول حڪومت کي آئيني طريقي سان هٽائڻ لاءِ پارليامينٽ جي فورم جو استعمال ڪيو.
Politics,وزيراعظم شهباز شريف اٽارني جنرل منصور عثمان کي طلب ڪري ورتو
Sports,افغانستان خلاف سيريز ۾ بابر کي آرام ڏيڻ جو امڪان، ڪپتان ڪير هوندو؟
Crime,سنڌ ۾ لاقانونيت جو راڄ، ريپ ڪيسن ۾ 200 سيڪڙو واڌ، سزا جي شرح هڪ سيڪڙو کان به گهٽ!
Politics,عدالت ويندڙ شخص گاڏي تي ڏنڊا ۽ هٿيار ڏيکاري رهيو آهي پر پو به کيس رليف ملي رهيو آهي ۽ ڪير به پڇڻ وارو ناهي.
Sports,ميڊيا مطابق نيوزيلينڊ ۽ پاڪستاني ٽيمن جي ڪپتانن بابراعظم ۽ ٽام ليٿم قذافي اسٽيڊيم جي ميدان تي اچي جائزو ورتو آهي.
Politics,آزاد ڪشمير ۾ سرپرائيز، سڀني پارٽين جو گڏيل اميدوار انوار الحق وزيراعظم چونڊجي ويو
Crime,ڪراچي: سمنڊ رستي 20 ارب رپين جي منشيات سمگل ڪرڻ جي ڪوشش ناڪام
Politics,سندس موجب پاڻمرادو نوٽيس 3-4 جي شرح سان رد ٿيو، آئون جسٽس منصور علي شاهه ۽ جسٽس جمال مندوخيل جي راءِ سان متفق آهيان.
Politics,پي ٽي آءِ ميمبرن جي بحالي جو معاملو، اسپيڪر جو فيصلي کان انڪار
Politics,خيرپور ۾ امن امان جي خراب صورتحال خلاف شهرين جو احتجاج.
Politics,ڪراچي جي ميئر لاءِ ڊڪ ڊوڙ، جماعت اسلامي جو وفد ن ليگ وٽ پهچي ويو
Sports,رميز راجا ڪرڪيٽرز کي وڏي خوشخبري ٻڌائي ڇڏي
Politics,پنجاب جي وڏي وزير کان حملي جي ايف آءِ آر داخل ناهي ٿي سگهي: مرتضيٰ وهاب
Crime,مٺي/ڇاڇرو: ڇاڇرو ۾ حملي ۾ زخمي ٿيل صحافي عبدالجبار نهڙيو کي حالت خراب ٿيڻ تي حيدرآباد منتقل ڪيو ويو، پوليس اڃا تائين مک جوابدار کي گرفتار نه ڪيو.
Sports,آمريڪي خابرو اداري جي رپورٽ موجب اهو واقعو سومر ڏينهن پيش آيو جتي مائونٽ ايوريسٽ کي سر ڪرڻ جي مهم دوران جوناهن شوگرمين نالي آمريڪي جبل چاڙهو لاڏاڻو ڪري ويو.
Politics,شاهه محمود سميت ٻين اڳواڻن گرفتاري ڏئي ڇڏي، اسان گرفتار ناهي ڪيو، هي وين ۾ زوريءَ ويٺا آهن: پوليس
Politics,هوڏانهن زمان پارڪ لاهور ۾ تحريڪ انصاف چيئرمين عمران خان جي صدارت هيٺ پارٽي اڳواڻن جو اهم اجلاس ٿيو، جنهن ۾ ملڪ جي سياسي صورتحال ۽ پارٽي جي حڪمت عملي تي غور ويچار ڪيو ويو.
Politics,صحافي پاران پڇيل سوال جي جواب ۾ هن چيو ته ساڙڻ ۽ گھيرا ڪرڻ جو حڪم ڏيندڙن کي قانون موجب گرفتار ڪيو پيو وڃي. هن چيو ته پي ٽي آءِ وارن پاڻ ساڙڻ ۽ گهيرڻ جا حڪم ڏنا هئا پر هاڻي ڦري ويا آهن.
Politics,ضلعي ڪائونسل ۽ ميونسپل ڪارپوريشن جي ميمبرن جي حلف برداري تقريب ميرپورخاص ۾ منعقد ڪئي وئي، جتي ڊي سي ميرپورخاص زين العابدين ميمڻ ميمبرن کي حلف کڻايو.
Crime,اطلاع تي تعلقي ٿاڻي جي پوليس پهچي لاش کڻائي اسپتال آندو، جتان ضروري ڪارروائي بعد لاش وارثن حوالي ڪيو ويو.
Crime,جوابدارن جي 7 اڪائونٽن ۾ روڪ جمع ڪرايل رقم جي ماليت 22 ڪروڙ 45 لک 50 هزار رپيا آهي، اها رقم خانگي بئنڪ ۾ کوليل اڪائونٽن ۾ جمع ڪرائي وئي
Politics,اليڪشن ڪميشن آف پاڪستان طرفان جاري ڪيل پڌرائي موجب عمران خان، فواد چوڌري ۽ اسد عمر خلاف داخل توهين عدالت ڪيس جي شنوائي اڄ مقرر ڪئي وئي آهي
Politics,نيب آفيسرن کي پنهنجي اثاثن جو تفصيل ته ڏيڻو پوندو. مختلف ادارن جي سربراهن جي غير موجودگي تي ڪاوڙ ڪندي ڪميٽي ميمبرن چيو ته اهڙي ڪائي روايت قائم نه ڪريو جو ڪنهن اداري جي سربراهه بدران ڪوئي ٻيو اچي وڃي.
Crime,دادو: دادو شهر جي موندرناڪي جي رهواسڻ ڇوڪري مبينا اغوا ٿي وئي، پوليس پنجاب واسي نوجوان تي ڪيس داخل ڪري ڇڏيو.
Crime,باغ ۾ عورت اينڪر جي گهر مان ڦر، 15 تولا سونا ڦر ڪري فرار ٿي ويا. پي ايس سولجر بازار ۾ چوري جو ڪيس داخل
Politics,نٿا مڃون ته مُلڪ ۾ ڪو انصاف جو ادارو آهي: بلاول
Politics,ڪنهن وٽ به چونڊون ملتوي ڪرڻ جو اختيار ناهي، اليڪشن جي تاريخ سپريم ڪورٽ ئي اڳتي وڌائي سگهي ٿي، سپريم ڪورٽ عوامي مفادن وٽان ڪيس ٻڌندي آهي،
Politics,حقيقت واضح ڪرڻ تي مودي جي پارٽي منهنجي سِر جي قيمت لڳائي آهي: بلاول ڀٽو زرداري
