Aspect Category,News Headlines
Politics,ھن چيو ته 9 مئي پاڪستان جي تاريخ جو ڪارو ترين ڏينھن ھو، 9 مئي تي ماڻھن کي ستايو ويو، سرڪاري ۽ خانگي ملڪيتن کي باھه ڏني وئي، پي ٽي آءِ جا ايم اين ايز ۽ ايم پي ايز 9 مئي تي ٿيل واقعن ۾ ملوث ھُئا.
Politics,مقصودو رند: مقصودو رند ويجھو يوسي 68 حسين آباد جو وائيس چيئرمين پ پ اڳواڻ حاجي خان تلھاڻي اوچتو دل جو دورو پوڻ ڪري لاڏاڻو ڪري ويو، حاجي خان 60 ورهين جي ڄمار ۾ دم ڏنو، سندس جنازي نماز ۾ سياسي سماجي شخصيتن ۽ برادري جي معززن وڏي انگ ۾شرڪت ڪئي، جنهن بعد کيس اباڻي قبرستان بلالي سرڪار ۾ مٽي ماءُ حوالي ڪيو ويو.
Politics,جڏهن آرڊر ناهي ڪڍيو ته صدر اليڪشن جي تاريخ ڪيئن ڏني:جسٽس مندوخيل
Politics,تعليم واري وزير جو چوڻ هو ته پرائيويٽ اسڪولن جي انتظاميا اسڪولن کي معمول موجب هلائڻ جي پابند آهي
Politics,پيپلزپارٽي ۽ ايم ڪيو ايم ۾ اهم مقررين تي اڳڀرائي، جلد اعلان ٿيندو
Politics,اهي انساني حقن جي عالمي ادارن اڳيان رکي رهيا آهيون، يورپي يونين سان به رابطي ۾ اچي رهيا آهيون.
Politics,صوبائي وزير ناصر شاهه چيو ته پيپلز پارٽي آئين ٺاهيو ۽ آئين کي اصل شڪل ۾ بحال به ڪيو، اها پ پ جي جمهوريت سان ڪمٽمينٽ آهي.
Sports,بالي ووڊ اداڪارا دپيڪا پڊوڪون فيفا ورلڊ ڪپ ٽرافيءَ جي مهورت ڪندي
Sports,ايشيا ڪپ: سريلنڪا خلاف ميچ، پاڪستان ٽيم ۾ اهم تبديلين جو امڪان
Sports,ايلن ولڪنز اردو ۾ ڳالهائيندي چيو تھ شاهين ۽ حارث غيرمعمولي ڪرڪيٽر آهن، ويلش فائر ۾ اچڻ تي خوشي آهي.
Sports,اسپين ۾ جاري ٽينس ٽورنامينٽ ميڊرڊ اوپن جي مينز ۾ جرمني جي ايليگزينڊر زيوري، روس جي ڊينل ميدادوف ۽ ويمنز ۾ وانگ زيو پنهنجا پنهنجا ميچ کٽي ورتا آهن
Politics,بلوچستان ۾ به آبادي گهٽ ڏيکاري وئي آهي، تنهن ڪري بلوچستان ۽ اسان کي نتيجا قبول نه آهن، ٽي وي چئنلن تي سڄو بحث پنجاب جي صورتحال تي ٿي رهيو آهي، آدمشماري تمام وڏو مسئلو آهي، پر اهو ميڊيا تان غائب آهي.
Politics,سنڌ حڪومت صوبي ۾ عام موڪلن جو اعلان ڪري ڇڏيو
Sports,هوڏانهن ڪرڪيٽ آسٽريليا فيٿ ٿامس کي زبردست ڀيٽا پيش ڪندي چيو تھ فيٿ ٿامس پهرين مقامي آسٽريلين عورت طور ڪرڪيٽ کيڏي آهي.
Crime,پينٽاگون موجب 2 ماڻهن جي منتقلي کانپوءِ گوانتانامو بي جيل ۾ قيد ماڻهن جو انگ 32 ٿي ويو آهي.
Crime,گڊاني شپ بريڪنگ يارڊ تي لنگر انداز ٿيل آئل ٽينڪر جي معاملي ۾ جاچ ڪميٽي آخري مرحلن ۾ داخل ٿي وئي آهي ۽ ڪميٽي سخت ڪارروائي ڪرڻ جو فيصلو ڪيو آهي.
Crime,انڊس هاءِ وي تي هٿياربندن هڪ ڄڻي کي اغوا ڪرڻ جي ڪوشش ڪئي.
Politics,پاڪستان سان ڳالهيون تڏهن ٿينديون جڏهن ماحول سازگار هوندو:ڀارت
Crime,ميرپورخاص ۾ فائرنگ، هڪ ڄڻو مارجي ويو.
Politics,پهريان سڌارا پوءِ چونڊون، ايم ڪيو ايم جو عدالت سان رابطو
Crime,پوليس اختيارين جو چوڻ آهي ته جوابدارن خلاف ڪيس داخل ڪري جاچ شروع ڪئي وئي آهي.
Politics,عدالت فل ڪورٽ بڻائي، فيصلو قبول ڪنداسين:وزيراعظم
Sports,ميڊيا مطابق ليونل ميسي جي بارسلونا ۾ شموليت جا امڪان گهٽجي ويا آهن ۽ فرانس جي ڪلب پيرس سينٽ جرمن سان بھ معاهدو ختم ٿي رهيو آهي، تنهنڪري هن النصر ڪلب سان شموليت تي غور شروع ڪري ڏنو آهي.
Crime,آمريڪا ۾ ڪجهه ڏينهن اڳ 5 پاڙيسرين کي قتل ڪندڙ جوابدار کي پڪڙيو ويو ٽيڪساس پوليس کيس ميرن لٽن جي الماڙي مان گرفتار ڪيو آهي.
Sports,نيوزيلينڊ جي ڪرڪيٽر ڪين وليمسن بعد بنگلاديش جو ڪرڪيٽر شڪيب الحسن بھ آئي پي ايل مان نڪري ويو آهي.
Politics,ڪراچي جي شهرين لاءِ خوشخبري، شرجيل ميمڻ اهم هدايتون جاري ڪري ڇڏيون
Sports,بي پي ايل کيڏڻ لاءِ ڪيئي پاڪستاني ڪرڪيٽر پي سي بي جي اجازت جا منتظر
Crime,عمرڪوٽ لڳ پسند جو پرڻو ڪندڙ نوجوان جو پي قتل، ڌرڻو
Politics,پاڪستان واشنگٽن ۾ جمهوريت جي اجلاس ۾ شرڪت کان انڪار ڪري ڇڏيو
Politics,جمعي تي قومي اسيمبلي جو اجلاس اسپيڪر راجا پرويز اشرف جي صدرت ۾ ٿيو، جنهن ۾ سنڌ طاس معاهدي ۾ تبديلين لاءِ ڀارت پاران اطلاع نامي بابت محسن لغاري پاران ڌيان ڇڪايو نوٽيس تي جواب ڏيندي خورشيد شاهه ٻڌايو ته ڀارت ان حوالي سان جڏهن اسان کي لکيو ته ان تي اسان هڪ ڊرافٽ ٺاهي فوري طور تي وزيراعظم کي اطلاع ڪيو
Sports,عزه جي گھٽين ۾ فٽ بال کيڏندي 34 ورهين جي هيثم السقا کي اميد آهي ته هو هڪ ڏينهن عرب ۽ عالمي ٽورنامينٽ ۾ کيڏندو.
Politics,مسئلن جو حل نه نڪتو ته وفاق ۽ جمهوريت کي خطرو آهي
Sports,ٽي ٽوئنٽي ورلڊ ڪپ: ڀارت ساهه سُڪائيندڙ مقابلي کانپوءِ پاڪستان کي شڪست ڏئي ڇڏي
Crime,پوليس اختيارين ٻڌايو ته فائرنگ جي ڏي وٺ ۾ هڪ دهشتگرد مارجي ويو، جڏهن ته هڪ پوليس ڪانسٽيبل به زخمي ٿيو آهي.
Crime,سنڌ پوليس ڌاڙيلن خلاف حڪمت عملي جوڙڻ ۾ مصروف، ڌاڙيلن ماڻهن جي اغوا کي انڊسٽري بڻائي ڇڏيو
Sports,نيوزيلينڊ خلاف ٻي ٽيسٽ ۾ ڪير ڪير هوندو، نالا سامهون اچي ويا
Sports,ميڊيا مطابق سعودي عرب ۽ نيپال جي ٽيمن ۾ رٿيل اهم رائونڊ ميچ برسات جي ور چڙهي وئي، جنهن بعد پوائينٽس کي برابر ورهايو ويو، جنهن ۾ نيپال جي ٽيم پوائينٽس جي بنيادن تي سيمي فائنل ۾ پهچي وئي آهي.
Crime,ڪوٽ غلام محمد مان اڻڄاتل شخص جو لاش هٿ.
Sports,” ڪرڪيٽ ۾ آئي جمعو جمعو اٺ ڏينهن ٿيا اٿن هاڻي اسان کي اکيون ڏيکاري رهيا آهن“
Politics,اسلام آباد : اسلام آباد هاءِ ڪورٽ توشا خانا ڪيس ۾ تحريڪ انصاف چيئرمين عمران خان جا ضمانت نه ٿيڻ جوڳا گرفتاري وارنٽ معطل ڪري ڇڏيا ۽ کيس 13 مارچ تي سيشن عدالت ۾ پيش ٿيڻ جو حڪم ڏئي ڇڏيو.
Politics,اڳوڻي آمريڪي سفارتڪار چيو ته هو ته هي سنجيده، جرئت مند سوچ ۽ حڪمت عملي جو وقت آهي، سياستدانن کي جيلن ۾ وجهڻ، ڦاهي چاڙهڻ يا قتل ڪرڻ غلط رستو آهي.
Politics,لاهور ۾ پي ٽي آءِ تقريب ۾ حماد اظهر خلاف نعرا، فيصل آباد ۾ خيال ڪاسترو کي ڪٽڪو
Crime,ڪورنگي پوليس ڪارروائي ڪندي فائرنگ ۾ ملوث 10 جوابدارن کي گرفتار ڪري ورتو.
Sports,بابر اعظم کي ڪپتان مان بڻايو: عمران خان
Politics,ٻئي طرف تحريڪ انصاف جي چيئرمين عمران خان زمان پارڪ جي گهيري ۽ پوليس نفري پهچڻ تي ردعمل ظاهر ڪندي چيو ته پوليس منهنجي رهائشگاهه جو گهيرو ڪري چڪي آهي، ٻيهر گرفتاري کان اڳ شايد هي منهنجو آخري ٽوئيٽ هجي، خوف ۽ هراس پکيڙڻ جو واحد مقصد ماڻهن کي خاموش رکڻ آهي پر مون کي ڊپ آهي ته ان سڄي صورتحال مان ڪو وڏو ردعمل پيدا ٿيڻ وارو آهي جنهن سان ملڪ کي وڌيڪ نقصان ٿيندو، اڃا به وقت آهي، عقل کان ڪم وٺو، ڳالهه ٻولهه ڪري مسئلو حل ڪريو ۽ مسئلو صرف هڪ ئي آهي ته هن ملڪ ۾ ان وقت تائين سياسي استحڪام نه ايندو جيستائين چونڊون نه ٿيون ڪرايون وڃن.
Crime,ڪنڌڪوٽ ۾ پوليس جي ڪارروائي، يرغمالي بازياب.
Crime,نشي جي عادي شخص فرار ٿيڻ کان روڪڻ تي سڄي ڪُٽنب کي ماري ڇڏيو
Crime,ڪراچي ۾ قتل ڪيل ڊاڪٽر بيربل جو قتل ڪيس سندس ڀاءُ جي فرياد تي داخل
Crime,ڪيس جي فريادي چيو ته ايس ايس يو ۾ ڪانسٽيبل جي ڀرتي لاءِ اشتهار ڏنو ويو هو، ٻين شرطن سان گڏ سنڌ جو ڊوميسائل لازمي هو، ٽيسٽ پاس ڪرڻ کانپوءِ ڪامياب اميدوارن جا انٽرويو ڪيا ويا.
Crime,سنجهورو: ڪراچي ۾ ٽارگيٽ بڻائي قتل ڪيل سنجهوري واسي ڊاڪٽر بيربل گيناڻي جي قتل خلاف ٽريڊ يونين ۽ ھندو پنچائت سنجهورو جي سڏ تي شھر ۾ مڪمل شٽربند هڙتال ڪئي وئي
Politics,حافظ نعيم جي بيان تي رد عمل ڏيندي ناصر شاهه چيو ته ڪراچي کي حافظ نعيم جهڙو تنگ نظر ۽ نفرت جي باهه ۾ سڙڻ وارو ميئر نه گهرجي.
Crime,سکر: پسند جي ٻي شادي ڪندڙ نوجوان پاڻ کي گولي هڻي ماري ڇڏيو
Politics,سنڌ ۾ مڪاني نمائندن کي اختيار ڏيڻ ۾ دير، پيپلز پارٽي جا اليڪشن ڪميشن خلاف مظاهرا
Politics,حيدرآباد واقعو: شرجيل ميمڻ جو انتهائي اهم بيان سامهون اچي ويو
Politics,اڳوڻي وزيراعظم ذوالفقار علي ڀٽو کي ڦاهي جي تختي تي لٽڪايو ويو پر پيپلز پارٽي جرنيلن جي گهرن تي حملا نه ڪيا.
Politics,عمران خان ڪوڙو آهي، اليڪشن ڪمشنر جي گارنٽي ڏيڻ واري” نيوٽرل “ نالو ٻڌائي : سعيد غني
Sports,فٽبال شوقينن جي اميدن جي ابتڙ ريفري رونالڊو کي ٻاهر موڪلڻ بدران رڳو هڪ وارننگ ڏني جنهن تي سڀئي حيران ٿيا، ڇو جو اهڙي قسم جي غلطي تي بليو بدران ريڊ ڪارڊ ڏيکاريو ويندو آهي.
Sports,ميڊيا مطابق پي ايس ايل 8 جي فائنل ۾ لاهور قلندرز سان مقابلي دوران امپائرز سان ڇڪتان واري واقعي سبب ملتان سلطانز جي مينيجر خلاف پي سي بي اختيارين سزا جو فيصلو ٻڌايو آهي.
Politics,ذوالفقار علي ڀٽي جو ڪيس دير سان هليو ۽ کيس عدالتي قتل ڪيو ويو، ضياءُالحق عدليه جا سمورا اختيار هڪ شخص کي ڏئي ڇڏيا.
Politics,هن ڪڌي فعل جي جيتري به مذمت ڪئي وڃي گهٽ آهي هن چيو ته اسلام هڪ پرامن مذهب آهي ۽ سمورن مذهبن جي تعليم ۽ عقيدن جي احترام جو درس ڏي ٿو
Sports,ميڊيا مطابق وسيم اڪرم ڀارتي ميڊيا سان ڳالهه ۾ ٻڌايو تھ پاڪستان وٽ شاهين آفريدي جهڙو تيز بالر آهي، جيڪو ڪيريئر جي بهترين فارم مان گذري پيو، اهڙي ريت حارث رئوف، نسيم شاهه، محمد حسنين، احسان الله بھ موجود آهن.
Sports,هن چيو تھ نيوزيلينڊ ۽ پاڪستان جي ٽيمن بهترين راند کيڏي مداحن کي ڀرپور تفريح ڏني آهي.
Politics,سندس چوڻ هو ته اسان زور ڏيون ٿا ته عمران خان جي گرفتاري تي مظاهرين پرامن طور تي پنهنجي شڪايتن جو اظهار ڪن جڏهن ته اختياريون به حقن، جمهوري اصولن موجب صبر سان جواب ڏين.
Politics,لائرز ڪمپليڪس جي افتتاحي تقريب کي خطاب ڪندي وزيراعظم شهبازشريف چيو ته وڪيلن عدليا بحالي لا گوليون ڏنڊا، برداشت ڪيا، اسان کي ته حڪم ڏنو وڃي ٿو ته وزيراعظم اڪيلي سر ڪجهه نه آهي جن هي حڪم ڏنو، پنهنجي مٿان فيصلو ڇو نٿا لاڳو ڪن.
Sports,ٻڌايو وڃي ٿو تھ پهرين ٻن ميچن جون ٽڪيٽون 90 سيڪڙو کان مٿي وڪامي ويون آهن، پر ٽين ميچ جون ڪجهه ٽڪيٽون اڃا رهيل آهن
Politics,چونڊن ۾ دير جو ڪو حربو ڪامياب ٿيڻ نه ڏينداسين: عمران خان
Politics,قانوني ٽيم موجب جسٽس اعجاز الاحسن نواز شريف جي خلاف ڪيس ۾ نگران جج رهيو.
Politics,نيب جي احتساب جي ضرورت آهي، جاويد اقبال کي حساب ڏيڻو پوندو: شاهد خاقان عباسي
Politics,وڪيل گوهر علي چيو ته مان فائل نه ڏيڻ چاهيو، جڏهن ته ايس پي چيو مون کي ڌڪ لڳو آهي، مون وٽ صحيح ٿيل درخواست ناهي.
Crime,فرقي جي اڳواڻ پال ميڪنزي اڳڪٿي ڪئي هئي ته دنيا 15 اپريل تي ختم ٿي ويندي ۽ پنهنجي پوئلڳن کي هدايت ڪئي هئي ته هو جنت ۾ داخل ٿيندڙ پهريون فرد بڻجڻ لاءِ پاڻ کي بک تي رهي موت جي منهن ۾ وجهن.
Politics,يو اي اي جي صدر سان مختلف شعبن ۾ تعاون جي فروغ تي ڳالهه ٻولهه طئي ٿي هئي، سندس دوري جو هاڻي شيڊول ڪيو ويندو.
Politics,هن چيو ته سندس پوري طاقت باوجود جيڪڏهن هن شخص کان صورتحال سنڀالجي نه سگهي ته پوءِ کيس ڪنهن ٻئي ڊڪٽيٽر جي حوالي ڪيو ويو، جنهن کانپوءِ 1971ع ۾ ملڪ ُٽٽي ويو، ملڪ اوچتو نه ُٽٽو پر ان جي وچ ۾ ٻج پوکيو ويو، اهو زهريلو ٻج جسٽس منير پوکيو
Politics,ڪابينا اجلاس ۾ فيصلو ڪيو ويو ته ٽيڪس قانون ترميمي بل قومي اسيمبلي مان قاعدن کي معطل ڪندي فوري طور تي منظور ڪيو ويندو.
Politics,پي ٽي آءِ ترجمان موجب درخواست تحريڪ انصاف، پنجاب جي اڳوڻي وڏي وزير چوڌري پرويز الاهي ۽ پختونخوا جي اڳوڻي وڏي وزير محمود خان طرفان داخل ڪئي وئي آهي
Crime,سانگهڙ ۾ فائرنگ جو واقعو، فائرنگ سبب عورت فوت ٿي وئي، اسپتال منتقل.
Crime,فيض گنج سان تعلق رکندڙ واپاري ڪراچي کان واپسي تي پراسرار طور گم ٿي ويو، وارثن کي اغوا جو شڪ.
Politics,ماڻهو مري به سگهن ٿا،عمران سان ڳالهايو: ياسمين راشد ۽ صدر علوي جي مبينا آڊيو ليڪ ٿي وئي
Crime,سکر ۾ روڊ حادثو، 15 ڄڻا زخمي، اسپتال منتقل.
Crime,خيرپور مان اغوا ٿيل نوجوان جي وارثن جو احتجاج، مظاهرين جو چوڻ آهي ته پوليس اڃا تائين ڪيس داخل نه ڪيو آهي.
Crime,ڪراچي: رانگ سائيڊ کان ايندڙ پوليس ٽرڪ جي ٽڪر ۾ موٽر سائيڪل سوار عورت فوت
Politics,ڪنهن به عدالت ۾ اپيل صرف لاڳاپيل ڪميٽي آڏو ڪري سگهجي ٿي.
Politics,اسلام آباد :نيب چيئرمين آفتاب سلطان پنهنجي عهدي تان استعيفا ڏئي ڇڏي. نيب چيئرمين آفتاب سلطان پنهنجي هڪ بيان ۾ پنهنجي استيعفا جي تصديق ڪندي چيو آهي ته مون کي ڪجهه شين جو چيو ويو جنهن تي ڪجهه خدشا هئا.
Crime,شهيد ٿيل پوليس اهلڪارن ۾ عبدالجبار، ڌڻي بخش، عبدالمجيد، محمد سليم، طلحا ۽ ٻيا شامل آهن.
Sports,محمد عامر واپس ايندو يا نه؟ نجم سيٺي ٻڌائي ڇڏيو
Politics,گورنر ڪامران ٽيسوري ڪراچي ۾ سنڌي آبادي خلاف کليل نموني سامهون اچي ويو
Politics,پوليس اختيارين جو چوڻ آهي ته شاهراهه فيصل تي احتجاج ڪندڙ 23 ڄڻن کي گرفتار ڪيو ويو آهي.
Politics,اليڪشن ڪميشن ڪيس جي شنوائي دوران عمران خان، فواد چوڌري ۽ اسد عمر کي نوٽيس جاري ڪندي ٽنهي اڳواڻن کي پيش ٿيڻ جي هدايت ڪري ڇڏي.
Crime,ڪوٽڙي مان نينگر 5 مهينن کان گم، وارثن جو احتجاج.
Politics,الله سدائين پاڪستان جي مدد ڪئي آهي هاڻي به ڪندو: آغا سراج دراني
Crime,هن اِهو الزام پڻ مڙهيو هو ته ڊونلڊ ٽرمپ کيس 1996ع ۾ جنسي ڏاڍائي جو نشانو بڻايو هو، پر سوشل ميڊيا تي اڳوڻي صدر انهن الزامن کي رد ڪندي سازش ۽ ڪوڙو قرار ڏنو هو.
Politics,پي ٽي آءِ اڳواڻ شاهه محمود قريشي چيو آهي ته سموري قوم ۽ وڪيل ججز سان يڪجهتي جو اظهار ڪن ٿا،
Crime,مارجي ويل دهشتگردن ۾ ڪمانڊر عبدالمنان، عالم خان مدا خيل ۽ کجير شامل،
Crime,آمريڪي سرحد ويجهو پناهگيرن جي ڪيمپ ۾ باهه لڳڻ سبب 37 ڄڻا سڙي فوت
Politics,وزيراعظم چيو ته پاڪستان جو عوام ۽ حڪومت پاڪ فوج سان گڏ بيٺل آهي،
Politics,ذريعن موجب عمران خان جي آزادي جي صورت ۾ ن ليگ ڀرپور احتجاج ڪندي، لاهور، فيصل آباد، سرگوڌا، گوجرانوالا، قصور ۾ جلسا ڪيا ويندا.
Politics,سنڌ جي توانائي واري وزير امتياز شيخ چيو ته آمريڪي سازش جو ڪوڙ ڳالهائيندڙ اڄ آمريڪن بيورو ڪريٽ جا بوٽ پالش ڪري رهيو آهي.
Crime,ڪراچي جي علائقي سائيٽ ايريا ۾ فيڪٽري اندر راشن ورهائڻ دوران ماڻهن جي فوت ٿيڻ واري واقعي جو ڪيس داخل
Politics,پرويز مشرف جي لاڏاڻي تي صدر ۽ وزيراعظم پاران افسوس جو اظهار
Crime,پردي پٺيان جھيڙو خطرناڪ، ڇرڪائيندڙ اطلاع
Politics,جنرل عاصم منير جي رستا روڪ جو عمران اعتراف ڪري ڇڏيو
Politics,مرتضيٰ وهاب جي استعيفيٰ: ناصر شاهه وڏو بيان ڏئي ڇڏيو
Sports,هوڏانهن نوين الحق ويرات ڪوهلي جو نالو وٺڻ بنا کيس جوب ڏنو تھ اوهان کي اهو ئي ڪجهه ملڻ گهرجي، جنهن جا اوهين حقدار آهيو، ائين ئي هوندو آهي.
Politics,سپريم ڪورٽ جي هدايتن جي روشني ۾ اٽارني جنرل وزيراعظم کان هدايتون وٺندو
Politics,نور عالم خان چيو ته آچر تي سرينگر هاءِ وي بلاڪ ڪيو ويو، آئون پشاور کان اچي رهيو هوس، توهان روڊ بلاڪ نٿا ڪري سگهو، توهان روڊ بلاڪ نه ڪيو.
Politics,هن چيو ته ملڪ ۾ اليڪشن ٿي ته عمران خان ڪاميابي حاصل نٿو ڪري سگهي، اسان کيس بي اعتمادي رٿ ذريعي هٽايو،
Crime,واضح رهي ته شهيد ڪانسٽيبل عبداللطيف 17 فيبروري 2014ع تي سنڌ پوليس ۾ اڳوڻي فوج واري ڪوٽا تي ڀرتي ٿيو ۽ ان وقت سڪيورٽي ڊويزن ۾ خدمتون سرانجام ڏئي رهيو هو.
Politics,ايف آءِ اي وزيراعظم جي پٽ سليمان شهباز کي بي ڏوهه قرار ڏئي ڇڏيو
Crime,ڪنڌڪوٽ ۾ ٻن گروپن ۾ جهيڙو، هڪ ڄڻو مارجي ويو.
Sports,قومي ٽيم جي ڪپتان بابراعظم سميت وڏن ڪرڪيٽرن شاداب خان کي ڪپتاني ملڻ تي مبارڪباد ناهي ڏني، جنهن بعد ٽيم ۾ گروهه بندي ٿيڻ جا پڙاڏا ٻڌجي رهيا آهن.
Sports,پر ڪٿي نه ڪٿي هن وقت سندس بيٽنگ کان وڌيڪ ان تڪرار جاءِ والاري ورتي آهي جيڪو ڪجهه ڏينهن اڳ لکنئو خلاف ميچ ۾ گوتم گمڀير سان ٿيو هو.
Crime,ميڊيا رپورٽن موجب حملي آور عرب اسرائيلي ۽ مارجي ويل پرڏيهي سياح هئا.
Politics,وزيراعظم چيو ته شهيدن جا مجسما ٽوڙيا ويا جيڪي گناهگار آهن انهن کي سخت سزا ملندي ته ٻيهر اهڙو واقعو نه ٿيندو، جيڪو بي ڏوهي هوندو ان کي ڪجهه به نه ڪيو ويندو،
Crime,ٽنڊي اله يار ۾ دڪان جي دڪان تان ڦر، هٿياربندن دڪان مان 4 لک رپيا ڦر ڪري ورتا.
Politics,جيل ڀريو تحريڪ ” جهاد آهي“ سڀ پاڪستاني حصو وٺن: عمران خان
Politics,سنڌ حڪومت ايس پي يو فورس کي اپ گريڊ ڪرڻ جو فيصلو ڪري ورتو، حيدرآباد، سکر، لاڙڪاڻي ۽ نوابشاهه ۾ سي ٽي ڊي جون نيون آفيسون قائم ڪيون ويون آهن.
Crime,وڏي وزير سيد مراد علي شاهه چيو ته ملاقات ۾ سنڌ ۽ پنجاب جي ڪچي واري علائقي ۾ ڌاڙيلن خلاف گڏيل طور آپريشن ڪرڻ جي معاملي تي غور ويچار ڪيو ويو، ان ڳالهه تي اتفاق ڪيو ويو ته ڪچي واري علائقي ۾ ڏوهارين کي سختي سان منهن ڏنو ويندو ۽ آپريشن کي منطقي انجام تائين پهچايو ويندو
Crime,پرڏيهي ميڊيا موجب، اهو واقعو رياست اُتر پرديش جي علائقي هاپور ۾ پيش آيو جتي چاليهه کان وڌيڪ ڀولا مئل حالت ۾ هٿ آيا آهن.
Politics,چيف جسٽس جي سربراهي ۾ لارجر بينچ درخواست تي ٻڌڻي هلائيندي، اليڪشن ڪميشن طرفان چونڊون ملتوي ڪرڻ جي حوالي سان جواب جمع ڪرايو ويندو،
Politics,سنڌ ۾ مڪاني چونڊون: ڪهڙا آفيسر ڪٿي ڊيوٽي ڏيندا؟
Politics,جڏهن ته آرمي چيف 1973 جو آئين ٺاهيندڙن کي به خراج تحسين پيش ڪيو
Politics,مان الله کي جوابده آهيان: عالمگير جي سوال تي بختاور جو جواب
Crime,ڪلوئي: ڪلوئي لڳ مزدوري لا ويندڙ پيرسن ڍوري پراڻ ۾ ڪري ٻڏي فوت ٿي ويو.
Politics,سنڌ جي ٻيٽن تي قبضو برداشت نه ڪنداسين: اياز لطيف
Crime,جڏهن ته ٻن ڄڻن کي بچائڻ لاءِ ٽيون شخص به گندي پاڻي جي نيڪال ۾ ويو ۽ جيئرو ٻاهر نڪري آيو، پر هڪ مرد ۽ هڪ عورت فوت ٿي ويا.
Politics,سنڌ اسيمبلي جي اجلاس ۾ اربع تي پري بجيٽ بحث جو سلسلو جاري رهيو، جنهن ۾ حڪومت ۽ اپوزيشن سان تعلق رکندڙ ميمبرن حصو ورتو ڊاڪٽر عذرا پيچوهو پنهنجي خطاب ۾ پنهنجي کاتي جي 5 سالن جي ڪارڪردگي بيان ڪئي.
Politics,عمران خان جا بيان ۽ تقريرون نشر ڪرڻ تي پابندي
Sports,ميامي اوپن ۾ واروارا گريچيوا هٿان اسٽيرنس کي شڪست
Politics,اٽارني جنرل جو چيف جسٽس جي ريمارڪس جي وضاحت لاءِ قانون واري وزير کي خط
Crime,ڪنڌڪوٽ ضلعو” ليز“ تي ڌاڙيلن حوالي، هڪ وڌيڪ معصوم ٻار اغوا،انگ 10 ٿي ويو
Sports,شائي هوپ جي سينچري، ويسٽ انڊيز ٻئي ون ڊي ۾ ڏکڻ آفريقا کي شڪست ڏئي ڇڏي
Sports,فخر زمان نيوزيلينڊ خلاف پنهنجي سرزمين تي پنج هڪ ڏينهن وارين ميچن جي سيريز ۾ ٻن سينچرين جي مدد سان 369 رنسون ٺاهيون ۽ مين آف دي سيريز جو اعزاز حاصل ڪيو هو.
Politics,عمران خان 22 فيبروري کان جيل ڀريو تحريڪ هلائڻ جو اعلان ڪري ڇڏيو
Politics,آمريڪا جي قومي سلامتي واري صلاحڪار جيڪ سليوان سعودي ولي عهد محمد بن سلمان سان فون تي رابطو ڪري مختلف معاملن تي خيالن جي ڏي وٺ ڪئي.
Politics,سليم مانڊوي والا جو چوڻ هو ته پي ايس او جا فيول ڪارڊ مليا آهن اُهي بند ڪرايو.
Politics,سيد نويد قمر چيو ته هي احتجاج رڳو انڊيا نه پر يورپ ۾ به ٽريڪرٽر مارچ ٿي چڪا آهن
Politics,هوڏانهن ڪراچي ۾ تحريڪ انصاف جي چونڊيل صوبائي اسيمبلي ميمبر ڊاڪٽر عمران شاهه به پارٽي ڇڏي ڏني
Sports,ميڊيا رپورٽس ۾ چيو ويو آهي تھ ايندڙ مهيني جون ۾ افغانستان جي بنگلاديش خلاف رٿيل سيريز مان هڪ ٽيسٽ ختم کي ڪيو ويو آهي ۽ ان جي جڳهه تي ڀارت لا وقت ڪڍڻ تي غور ڪيو پيو وڃي.
Politics,هن چيو ته اظهار جي آزادي کي سڄي دنيا ۾ آباد ڏيڍ عرب مسلمانن جي مذهبي جذبن کي مجروح ڪرڻ لاءِ استعمال نٿو ڪري سگهجي
Sports,پائليٽ ساٿي جي موت کي ڀوڳ سمجهي جهاز اڏائيندو رهيو
Crime,کپرو ۾ پوليس پاران 6 شهرين جي گرفتاري خلاف احتجاج، وارثن ايس ايس پي سانگهڙ نوٽيس وٺڻ جو مطالبو ڪيو.
Politics,وزيراعظم چيو ته ريفرنس جي نالي تي جسٽس قاضي فائز عيسيٰ ۽ سندس گهرڀاتين کي هراسان ۽ بدنام ڪيو ويو.
Sports,پي سي بي مينيجمينٽ ڪاميٽي جي چيئرمين نجم سيٺي چيو آهي تھ رميز راجا کي مون عهدي تان ناهي هٽرايو، حڪومت تبديلي ئي کيس پاڻ استعيفيٰ ڏيڻ گهرجا جا، پي ايس ايل ۾ ٻن نين ٽيمن جي شموليت سان فرنچائيز کي نقصان نھ ٿيندو.
Sports,نيوزيلينڊ خلاف ٽي 20 سيريز لاءِ ٽڪيٽون اڄ کان جاري ٿينديون
Politics,عمران آرمي چيف سان ملاقات لاءِ رابطو ناهي ڪيو:فواد چوڌري
Sports,ميڊيا مطابق افغانستان خلاف سيريز ۾ نوجوانن کي موقعو ڏيڻ بعد سيريز ۾ مليل شڪست تي پي سي بي پنهنجي اڳوڻي فيصلي ۾ تبديلي ڪرڻ جو رٿي ورتو آهي، پر سينيئرز کي کيڏائڻ وارو حتمي فيصلو پي سي بي جي مينيجمينٽ ڪاميٽي جي اجلاس ۾ ڪيو ويندو.
