Text,label
هغه زياته کړه، کرنه د يوه هېواد د اقتصاد بنسټ دي او حکومت بايد دې ته پام وکړي چې په وينا يې، هلمند يو لوي او کرنيز ولايت دي چې محصولات يې که ښه مديريت شي نو د هېواد پر اقتصاد مثبت اغېز کولاي شي.,Negative
د هلمند اوسېدونکي د ښوونځيو د بيارغونې غوښتنه کوي,Positive
دا په داسې حال کې ده چې پر افغانستان د نوي حکومت په حاکميت سره، په وروستيو مياشتو کې د افغانيو پر وړاندې د ډالر ارزښت په بېساري ډول لوړ شوي و او اوس مهال د کابل په بازارونو کې يو امريکايي ډالر په څه باندې ۸۶ افغانۍ پلورل کېږي.,Negative
نوموړي وايي، د زيانونو ډېره برخه د شرقي نورستان د کامدېش ولسوالۍ په «کمو» سيمه کې وه چې اورښت او سېلابونو په کې ۱۵ کسان مړه او تر ۳۰ نور ټپيان کړل.,Neutral
خو د شخصي ټيلي ويژن چېنل ARY مشر سلمان اقبال بيا ويلي وو، د ارشد شريف د وژنې سره يې هيڅ تعلق نشته او په ځان لګېدلي تورونه يې رد کړي وو او د يادې پېښې د ملګرو ملتونو د لارې د پلټنو غوښتنه يې کړې ده.,Positive
۱۶ ليندۍ ۱۴۰۱ - ۷ ډيسمبر ۲۰۲۲,Negative
په افغانستان کې له کاره د ښځو راګرځولو په تړاو د امنيت شورا له غونډې وروسته امريکا د سرپرست حکومت دغه وروستۍ پرېکړه له ټولنې د ښځو د حذف پر لور يو ګام بللي دي.,Negative
د ياد ولايت د کرنيزو چارو آمر مولوي عبدالغني عابد پژواک خبري اژانس ته وويل، په تېر يوه کال کې د سولې بنسټ (Root’s of peace) موسسې له خوا په مرکز، خاک‌سفيد، بالابلوک، پشت‌کوه، بکوا او پشت‌رود ولسواليو کې پر ۱۴۵۰ جريب ځمکه باغونه جوړ شوي دي.,Negative
کندهار (پژواک، ۲۳ وري ۱۴۰۲): د کندهار د کانونو او صنايعو خونه وايي، په دغه ولايت کې د پي‌وي‌سي او پولي‎ايتلين پايپ، د تازه او وچې مېوې د بسته‌بندۍ پلاستيکي جاليو او نورو پلاستيکي توکو د توليد برخو کې ۳۹ فابريکې فعالې دي چې دغو توليداتو نه يوازې د کندهار اړتيا پوره کړې، بلکې نورو ولايتونو ته هم صادرېږي.,Neutral
هغه پژواک ته وويل، دوي هم نه غواړي چې د خپلو پيسو پر ځاي بهرني اسعار وکاروي، خو زياتوي چې دغه کار له مجبوريته کوي.,Negative
د دې خيالاتو څرګندونه ده په كوز دير تحصيل چكدره كښې اولسي غونډې سره په خبرو كښې وكړه۔,Positive
درې کلن علي احمد چې له څو مياشتو راهيسې پر مغزي فلج ناورغۍ اخته دي، مور يې وايي، ۱۴ ورځې يې مخکې خپل ماشوم له باميانه د درملنې لپاره کابل ته راوړي دي.,Neutral
۲۴ وري ۱۴۰۲ - ۱۳ اپريل ۲۰۲۳,Neutral
د ياد ولايت د سيدجماالدين افغان پوهنتون د ښوونې او روزنې پوهنځي استاد محمدرضا زهير وايي، زده‌کړه د هر انسان حق دي او حکومت مسووليت لري چې خپلو وګړو ته د زده‌کړو مناسب چاپېريال برابر کړي.,Negative
"يوناما ليکلي چې ملګري ملتونه به په دې موده کې افغانستان کې اړينې مشورې ترسره، اړين عملياتي تنظيم رامنځته او ""د ټولو ممکنه پايلو لپاره به چټک بېړني پلانونو رامنځته کړي.""",Neutral
دغه راز په کابل کې د اعتماد خصوصي ښوونځي يوه زده‌کوونکي محمداسرار پژواک ته وويل چې د تېرو کلونو په پرتله سږ کال د دوى په ښوونځي کې د زده‎کوونکو شمېر کم دى خو هغه يې د لامل په اړه معلومات نه درلودل.,Neutral
د غزني ځايي مسوولين وايي، چې د دغه ولايت لپاره نوي ټاکل شوي والي حافظ محمد امين جان عمري دنده پيل کړه.,Neutral
د طالبانو پوهنې وزارت ویلي، چې په کندهار او هلمند کې یې د تعلیمي پروژو د فعالیتونو څېړنې لپاره یو 'باصلاحیته هیئت' ټاکلی چې دغه پلاوی به دغه وزارت او له دې لارې د طالبانو مشرتابه مولوي هبت الله اخوندزاده ته راپور ورکړي.‌,Neutral
د ناروې د مهاجرينو شورا (ان آر سي) وايي‌ چې په افغانستان باندې د نړيوالو بنديزونو د کچې په اړه ناسم درک د دغه هېواد تجارتي سکتور ته لوي خنډونه جوړ کړي او د ميليونونه افغانانو کړاو يې زيات کړي دي.,Negative
ښاغلي پتمن مني ګڼ افغانان چې غواړي عاجل پاسپورتونه واخلي، ډېر انتظار شوي، خو پر پاسپورت رياست د خلکو ګڼه ګوڼه او تقاضا ډېره ده او دوي کاري ظرفيت ته په کتو سره اجرات کوي.,Negative
بي ‌بي سي په خپلواکه توګه دا شمېرې نه تاييدوي.,Neutral
افغانستان کې اسټراليايي ځواکونه,Positive
نوموړي دغه‌راز وايي، په پوهنتونونو کې يې د ديني عالمانو د تقرر لړۍ پيل کړې او شيخ‌الحديث او مشهور عالمان به له ازموينې پرته په پوهنتونونو کې د استادانو په توګه مقرر کړي.,Positive
د دایکنډي یوه اوسېدونکي نازمحمد پژواک خبری اژانس ته وویل، په تېر حکومت کې د دایکنډی خلک له پامه غورځول شوي وو او په دغه ولایت کې هیڅ کوم بنسټیز او زیربنایي کار ونه شو.,Neutral
د لوړو زده کړو وزارت له بوديجې څخه د نږدې يو ميليون افغانيو په لګښت د ننګرهار پوهنتون مرکزي ليليې ۷ او ۸ بلاکونو ، چې ځينې برخې يې تخريب شوې وې او له تېرو څو کلونو راهيسې ترې استفاده نه کېده د ترميم چارې يې پيل شوې . قاضي خالد صداقت وحدت ته وويل ياد بلاکونه ، چې ۶۰ د اوسېدو خونې او نور ملحقات لري د يوې مياشتې په موده کې به استفادې لپاره اماده او نږدې ۶۰۰ تنو محصلينو ته ، چې اوسمهال د پوهنتون څخه بيرون اوسېږي ، په پوهنتون کې دننه د ليليې اسانتيا برابره شي .,Negative
ايبک (پژواک، ۷ لېندۍ ۱۴۰۱): د سمنګان- بلخ پر لار د ترافيکي پېښې له امله ۳ کسان مړه او ۴ نور ټپيان شوي دي.,Positive
د تخار د سرحدونو، قومونو او قبايلو چارو رييس مولوي محمدالله حقاني په دغه ولايت کې د کوچيانو د ستونزو د تاييد ترڅنګ وايي، د دغه ولايت په ۱۱ ولسواليو کې ۳۵ زره کوچيان پر مالداراۍ بوخت دي، له همدې لارې خپل ژوند تېروي او ستونزو ته يې د رسېدنې هڅې دوام لري.,Neutral
پرون ورځ پارلېمان کې هم تاوده سياسي بيانونه ورکړل شوي دي. وزير اعظم شهباز شريف د سپريم کوټ په مشر قاضي او د انتخابونو د قضيې اورېدو لپاره هغه سره په لانجمنو دواړو قاضيانو ټکونه وکړل.,Negative
د سوډان يو وګړې نفيسه سليمان وايي: «جنرال عبدالفتاح برهان او جنرال محمد حمدان د قدرت، اقتدار او د هېواد د لوټلو لپاره شخړې کوي، خو موږ د خوړو، څښاک، زده‌کړو او روغتيايي خدماتو لپاره مبارزه کوو چې هغوي موږ ته نه‌دي چمتو کړي.»,Neutral
د امريکا متحده ايالتونو تېر کال په زمري مياشت کې په افغانستان کې د تېر حکومت له ړنګېدو وروسته د افغانستان څه باندې نهه ميليارد امريکايي ډالر شتمني – چې اووه ميليارد يې په امريکا او نوره يې په اروپايي هېوادونو کې ده- کنګل کړه.,Positive
د پاکستان د يوه ټلويزيوني چينل يوه وياند سيد وقاص شاه ليکلي: «مبارک شه وروره، تاسو په زړه‌پورې خدمتونه کوئ چې ډيپلوماتان او سياستوال نه دي توانېدلي ترسره يې کړي.»,Negative
محمد محفوظ فقيري وايي، چې اوس مهال افغانستان کې بانکونه د خلکو د پيسو د امانت په بيرته سپارلو په برخه کې هم ستونزې لري او د همدې له امله دغو بانکونو خپلو مشتريانو ته د هغوي د پيسو د بيرته ستنولو په برخه کې يو لړ محدوديتونه لګولي دي.,Positive
وي او اې ډيوه سره په خبرو کې نوموړي وويل، زميندارو ته د امريکا د نړيوالې مرستندويه ادارې [يو اېس اېډ] په مرسته سرې او تخمونه ورکول کيږي او په مارچ 2023 کې به د سبزيانو د زميندارو سره نورې مرستې کولي شي.,Positive
۲۴ چنګاښ ۱۴۰۰ - ۱۵ جولاي ۲۰۲۱,Positive
بل پلو، د هرات ولايت د کانونو او پټروليم رياست د کادسټر امر انجنير نصيراحمد ناصر وايي، هر کال د چشت د مرمر ډبرو له نهو کانونو څخه له ۵۵ تر ۶۰ زره ټُنه ډبره استخراجېږي چې څه باندې درې ميليون او ۱۵۰ زره امريکايي ډالر عوايد ترې راټولېږي.,Negative
ښاغلي نصيب خان وايي: «په ورزشي انګړ کې به دفتر راکول کېږي او د مالي ملاتړ په موندنه کې به له موږ سره همکاري کوي، د دې تر څنګ، بانکې همکاري به هم راسره کوي، اوس موږ له بانکي مشکلاتو سره مخ يوو.»,Positive
دغه ښوونځي چې په ۱۹۸۹ کې جوړ شوي، موخه يې دا ده چې ځوان مسلمانان چمتو کړي چې د امريکا د متنوع ټولنې ښه غړيتوب وکړي.,Neutral
محکمې پرېکړې کړې ده چې «د هالنډ حکومت کافي اسناد نه دي وړاندې کړي.... بشپړ معلومات شته چې يو قومندان دا سيمه نظامي هدف تشخيص کړي» و.,Positive
د ښځو حقونو فعاله ارزو خراساني وايي: «دا د افغانستان ښوونيز نظام ته ستر زيان دي. له اسلامي امارته هيله لرو چې د نجونو پر مخ د ښوونځيو او پوهنتونونو دروازې پرانيزي.»,Positive
د اقتصادي چارو شنونکي دريا خان بهير وايي:«د ډالرو قاچاق نورو هېوادونو ته په هېواد کې نه يوازې بهرني اسعار، بلکې داخلي اسعار خپل ارزښت له لاسه ورکوي.»,Positive
دغه راز د افغانستان بانک دا هم ويلي وو، د بانکونو مشتريان دغه راز کولاي شي په مياشت کې يو ځل ۲۰۰۰ امريکايي ډالر (۲۰۰ زره افغانۍ) له خپلو حسابونو ترلاسه کړي.,Neutral
امريکايي انجنير مارټين کوپر لومړني ګرځنده تليفون ښيي چې نوموړي په ۱۹۷۳ کې اختراع کړ.,Positive
"دوی ویلي، چې د روسیې دفاع وزارت ""جګړه کې منع کړل شویو وسیلو کارولو ته اجازه نه ورکوي"" او ټینګار یې کړی چې اوکرایین کې یې ملکي کسان نه دي په نښه کړي.",Neutral
دغه بوټي چې تر ډېره د هېواد په شمالي ولايتونو کې کرل کېږي، اوس په سوېلي ولايتونو کې هم خلکو ورته مخ کړې او د کروندګرو لېوالتيا ورسره ډېره شوې ده.,Positive
د اسرائيلي پوليس په مقبوضه بېت المقدس كښې په مسجد اقصي بريد ٬ ګڼ شمېر لمونځ ګزار ژوبل او ګرفتار,Negative
کونډې له ناوړه چلند او خپلو ماشومانو ته د نفقې برابرولو برخه کې ستونزې سره مخ دي,Neutral
بلخوا د افغانستان د بهرنيو چارو وزارت ويلي، د سرپرست وزير اميرخان متقي په مشرۍ يې يو پلاوي د سمرقند غونډې ته تللي او غونډې ته د هغه وينا او متن يې هم خپور کړي دي.,Neutral
انګور اډه,Neutral
د يوه ترکي بنسټ له لوري له زر بې‌وزله کورنيو سره مرسته,Positive
01:07:00,Neutral
د بل ناروغ ماشوم پلار حکمت هم وويل:«د افغانستان له اسلامي امارته زموږ غوښتنه همدا ده چې په ټولو برخو کې عادلانه پاملرنه وکړي.»,Positive
په افغانستان کې د څلور لسيزې ډېرې جګړې له امله د هېواد ډېر خلک له بې‌وزلۍ او اقتصادي ستونزو سره مخ شوي او په ځينو کورنيو کې ان ماشومان هم اړ شوي چې د خپلو کورنيو لګښتونو پوره کولو لپاره کار وکړي.,Neutral
د متحده ايالاتو د سنا او استازو جرګې يو شمېر غړو ويلي چې د اوکراين امنيتي ځواکونو د افغان امنيتي ځواکونو برخلاف د خپل هېواد دفاع کړې ده.,Negative
په بيان کې د متقي له خولې د غونډې ګډونوالو ته ډاډ ورکړل شوي چې دوي «هېڅ فرد او يا ډلې ته به اجازه ورنه کړي چې د افغانستان خاوره د سيمې او يا د نړۍ د کوم هېواد پرخلاف وکاروي او يا په افغانستان کي د مخدره توکو کښت يا قاچاق وکړي».,Neutral
په پاي کې چينايي شرکت وړانديز وکړ چې که د ليتيم کان کيندنې قرارداد که دوي ته وسپارل شي، دوي به د ۷ مياشتو په موده کې د سالنګ تونل ترميم کړي او په سالنګ کې به يو بل نوي تونل جوړ کړي.,Neutral
د کونړ چارواکي بيا وايي چې د مرکزي حکومت په همغږۍ به ټولو نيمګړو پروژو ته بودجه پيدا او کارونه به يې بشپړ کړي.,Positive
هغه زياته کړه، د نشه‌يي توکو مخنيوي لپاره افغانستان ته چې کومې پيسې راغلې، ډېره برخه يې پخپله د هماغو بهرنيو کمپنيو له لوري لګول شوې، يا يې په هغو پيسو نوره ګټه کړې او بېرته يې پيسې له ځان سره وړې دي.,Positive
د څارنوالانو په خبره، په پېښه کې ښايي د مخدره موادو د مافيا هغه ډله لتاړه وي چې ددې ښځې په کور کې يې د وسلو او مخدره توکو يوه کڅوړه پټه کړې وه او وروسته دغه کڅوړه ورکه شوې وه.,Negative
د لوړو زده‌کړو وزير: ځيني ديني عالمان به له ازموينې پرته د استادانو په توګه وګومارل شي,Positive
دا وژل شوي روسي بلاګ چلوونکي پر ټيليګرام تر ۵۰۰ زرو ډېر مينه وال لري. ده او نورو پوځي بلاګرانو په اوکرايين کې د روسيې د يرغل ننګه کړې ده.,Negative
3-collum,Positive
بل خوا يو شمېر کروندګرو چې په خپلو ځمکو کې انجه کرلې، له حکومته د ملاتړ غوښتنه کوي.,Negative
د فراه د کرنې او مالدارۍ امر مولوي عبدالغني عابد پژواک ته وويل، وچکالي عامه ده خو دوي د کهدانک کلي د انارو باغونو وچېدو په اړه له يو شمېر مرستندويه موسسو سره خبرې کړې او هڅه کوي چې د ستونزې حل په موخه خلکو ته ژورې څاګانې وکني.,Positive
هغه زياته کړه: «موږ د اسلامي امارت نه دا غوښتنه کوو چې زموږ څومره جهادي مراکز دي، دا په اساسي ډول ترميم کړي. دلته د ژوند د سهولتونو امکانات برابر کړي او دغو ته د تاريخي سيمو اهميت ورکړي.»,Positive
د پي پي سندھ مشرتابه بلاول بھټو سره ملاقات ٬ په كاميابې خارجه پالېسۍ مباركي,Positive
طالبان د ۲۰۲۱ ميلادي کال د اګست مياشتې پر پنځلسمه پر افغانستان واکمن شوي، خو تر دا مهاله يې حکومت د هيچا لخوا په رسميت نه دي پيژندل شوي.,Neutral
ده زياته کړه، د ياد کس د کورنۍ د غړو معلومات او د پوليسو د لومړنيو پلټنو پايلې ښيي چې دغه کس پر رواني ناروغۍ اخته و.,Positive
په همدې حال کې، د جوزجان د پوهنې رييس محمدطاهر جواد پژواک خبري اژانس ته وويل، تېر کلونه د دغه ولايت په ښوونځيو کې د کتابونو کمښت د زده‌کوونکو پر وړاندې لويه ستونزه وه، خو سږ کال دغه ستونزه حليږي.,Neutral
‏د غونډې په پاي کې د معاشونو او تشکيلاتو د تنظيم کمېسيون ټينګار وکړ، چې د امتيازي او NTA معاشونو له سهميې څخه دې د مسلکي، تخصصي او تخنيکي کارمندانو لپاره استفاده وشي.,Negative
د امريکا کانګرس له مشر سره د تايوان د ولسمشرې کتنه او د چين پوځي تمرينونه,Negative
سرچينه زياتوي چې د کورنيو چارو سرپرست وزير له نړۍ سره وصل او امن افغانستان يې، د سيمې او نړۍ هېوادونو په خير وباله.,Positive
د بېګم څلي د يادې ولسوالۍ د «قياق درې» په «خوش‌عبدال» سيمه کې دي چې تاريخي مخينه يې شاوخوا زر کاله مخکې اسلامي دورې ته رسېږي.,Negative
دا په داسې حال کې ده چې تېره ورځ مرکز کې د واکمن سياسي ايتلاف دمشرانو غونډه کې دسپريم کورټ په درې کسيز بينچ دبې باورۍ څرګندونه اؤ ددغه قضيې نه دبايکاټ کولو پرېکړه شوې ده.,Negative
سرچينه ليکي چې په غونډه کې د کور او ښار جوړولو وزارت مکلف شو څو په معياري ډول د ښاري پراختيا په برخه کې هڅې وکړي او پر اترا ادارې ټينګار وشو چې له مخابراتي خدمتونو محرومو لرو پرتو سيمو ته د مخابراتي خدمتونو برابرولو لپاره اقدام وکړي.,Negative
دغه موضوع مو د کابل له امنيې قوماندانۍ سره هم شريکه کړه خو تر اوسه يې څه نه دي ويلي.,Neutral
د سې شنبې پر ورځ د پاکستان ځمکني پوځ په مرکز 'جي ايچ کيو' کې يو لړ مراسم ترسره شول، چې جنرال عاصم منير پکې د پاکستاني پوځ ۱۷ م مشر په توګه دنده سمبال کړه.,Positive
د سرچينې په وينا، تېر کال يې ۵۰ محصلينې هم لرلې چې سږ کال يې شمېر صفر ته رسطدلي دي.,Negative
د پوليسو په وينا لومړني معلومات ښيي چې په کوم وخت کې زوروره بوړبوکۍ پر دې تېټر ورغله هغه مهال په دې کې يو کنسرټ روان وو او شاوخوا 260 کسان هلته موجود وو.,Negative
د افغانستان خصوصي بانکونو کې د خلکو د پيسو اېښودو کچه لوړه شوې,Negative
لوګر کې یو ۱۱ کلن ماشوم وژل شوی,Neutral
نوموړي ويلي چې ياد کار به د مرستو رسولو بهير کمزورى کړي. هغه له طالبانو څه غوښتي چې خپل پرېکړه بيرته واخلي.,Negative
د پوهنتون استادانو تنخواګانې له ۳۶ تر ۵۴ سلنې لوړې شوې,Neutral
له يادې پرېکړې وروسته په اسلام اباد او تهران کې د افغانانو لپاره د جرمني سفارتونو له لوري د ويزې ورکړې بهير ځنډېدلي دي.,Negative
د پاکستان ولسمشر عارف علوي د قضايي سمون لايحه بياکتنې لپاره بېرته پارلمان ته استولې ده.,Negative
سمرقند 13اپرېل(اے پي پي) د خارجه چارو وزير مملكت حنا رباني كهر په ازبكستان كښې د چين خارجه وزير سره ملاقات كړے۔د زيارت په ورځ د خارجه دفتر وياند ټوېټ له مخې خارجه وزير مملكت حنا رباني كهر د چين خارجه وزير كين ګانګ سره په سمرقند كښې ملاقات كړے ۔په ملاقات كښې د پاكستان او چين ترمينځه په مرسته اډانه سټريټيجك پارټنرشپ او افغانستان كښې د امن او استحكام لپاره د دواړو هېوادونو د عزم پخلے  شوے ۔دا ملاقات د ازبكستان په سمرقند ښار كښې د افغانستان ګاونډيانو هېوادونو څلورمې غونډې په موقع شوے دے ۔(zia/wam/2000),Neutral
د غزني نوي والي دنده پيل کړه,Neutral
نورې ټولنيزې شبکې,Negative
پېښور 19 نومبر (اے پي پي) د خېبر پښتونخوا د اطلاعاتو خاص مرستيال  بيرسټر محمد علي سېف وئيلي دي چې د مفتي اعظم رفيع عثماني په مړينه پاکستان د يو نوموړي عالم دين څخه محروم شوې دې۔د خالي په ورځ د غمرازۍ په خپل پيغام كښې ده ووئيل مفتي اعظم رفيع عثماني د دين لپاره د قدر وړ خذمات ترسره كړې دي ۔ ده دعا اوكړه چې لوے څښتن دې ارواښاد له د خپل رحم په پلو كښې ځائې او غمجنې كورنۍ له د زغم توفيق وركړي۔(SFA/SFA/1745),Positive
دانګور اډې لارې ته د صادراتي لارې د درجې ورکولو دامنظوري په داسې حال کې ورکړل شوې ده چې د پاکستان مرکزي بېنک وايي د روان مالي کال [2022، 23] په لومړيو اتوؤ مياشتو کې د (جولايۍ نه تر فرورۍ) د پاکستان نه افغانستان ته صادرات يا برآمدات 17.02 فيصده سېوا شوي دي، خو په ياده موده کې د افغانستان نه پاکستان ته واردات [درامدات] 88.65 فيصده کم شوي دي.,Neutral
د غلام صمد خان په خبره ،که دا صنعتونه بند شول نو د اقتصادي ودې او د روزګار په اړه به د ايي اېم اېف او نړيوال بنک تخمينې هم ترلاسه نه شي.,Neutral
افغانستان کې د کومو هېوادونو سفارتونه پرانيستي؟,Negative
په ۱۱.۵ درجوکې مې بدن په لړزېدو شو، د تودوخې د توليد لپاره عضلات لړزېدل. په ۱۰ درجوکې مې د ناراحتۍ احساس کاوه خود کنګل احساس مې لا نه کاوه. خو پرفېسر بېلي وايي په ۱۰ درجوکې بدن په ډېرې سختۍ کار کوي.,Positive
ده زياته کړه: «انجه د کوکنارو تر ټولو ښه بديل دي، موږ اوس هڅه کوو چې په کندهار کې ډېر کروندګر د انجې کرنې ته مخه کړي چې سږ کال هم ډېرو کسانو کرلې ده، يوه ښه ګټه يې دا ده چې اوبه نه غواړي او يوازې د بارانونو اوبه ګټه ورته کوي.»,Positive
"اسلام آباد 29 نومبر (اے پي پي) د مواصلات وفاقي وزير مولانا اسعد محمود موټروے پوليس ته په سلور جوبلي مباركي وركولو سره وئيلي دي  موټروے پوليس به په جديد ډول تربيه كوٶ٬ د پوليس وظيفائي صلاحيتونو سره پېښو كښې كمې راغلے۔ د دې خيالاتو څرګندونه ده د نهې په ورځ د ادارې په 25 كالو ترسره كېدو د ""نېشنل هائي وېز اينډ موټروے پوليس سلور جوبلي"" دستورې ته خپلې وېنا كښې وكړه۔ په دې موقع د آئي جي موټروے خالد محمود او نور لوړ پوري هم موجود وو۔ مولانا اسعد محمود په دستوره كښې د خاص مېلمه په توګه ګډون كولو ۔ ده ووئيل د ادارې په كاركردګۍ مونږ د قام په حېث وياړ لرو۔ ده ووئيل د چارواكو د ستړو٬ ديانتدارۍ او ښه اخلاقو له امله موټروے پوليس د يوې مثالي ادارې په توګه رامخې ته شوي ، موټروے پوليس مسافرو ته د سفر ښه سهولتونه وركولو د هر ډول تفريق نه غېر او د تعصب نه پرته د قانون يو ډول نفاذ باوري كوي ۔ وفاقي وزير ووئيل زه وياړ لرم چې زه د يو داسې ادارې وزير يم د كومې موازنه چې د پوليس هرې نړيوالې ادارې سره كېدې شي۔(gul/zia/1704)",Positive
ډاکټر نجیب الله سدید، چې د اوبو او چاپېریال په برخه کې تخصص لري او د دې پروژې د پلي کولو د بهیر اسناد او شواهد یې تر نظر ایستلي، د کانال په اوږدو کې د ریګي سیمو او لرغونو ودانیو شتون او په ناڅاپي توګه ددغه کانال د لوري بدلون د بیلګي په توګه یادوي، چې د نوموړي په خبره دا ټول د یوې لويې ملي پروژې د پلي کولو برخه کې کمزوري ټکي دي، چې ښيي هر څه ته په سطحي ډول کتل شوي دي.,Neutral
اسلام آباد۔27نومبر(اے پي پي) د پاكستان پيپلز ګوند چيئرمېن او خارجه وزير بلاول بھټو زردار وئيلي دي پاكستان تحريك انصاف د انقلابي مجمې  په جمع كولو كښې ناكامه شوې٬ مايوسه كېدو سره يۍ د استعفي ډرامه وكړه ، خېبر پختونخوا او پنجاب به تر كومې سياسي ګټو لپاره كارولې شي۔ د خالي په ورځ په خپل يو ټويټ  كښې ده ووئيل پي ټي آئي چې  د خپل پوزيشن بچ كولو لپاره كومه شو وكړه هغه  مايوسه كوؤنكې وه۔ ده ووئيل پي ټي آئي د مشرانو د تعيناتۍ عمل سبوتاژ نه كړې شو٬ مايوسه كېدو سره يۍ د استعفو ډرامه وكړه۔ ده ووئيل د عمران خان د پېنډۍ نه غوښتنه د آزادۍ لپاره نه د بيا ټاكل كېدو لپاره وه۔(MWA/MWA/2304),Positive
هغه دا هم وويل، د دغه سړک په اوږدو کې ۱۳۶ کورونه هم ويجاړ شوي خو مالکينو ته يې په بدل کې پېسې ورکول شوې دي.,Neutral
اسلام آباد۔1اپرېل(اے پي پي) د قومي اسمبلۍ سپيكر راجه پروېز اشرف او دوهم سپيكر زاهد اكرم دراني د بلوچستان په كېچ ضلع كښې په پاك ايران پوله د ترهګرو بريد كښې د 4 امنيتي اهلكارو په ځاني زيان د ژور غم دړد او افسوس څرګندونه كړې ده۔ د خالي په ورځ دې ځايې څخه په جاري شوي بيان كښې سپيکر او دوهم سپيكر د هېواد او ملت حفاظت لپاره د وطن فرزاندانو خذماتو ته د عقيدت پېرزوئنې وړاندې كولو سره وويل د دوئي قربانۍ به اولس ټول عمر يادې ساتي۔ ټول اولس د شهيدانو كورنيو سره د يووالي څرګندونه كوي۔ دوي دعا وكړه چې پاك پروردګار دے شهيدانو له د خپل رحم په پلو ځايې او غمجنيو كورنيو له د زغم توفيق وركړي۔ (MWA/2139),Negative
په افغانستان کې د ملګرو ملتونو استازولۍ د سې‌شنبې په ورځ وويل، په ننګرهار کې د دغه بنسټ په اړوند يوه دفتر کې د ښځو له کاره مخنيوي شوي دي.,Negative
د سويلي کوريا پوځ وايي شمالي کوريا د روانې مياشتې په لومړيو کې د اي سي بي ايم يو توغندي توغولي وو چې په نيمه لار کې وچاودېد.,Positive
د يادونې ده، د هېواد په ډېرو سيمو کې له تېرو جګړو څخه ناچاوده توکي پاتې چې وخت ناوخته يي چاودنې خلکو او په تېره بيا ماشومانو ته مرګ‌ژوبله اړوي.,Negative
"لړم ۲۶, ۱۴۰۱",Positive
د راپورونو له مخې، په پنجشېر کې د اسلامي امارت کسانو ترمنځ د ناسم پوهاوي په پايله کې د شوو ډزو له امله د مرافعه محکمې د رييس په ګډون دوه کسان ټپيان شوي دي.,Negative
پېښور ۔ 8 اپرېل(اے پي پي) د خېبر پښتونخوا ګورنر حاجي غلام علي وئيلي دي چې د موجودہ آئيني او سياسي بحران حل په ګرد هېواد كښې په يوه ورځ ټاكنو كولو سره تړلے دے ٬ په هېواد كښې په يوه ورځ ټول ټاكنې كولو له دې ټول سټېك هولډرز په متفقه توګه معاملات ترسره كړي۔ ميډيا سره خبرو كښې ګورنر حاجي غلام علي ووئيل سپريم كورټ چې څه وائي هغه خو به منل وي بياهم په خېبر پښتونخوا كښې د روزانه په بنياد د ترهګرۍ پېښې رامخې ته كېږي٬ د فوري ټاكنو غوښتنه كوؤنكې پي ټي آئي دې ووائي چې آيا په داسې حالاتو كښې د ټاكنو كمپائن چلول ممكن دي۔ ده ووئيل زمونږ په صوبه كښې داسې كومه ورځې نه تېرېږي چې په هغې كښې كومه ناوړه پېښه رامخې  ته نه شي۔ ده ووئيل نېټه به زه وركوم٬ ټاكنې به وفاقي حكومت ٬ صوبائي حكومت او الېكشن كمېشن له كول وي٬ د نګران صوبائي حكومت خط ما الېكشن كمېشن او سپريم كورټ ته لېږلې۔ ده ووئيل د ټاكنو په اړه به مونږ له په ساړه مازغو پرېكړې كول وي۔ ده ووئيل اصل سټېك هولډر د صوبې اولس ٬ پوليس او عمله ده۔ ده ووئيل د ټاكنو غوښتنه كوؤنكي دې ووائي چې آيا په دې حالاتو كښې هغوي د ټاكنو كمپائن كولې شي۔؟ آيا دا مهال په وزيرستان ٬ كرم او نورو سيمو كښې ټول ټاكنې كول ممكن دي۔,Negative
اسلام آباد 31 مارچ  (اے پي پي)د وزيراعظم خاص مرستيال عطاﺀالله تارړ وئيلي دي د فل كورټ جوړول اوس لازم شوي٬كه چرې فل كورټ جوړ نه كړے شو نو دا معامله به نور هم زور اونيسي او مونږ غواړو چې د سپريم كورټ وقار بحال پاتې شي٬قام ون مين شول نه قبلوي۔هغه د جمعې په ورځ د سپريم كورټ په خوا كښې مېډيا سره خبرې كولې۔د وزيراعظم خاص مرستيال عطاتارړ ووئېل كه چرې بينچ داسې ماتېږي او جوړېږي نو د ادارې په څه نوم پاتې شي ؟چيف جسټس له پكار وه چې فل كورټ بينچ جوړ كړي ٬ټول قام په دې معامله خفه دے ۔ده ووئيل په نن بينچ د وكيلانو تحفظات لرل او د بينچ جوړېدو نه پس اعتراض شوے٬ ده ووئېل د سماعت څخه وړاندې د سركلرز د لارې د ججانو د آرډر نفي غلط عمل دے ٬كه چرې داسې پريكړې وشوه نو د دې ادارې  به څه تشخص پاتې شي؟ ده ووئېل د ټولو مسئلو پريكړه د مشاورت نه پس پكار ده٬قام د وړاندې نه په مسئلو كښې بوښت دے٬  په ګډه ناستې سره دې مسئلې حل كړې شي۔ده ووئيل په هېواد كښې يو آئيني بحران راپېدا شوے خو  تارړ به د آئين پاسدارۍ لپاره ولاړ وي۔۔(zia/wam2130),Negative
خلک به د مۍ تر 10 پورې وخت لري چې دغو وړانديزونو ته نظر ورکړي.,Neutral
