headline,label
الفاظ اور شاعرانہ اصطلاحات کے سلطان تھے مجروح سلطان پوری,entertainment
رنویر سنگھ کا دھماکہ، ’گلی بوائے‘ نے 8 دن میں لگائی سینچری,entertainment
باتھ ٹب میں چائے پی رہی ہیں بالی ووڈ اداکارہ اروشی روتیلا،تصویریں ہوئیں وائرل,entertainment
ویرے دی ویڈنگ‘‘ سے قبل ان فلموں کی اداکارہ کر چکی ہیں مشت زنی کے سین’’,entertainment
آئی سی سی نے ٹسٹ کرکٹ کے ضوابط میں کی تبدیلی، اب ایک گیند پردوکھلاڑی ہوسکیں گے آوٹ,cricket
چھبیس سال کی لڑکی سے 50 سال کے شخص کو ہوا پیار، اجے دیوگن کی نئی فلم کا ٹریلرجاری,entertainment
مسز سنگھم کے ایکشن سین دیکھ کرحیرت زدہ رہ گئے شاہ رخ,entertainment
ہندوستان کے خلاف ٹسٹ میں آسٹریلیا کو سپورٹ کریں گے ہربھجن؟ جانیں اس ٹویٹ کی حقیقت,cricket
ایڈیلیڈ ٹیسٹ میں ٹیم انڈیا کی جیت یقینی ! ، 100 سالوں میں بھی آسٹریلیا نہیں کرسکا ہے یہ کام,cricket
آٹو ڈرائیور کے بیٹے نے دلائی انڈیا ۔ اے کو جیت ، میچ میں جھٹکے 10 وکٹ,cricket
اداکارہ اہلیہ کی بکنی پر کمینٹ کرنا شوہر کو پڑا بھاری، سوشل میڈیا پر تنقید کا سامنا,entertainment
اس اداکارہ نے انر ویئر میں بستر پر کرایا ایسا ہاٹ فوٹو شوٹ ، انٹرنیٹ پر مچی گئی کھلبلی، دیکھیں تصویریں,entertainment
ملائیکہ اروڑہ اور ارجن کپور کے رشتے پر انل کپور نے توڑی خاموشی ، دیا یہ بڑا بیان,entertainment
"عامر خان نے شیئر کی بیٹی ایرا خان کے ساتھ تصویر،لوگ بولے۔'رمضان""کا تو خیال کرو",entertainment
محنت سے سب کچھ ممکن، محنت ہی کامیابی کی کنجی ہے: وراٹ کوہلی,cricket
"شاہ رخ خان نے لئے "" کسوٹی زندگی کی "" کے پروموشن کےاتنے کروڑ روپے",entertainment
ملائم سنگھ یادو کی سیاسی زندگی پر بن رہی ہے فلم,entertainment
شعیب ملک کی قیادت میں پاکستان نے جنوبی افریقہ کوذلت آمیزشکست دے دی,cricket
گھوڑے پر سوار ہوئے تیمور، کہیں رنویر سنگھ سے پہلے شادی کا ارادہ تو نہیں!۔,entertainment
فلم مرجیا سے ان پانچ وجہوں سے آپ محسوس کرنے لگیں گے اکتاہٹ,entertainment
"روہت شرما نے پوری کی ""سنچری ""، یہ کارنامہ انجام دینے والے ہندوستان کے بنے پہلے کھلاڑی",cricket
لڑکی نے 35 مرتبہ ٹھکرایا تھا پرپوزل ، سرپھرے عاشق نے چاقو سے 35 وار کرکے لے لی جان,crime
"انجانے میں ہوئی اس غلطی کی وجہ سے ایڈیلیڈ کی جیت کا ہیرو ہوگیا ""بدنام"" ، پڑھیں کیا ہے معاملہ",cricket
!کیا انگلینڈ میں ہوئی بیویوں کی لڑائی نے کرا دی ’گبر‘ کی ٹیم انڈیا سے چھٹی,entertainment
ہندوستان میں ہوئے درد ناک حادثہ سے رویا آفریدی کا دل، گوتم گمبھیرنے کہا شکریہ!۔,cricket
اس بھوجپوری ہاٹ اداکارہ نے پانی میں اترکے اپنی سیکسی اداؤں سےلگائی آگ ، یاد آئی منداکنی,entertainment
پڑوسی نے 8 سالہ معصوم بچی کی بنایا اپنی حیوانیت کا شکار، کانوڑ یاتر پر گئے تھے اہل خانہ,crime
گود میں بچہ لئے اسپاٹ ہوئیں سنی لیونی، وائرل ہو گئی یہ تصویر,entertainment
پاکستان کے سلامی بلے باز امام الحق نے عبور کیا ایک اور سنگ میل ، توڑ ڈالا 10 سال پرانا یہ ریکارڈ,cricket
گریٹر نوئیڈا میں ماں بیٹی کا سفاکانہ قتل، معاملہ میں ایف آئی آر درج، تحقیقات شروع,crime
'نورا فتیحی کے حصے میں آیا سشمتا سین کا 'دلبر,entertainment
آئی پی ایل :2018 رائے کی جارحانہ اننگ سے دہلی ڈیئر ڈیولس نے ممبئی انڈینس کو 7وکٹ سے شکست دی,cricket
بالی ووڈ اداکارہ سونالی بیندرے نے کہا، کینسر کی بیماری سے زیادہ دردناک اس کا علاج ہے,entertainment
پاکستان کے آصف علی کا بڑا دھماکہ، 33 گیندوں میں بنا ڈالے 80 رن، ٹیم کو بنایا فاتح,cricket
پڑھئے ، اداکاری کے علاوہ اور کیا بزنس کرتے ہیں بالی ووڈ کے یہ بڑے اسٹار,entertainment
اس اداکارہ نے شبانہ اعظمی کے ساتھ کیا تھا لپ لاک سین، ہو گئی تھی راتوں رات مشہور,entertainment
......سنی لیونی کی فلمیں دیکھنے نہیں جاتے لوگ، لیکن گوگل پر سرچ کرتے ہیں,entertainment
شیکھر کی شاندار سنچری سے ہندوستان نےبنائے 285 رن,cricket
عامر خان کے قافلہ میں شامل کار سے ٹکر لگنے کی وجہ سے ایک شخص زخمی,entertainment
اب دیپیکا امین نے لگایا الزام ، کہا : شام کے بعد برا سلوک کرنے لگتے ہیں آلوک ناتھ,entertainment
"دیسی انداز میں نظر آئیں "" کسوٹی زندگی کی "" سیکسی کوموللیکا ، دیکھیں یہ ویڈیو",entertainment
'سارہ علی خان دیں گی اپنا پہلا انٹرویو، شروع ہونے جا رہا 'کافی ودھ کرن ۔ 6 شو,entertainment
ردھمان ساہا نے شیئرکیا جذباتی ویڈیو، 'سپر مین' کی مدد کے لئے تیارہوئےلوگ,cricket
آئی سی سی کا بلے بازوں کو مشورہ ، وکٹوں کے پیچھے ایم ایس دھونی ہوں تو بھول کر بھی نہ کریں یہ کام,cricket
"باکسنگ ڈے ٹیسٹ میں پاکستانی ٹیم کے ہیڈکوچ مکی آرتھر نے کردی "" بڑی غلطی ""، ہوگئی یہ سخت کارروائی",cricket
پاکستان دبئی ٹیسٹ میں آسٹریلیا کو دے سکتا تھا پٹخنی ، اگر کپتان سرفراز نے کوچ مکی آرتھر کی مان لی ہوتی یہ بات,cricket
کامیابی کو شخصیت پر حاوی نہیں ہونے دیا:دیپیکا پاڈوکون,entertainment
اترپردیش : تین دنوں تک کلینک میں بند کرکے 13 سالہ بچی کی آبروریزی کرتا رہا ڈاکٹر ! ، گرفتار,crime
سیکریڈ گیمس کے بعد رادھیکا آپٹے نے لیا ایسا بولڈ انداز ، مداحوں کی اڑ گئی نیند,entertainment
"مشکل میں ""زیرو "" ، مذہبی جذبات کو ٹھیس پہنچانے کے معاملہ میں شاہ رخ خان کے خلاف کیس درج",entertainment
بنگلہ دیش کے اس کرکٹر نے 16 سال کی عمر میں کی تھی شادی ، اب لگا جہیز کیلئے استحصال کا الزام,cricket
میڈم تساد میوزیم میں لگا سنی لیونی کا پتلا ، اس میں آئے گی ایک خاص خوشبو,entertainment
طلاق کی خبروں کے درمیان آئی پرینکا اور نک کی ایسی تصویر، ٹرولرس کو ملا جواب,entertainment
ایشیا کپ 2018: وسیم اکرم نے ہندستان جبکہ گواسکر نے پاکستان کو فیورٹ قرار دیا,cricket
بھگوان مت بنو: سنیل گروور نے کپِل شرما سے کہا,entertainment
سری دیوی کی اچانک موت پر سبرامنیم سوامی نے دیا یہ چونکانے والا بیان,entertainment
اکشے کمار نے پٹرول کی قیمت میں اضافہ پر تنقید کرنے والا اپنا چھ سال پرانا ٹویٹ کیا ڈیلیٹ,entertainment
سڈنی ٹسٹ: چوتھے دن بارش کی رکاوٹ کے درمیان ٹیم انڈیا نے لکھ دیا آسٹریلیا کی شکست کا 'اسکرین پلے'۔,cricket
کپل شرما اور گنی چترتھ 12 دسمبر کو کریں گے شادی، سامنے آیا شادی کا کارڈ,entertainment
آسٹریلیا کے خلاف چوتھے ون ڈے سے پہلے پاکستان کو لگا جھٹکا، یہ دو بڑا بلے باز ہوا باہر,cricket
سالگرہ مبارک: 15 مرتبہ جب شاہ رخ خان نے ثابت کیا کہ ان سے بہتر کوئی حاضر جواب نہیں اور وہی ہیں بالی ووڈ کے اصلی کنگ خان,entertainment
آئٹم گانے کا مطلب پتہ نہیں: زرین خان,entertainment
بوسان فلم فیسٹیول میں فلم بجرنگی بھائی جان کاجلوہ,entertainment
سلمان خان کے ساتھ اپنے خاص رشتے کو لیکر کٹرینہ کیف نے کہہ دی اپنے دل کی بات,entertainment
بیٹی سہانا کی 18 ویں سال گرہ پر شاہ رخ خان نے جذباتی پیغام لکھ کر دی مبارکباد,entertainment
سنچری سے چوکنے کے باوجود وراٹ کوہلی نے رقم کی نئی تاریخ ، یہ کارنامہ انجام دینے والے بنے پہلے کرکٹر,cricket
مصباح الحق کو اس معاملہ میں پیچھے چھوڑنے سے بال بال چوک گیا پاکستان کا یہ بڑا کھلاڑی,cricket
ناتھن لائن نے پوچھا سوال : چتیشور پجارا کیا تم بور نہیں ہوتے ، جانئے پھر اس بلے بازی نے کیا کیا ؟ ,cricket
شادی کے جوڑے میں تھیں سپنا چودھری جب آئی بھائی کی شہادت کی خبر! دیکھیں یہ جذباتی ویڈیو,entertainment
سلمان خان کی فلم 'بھارت' کے ٹیزر کی پہلی جھلک آئی سامنے، دیکھیں ویڈیو,entertainment
پونم پانڈے نے پار کی بولڈنیس کی ساری حدیں ، شیئر کی ٹاپ لیس ویڈیو ، دیکھ کر اڑ جائیں گے آپ کے ہوش,entertainment
دھونی اورجادھوکی شانداراننگ کی بدولت ٹیم انڈیا نے تاریخ رقم کردی، آسٹریلیا میں پہلی بارونڈے سیریزپرقبضہ,cricket
شاہد آفریدی کا دھماکہ ، 17 گیندوں میں بنا ڈالے 59 رن ، لگائے 7 چھکے ، اس پاکستانی گیند باز کی جم کر کی دھنائی,cricket
مکھیا نے دوستوں کے ساتھ مل کر نابالغ لڑکی کو اغوا کیا ، پھرجبرا شراب پلاکر کی اجتماعی آبروریزی ، گرفتار,crime
رنبیر اور عالیہ کی شادی کو لے کر والد مہیش بھٹ نے دیا بڑا بیان ، کہی یہ بات,entertainment
اداکار نواز الدین صدیقی نے اپنی کتاب واپس لینے کا کیا اعلان ، مانگی معافی ، پڑھیں کیا ہے پورا معاملہ ؟,entertainment
سری دیوی کی آن اسکرین بہن سجاتا کو ہوا کینسر، جسم کے کئی حصوں نے کام کرنا بند کر دیا,entertainment
تشارا پریرا نے کھیلی طوفانی اننگز ، لگائے ریکارڈ 13 چھکے ، پھر بھی ہار گئی سری لنکائی ٹیم,cricket
میرے پاپا چاہتے ہیں کہ میں اپنی مقبولیت کا صحیح استعمال کروں: عالیہ,entertainment
پاکستان کے خلاف تیسرے ون ڈے میں بھی چلا بلا ، مگر بڑا ریکارڈ بنانے سے بال بال چوک گیا یہ آسٹریلیائی کھلاڑی,cricket
حیرت انگیز واقعہ ! نو بال پر دو کھلاڑی ہوگئے رن آوٹ ، جانئے کیسے ہوا یہ کمال,cricket
پریا پرکاش وارئیر کے خلاف مقدموں پر سپریم کورٹ کی روک,entertainment
گندے فوٹو اور فحش کمینٹس سے پریشان ایف آئی آر اداکارہ کویتا کوشک نے چھوڑی فیس بک,entertainment
ریو اولمپکس : ہر ہندوستانی کھلاڑی کو ایک لاکھ روپے کا انعام دیں گے سلمان خان,entertainment
اس گیند باز کے خون میں ہے کرکٹ ، صرف 8 گیندوں میں اڑائے ٹیم انڈیا کے تین وکٹ,cricket
ان دنوں بیڈمنٹن سیکھ رہی ہیں شردھا کپور، کہا پیار و محبت کے لئے نہیں ہے وقت,entertainment
! ایم ایم ایس معاملے کے بعد اس اداکارہ نے اتاری تھی اداکار کی پینٹ، ویٹر سے کر دی تھی سیکس کی ڈیمانڈ,entertainment
ختم ہوا انتظار، دوستانہ کے سیکوئل میں نظر آئے گی یہ بےحد خوبصورت اداکارہ,entertainment
فن کاروں میں پہلے کی طرح شائستگی اور احسان کا جذبہ نہیں : امیتابھ,entertainment
وسیم اکرم کے نام آئی سی سی کا ٹویٹر پر پیغام تہنیت,cricket
راجستھان : گینگسٹر لارینس وشنوئی نے بالی ووڈ اداکار سلمان خان کو جان سے مارنے کی دی دھمکی,entertainment
آئی پی ایل سٹہ بازی: ارباز کے بعد اب ساجد خان پھنسے،بوکی نے کھولا راز,entertainment
امیتابھ بچن کے بغیر نہیں بن سکتی تھی فلم ’بدلہ‘ : سجوئے گھوش,entertainment
نیم برہنہ حالت میں ملی لڑکی کی لاش، ریپ کے بعد کیا گیا نابالغہ کا قتل,crime
فلم ’سون چڑیا‘میں کیا منوج واجپئی کا کردار ڈاکو مان سنگھ سے متاثر ہے؟,entertainment
کٹرینہ کیف کو بھگا کر لے جانے والے ہیں سلمان خان ، کیاکریں گی یولیا ؟ ,entertainment
انسانیت شرمسار ، بلند شہر میں 7 اور 5 سال کی دو معصوم بہنوں کی آبروریزی,crime
"بالی ووڈ اسٹار عامر خان کے ساتھ افیئر کی خبروں نے کیا "" دنگل گرل "" کو پریشان !۔",entertainment
بنگلہ دیشی آل راونڈر شکیب الحسن نے اپنے نام کیا یہ نیا عالمی ریکارڈ ، بوتھم کو چھوڑا پیچھے,cricket
آسٹریلیا کے دو کھلاڑیوں نے بارتھ روم میں کھینچی تصویر ، پوری دنیا بنا رہی ہے مذاق,cricket
میگا اسٹار امیتابھ بچن نے ملائم پر بن رہی فلم سے کنارہ کشی اختیار کی,entertainment
ورن دھون فلم کے لئے 32 کروڑ روپے فیس لیں گے,entertainment
وائرل: ایوارڈ شو میں رنویر سنگھ نے دیپیکا کو کیا کس تو رنبیر کو لگایا گلے، دیکھیں ویڈیو,entertainment
پیراگوئے میں فائرنگ میں چار افراد ہلاک، 11 زخمی,crime
نیوزی لینڈ کے خلاف ٹی 20 میچ سے قبل پاکستانی کپتان سرفراز احمد نے دیا بڑا بیان ، کہا : سنبھل کر رہنا ہوگا,cricket
ورلڈ کپ سے پہلے اس ٹیم کے کپتان کو پولیس نے کیا گرفتار ، لگ سکتی ہے پابندی ! ۔,cricket
ممبئی : سوشل میڈیا کی دوستی کا دردناک انجام ، جنسی تعلقات سے انکارپر 20 سالہ لڑکی کا بے رحمانہ قتل,crime
اترپردیش میں ایک شخص نے بیوی اور 3 بیٹیوں کوزندہ جلایا,crime
وراٹ کوہلی نے رلیز کیا اپنی فلم ’ٹریلر: دی مووی‘ کا ٹیزر، یہاں دیکھیئے,cricket
جب کرن جوہر نے پہلی مرتبہ اپنی جنسیت پر کھل کر کی تھی بات,entertainment
"مدھیہ پردیش میں بین ہوسکتی ہے فلم "" دی ایکسیڈینٹل پرائم منسٹر"" ، کانگریس نے کہا : ریلیز سے پہلے ہمیں دکھائیں ",entertainment
لو سیکس اور دھوکہ : ان کے بیڈ روم سے ہو رہے تھے کنڈوم غائب ، سچ سامنے آیا تو ... ۔,crime
جو آج تک کوئی ہندوستانی کپتان نہ کرسکا کیا وہ کرسکیں گے وراٹ کوہلی؟,cricket
راج گھرانے سے تعلق رکھنے والی اس اداکارہ کے نام کی حقیقت جانتے ہیں کیا آپ؟,entertainment
کشمیر سے متعلق متنازع بیان دینے پر گمبھیر کے بعد اب کوہلی ، رینا اور کپل دیو نے شاہد آفریدی کی لی کلاس,cricket
"سیف علی خان کی بیٹی سارا علی خان کی فلم "" کیدار ناتھ "" مشکل میں ، لو جہاد کی حمایت کا لگا الزام !۔",entertainment
دل والوں کی کہانی ہے دلوالے,entertainment
اٹل بہاری واجپئی نے اس طرح کی تھی پاکستان کرکٹ بورڈ کی امداد,cricket
شوٹنگ کے پہلے دن ہی فلم کے ہٹ یا فلاپ کا پتہ چل جاتا ہے: اجے دیوگن,entertainment
شاہ رخ خان کو ریکھا کے ہاتھوں ملا چوتھا یش چوپڑا میموریل ایوارڈ,entertainment
!کون ہے یہ پاکستانی جس کا خواب ہے بس سلمان خان سے ملنا,entertainment
کینسر کے دوران کبھی مایوس نہیں ہوئی: لیزا,entertainment
جنوبی افریقہ میں سیف اور کرینہ کے ساتھ کچھ اس انداز میں اپنی سالگرہ منا رہے ہیں تیمور علی خان، تصاویر وائرل,entertainment
امیتابھ بچن کاٹوئٹرپران کے فالوورز کوگھٹانے کا الزام،ابھی تک کے سفر کےلئے ٹوئٹر کو کہا شکریہ,entertainment
دنیا کے پانچ طوفانی بلے بازوں نے لگائے ہیں بین الاقوامی کرکٹ میں ایک اوورمیں 6 چھکے,cricket
سونم اور نیہا کے بعد اب ہمیش ریشمیا نے سونیا کپور کے ساتھ لئے سات پھیرے ، شیئر کی تصویریں,entertainment
"ونیتا نندا کے الزام پرآلوک ناتھ کا جواب ""میں نے نہیں کسی اورنے کی ہوگی آبروریزی""۔",entertainment
میرٹھ میں دو سگے بھائیوں نے چار سالوں تک اپنی ہی بہن کی آبروریزی کی ، گرفتار,crime
قادر خان کے بعد متھن چکرورتی کی صحت بگڑی، لاس اینجلس کے اسپتال میں داخل,entertainment
تاریخی جیت کے بعد جذباتی ہوئے وراٹ کوہلی ، کہا : ورلڈ کپ جیتنے کے بعد بھی نہیں ہوئی ایسی خوشی !۔,cricket
فیس بک پر اپنی ہی بھانجی کی بنائی فرضی آئی ڈی اور وائرل کردیں فرضی فحش تصویریں ، گرفتار,crime
معروف ادکار ونود کھنہ کی آخری رسومات ادا ، بالی ووڈ نے نم آنکھوں کے ساتھ کہا الوداع,entertainment
فلائٹ میں 65 سال کے شخص نے خاتون کا کیا جنسی استحصال، مگر ضمانت,crime
آٹھ ماہ کی بچی کی لاش ملنے سے اندور میں سنسنی، عصمت دری کے بعد قتل کا خدشہ,crime
جڈیجہ کا بڑا بیان ، آئی سی سی ورلڈ کپ 2019 میں وراٹ کوہلی نہیں دھونی کریں کپتانی,cricket
ویلنٹائن ڈے پر نابالغ لڑکی کو بہلا پھسلاکر لے گیا سنسان جگہ ، پھر کی اجتماعی آبروریزی ، گرفتار,crime
اداکارہ کنگنا نے کھولے بالی ووڈ کے کئی راز، ان اداکاروں پر لگایا جنسی استحصال کا الزام,entertainment
نوازالدين صدیقی پر خاتون نے لگایا چھیڑ چھاڑ کا الزام ، کیس درج,entertainment
سلمان خان ہو گئے بیہوش جب کٹرینہ کو اس اداکار نے کر دیا شادی کے لئے پرپوز,entertainment
ٹی وی کے ایگزیکٹو پروڈیوسرکو اداکارہ سےعصمت دری کےمعاملہ میں 7 سال کی قید,entertainment
پہلے ونڈے سیریز پھرٹی -20 اوراب آئی پی ایل، ہرجگہ ناکام ہورہے ہیں کوہلی,cricket
ٹی وی کی سب سے سیکسی بولڈ ادکارہ نے ایک بار پھر نارنگی بکنی پہن کر ہاٹ انداز سے لگا دی آگ,entertainment
پیروں کی ویکسنگ نہ کرانے پر اسکول میں ٹرول ہوتی تھیں اداکارہ سنی لیونی,entertainment
جودھپورعدالت سے سلمان خان کو غیر ممالک جانے کی اجازت، لیکن رکھی یہ شرطیں,entertainment
شاہد آفریدی کی صفائی – میرے بیان کو ہندوستانی میڈیا نے غلط طریقہ سے پیش کیا,cricket
مائیکل کلارک نے کوہلی کو بتایا ون ڈے کا آل ٹائم سب سے بہترین بلے باز ، دھونی کیلئے کہی یہ بڑی بات,cricket
ہولی پر اداکارہ کی کار پر شرابیوں کا حملہ ، لوگوں نے نہیں کی مدد تو خود ہی چپل سے کرنے لگی پٹائی,entertainment
بیٹی کے ساتھ برہنہ تصویر کی وجہ سے ٹرول ہوئیں سنی لیونی,entertainment
کیا سلمان نے ابھی تک نہیں کیا پرینکا کو معاف؟ ہاتھ سے نکلی یہ بڑی فلم,entertainment
ثانیہ مرزا کے بیٹے کی پیدائش کی خبروں کی شعیب ملک نے کی تردید، سوشل میڈیا پرپاکستانی کھلاڑی نے کہی یہ بات,cricket
افغانستان کے خلاف میچ میں کے ایل راہل نے کی بڑی غلطی ، دھونی کو بھگتنا پڑا خمیازہ ، اب ہورہا ہے پچھتاوا,cricket
فلم پریم رتن دھن پايو کا پوسٹر جاری ، رومانٹک انداز میں نظر آئے سلمان,entertainment
جنوبی افریقہ کے خلاف باکسنگ ڈے ٹیسٹ میں پاکستانی بلے بازوں کا ہوگا کڑا امتحان ، یہ ہوسکتی ہے پلیئنگ الیون,cricket
شاہد آفریدی نہیں بلکہ یہ غیر ملکی کھلاڑی ہے پاکستانی کرکٹ شائقین کی پہلی پسند !۔,cricket
خدا بخش لائبریری کی حالت انتہائی خستہ ، اردو جرنلسٹ فورم نے کھولا محاذ,entertainment
پھر نظر آئی شاہ رخ اور سلمان کی دوستی ، سوشل میڈیا پر تصویر وائرل,entertainment
"جس بات کیلئے ""بدنام "" ہوگئے وراٹ کوہلی ، اسی کا مزہ لے رہا ہے یہ آسٹریلیائی کھلاڑی",cricket
ویڈیو میں بندر کے پرائیویٹ پارٹ سے کھیلتی دیکھی خاتون، تین سال کی سزا,crime
لڑکے نے گرل فرینڈ کی ایسی شرمناک تصویریں کی وائرل اور سیکس ویڈیو بھی پوسٹ کرنے کی دی دھمکی,crime
آئی پی ایل:وراٹ کوہلی پر 12 لاکھ روپئے کا جرمانہ،جانیں کیا ہے معاملہ,cricket
......امیتابھ بچن نے کیا انکشاف ، کے بی سی کے دوران ہو چکی ہے یہ خطرناک بیماری,entertainment
غازی آباد میں انجینئرنگ کالج کے ڈائریکٹر پر دست درازی کا معاملہ درج,crime
کیدار جادھو کی گیند پر امپائر نے نہیں دیا آوٹ ، پھر دھونی نے کیا یہ کام اور پلٹ گئی پوری بازی,cricket
"آرایس ایس کے ذریعہ ""سنجو"" کی تنقید کئے جانے پر پریہ دت نے جواب دیتے ہوئےکہا ""میرا بھائی رول ماڈل ہے""۔",entertainment
بی جے پی رکن اسمبلی پریم لتا کا متنازعہ بیان: ریپ کے لئے بے روزگار بچے ذمہ دار,crime
سارہ خان کی بہن سے ہوئی لڑائی، غصہ میں چھوڑ دیا گھر،اب روتے ہوئے شیئر کیا ویڈیو,entertainment
یوٹیوب پر للی سنگھ کا نیا ویڈیو وائرل، بائے سیکشوئل ہونے کا کر چکی ہیں انکشاف,entertainment
ہندوستان سے شکست کے بعد کرکٹ آسٹریلیا نے لیا بڑا فیصلہ ، ان چار کھلاڑیوں کو کیا باہر,cricket
تیسرے ٹیسٹ سے قبل پاکستانی ٹیم میں اختلافات ، کپتان سرفراز کی اس بات سے ناراض ہوئے تیز گیند باز,cricket
آکاشوانی نے امیتابھ کی آواز کو مسترد کردیا تھا,entertainment
سلمان خان کے بھانجے کو کہا 'پولیو کا شکار'، سوشل میڈیا پر آئی ٹرولرس کی شامت,entertainment
صرف دومیچ کے بعد نیوزی لینڈ سے واپس آجائیں گےکوہلی، روہت شرما کریں گےکپتانی,cricket
وی وی ایس لکشمن نے کہا : ایشیا کپ میں ٹیم انڈیا پر بھاڑی پر سکتا ہے یہ پاکستانی کھلاڑی,cricket
آخری اوور میں 4 رن سے شکست کھا گئی ٹیم انڈیا ، یہ رہا میچ کا ٹرننگ پوائنٹ,cricket
تجربہ کار پاکستانی بلے باز شعیب ملک نے عبور کیا ایک اور سنگ میل ، روہت شرما سے نکلے آگے,cricket
بیٹے سرفراز نے قادر خان سے وابستہ ایک بڑا راز کھولا ، جان کر چاہنے والوں کی آنکھیں ہوجائیں گی نم,entertainment
رنبیر کو لمبی ریس کا گھوڑا مانتی ہیں انوشکا شرما,entertainment
پہلی بار دیپیکا کے ساتھ گھر سے باہر نکلے رنویر سنگھ، ویڈیو,entertainment
"انکشاف : ""آسٹریلیا جانے سے پہلے دھونی نے کہا تھا کہ میں کرکٹ چھوڑ دوں گا""۔",cricket
کامیڈین بھارتی اور ان کے شوہر کو ہوئی یہ خطرناک بیماری، اسپتال میں داخل,entertainment
شیام بینیگل کی فلم میں نظر آ سکتے ہیں فواد خان,entertainment
جنسی تعلقات قائم کرنے سے انکار کیا تو خاتون نے چمٹے سے جلادیا 13 سال کے بچے کا پرائیویٹ پارٹ,crime
آسٹریلیا کی ٹی 20 ٹیم میں لوٹے یہ تین بڑے کھلاڑی ، پاکستانی ٹیم کے اڑے ہوش !۔,cricket
پھر نیوڈ فوٹو شوٹ سے سرخیوں میں آئیں یہ سپر ماڈل،باتھ ٹب میں پزا کھاتے ہوئے کھنچوائی تصویر,entertainment
امیتابھ بچن نے کہا : صحیح بول رہے ہیں کاٹجو، میرا دماغ خالی ہے,entertainment
مداح نے کی سیلفی لینے کی کوشش تو سونو نگم نے مروڑ دیا ہاتھ، ویڈیو زبردست وائرل,entertainment
بیس سال چھوٹے لڑکے سے تھے ناجائز تعلقات، شوہر کو مارکر کھیت میں دفنایا,crime
جانئے آخر کیوں بوسے کے مناظر نہیں کرنا چاہتی ہیں سوناکشی ؟,entertainment
"اب "" ٹوائلیٹ 2 "" لے کر آئیں گے اکشے کمار ، شیئر کیا یہ ویڈیو",entertainment
کرن جوہر کی حمایت میں آئے مہیش بھٹ ، پاکستانی فنکاروں کی بھی کی وکالت,entertainment
کامران اکمل کا وہاب ریاض کوعالمی کپ میں آزمانے کا مشورہ,cricket
آئی سی سی کی نئی ٹسٹ رینکنگ: ہندوستان کی پہلی پوزیشن برقرار، پاکستان کےمحمدعباس نے کردیا زبردست کمال,cricket
اردو شاعری کے ذریعہ بالی ووڈ میں اپنی شناخت قائم کر رہے ہیں اے ایم طوراز,entertainment
سیکس پاور کی دوائیں کھاکرشوہرکرتا تھا ریپ ، برداشت کی حد ٹوٹ گئی تو بیوی نے اٹھایا یہ قدم,crime
"بلے باز کو سنچری سے روکنے کیلئے گیند باز نے کی "" شرمناک حرکت "" ، 9 میچوں کی پابندی عائد",cricket
پرینکا چوپڑا کو بالی ووڈ سے ہی سب سے بڑی ملی مداح ، جانئے کون ہے وہ,entertainment
نوئیڈا کے جی آئی پی مال کے پاس دن دہاڑے 20 لاکھ کی لوٹ,crime
ایشیاکپ 2018: پاکستان کا خواب چکنا چور، سرفراز کی ٹیم کو 37 رنوں سے شکست دے کر فائنل میں پہنچا بنگلہ دیش,cricket
پاکستان اور نیوزی لینڈ کے درمیان پہلا ون ڈے مقابلہ آج ، سرفراز الیون کے سامنے یہ ہے سب سے بڑا چیلنج,cricket
توعامر خان ایوارڈ تقریب میں اس لئے نہیں کرتے ہیں شرکت؟,entertainment
زبردستی شراب پلا کر دلت نابالغ لڑکی کی اجتماعی آبروریزی ، کیس درج,crime
...سلمان خان کا جب پورا خاندان آیا ایک ساتھ تو سلیم خان نے کھولا یہ بڑا راز,entertainment
پڑھئے : سنجے دت کی جیل سے رہائی پر کس نے کیا کہا,entertainment
"وراٹ کوہلی اور روی شاستری نے کردی بڑی ""غلطی "" ، تیز گیند باز جسپریت بمبرہ نے دیا بڑا بیان !۔",cricket
پریا پرکاش کی آنکھوں کا جادو پھر کر گیا مداحوں کو بے قابو,entertainment
اپنی بات کہنے اور بھیڑ سے الگ ہونے سے خوف زدہ نہیں ہونا چاہیے : ہما قریشی,entertainment
فلسطین سے اظہار یکجہتی کیلئے معروف گلوکارہ شکیرا کا اسرائیل میں پرفارم کرنے سے انکار ؟ ,entertainment
"سیاہ ہرن شکار کیس:""ٹائیگر""کو ملے گی ضمانت ؟ فیصلہ آج:جیل میں آسا رام نے سلمان کو آفر کیا ٹفن",entertainment
30 سال پہلے 8 سالہ بچی کی عصمت دری کے بعد کیا تھا قتل,crime
ٹھگس آف ہندوستان کے اس گانے میں زخمی ہو گئی تھیں کٹرینہ کیف، خود کیا انکشاف,entertainment
مقبول عام 23 سالہ ہریانوی لوک گلوکارہ ہرشیتا دہیا کا گولی مار کر قتل,entertainment
پاکستان کے اس بڑے کھلاڑی نے ٹک ٹاک پر بنایا ویڈیو، اب ہو رہا ہے شرمسار!۔,cricket
اداکارہ سورا بھاسکر نے کیا انکشاف ، کہا : ڈائریکٹر نے جنسی طور پر کیا ہراساں ، سمجھنے میں لگ گئے 8 سال,entertainment
