Cleaned_Tweet,Class
ﺍﮔﺮ ﺍﻧﺴﺎﻥ ﺍﭘﻨﮯ ﺍﻭﺭ ﺍﻟﻠﮧ ﮐﮯﺩﺭﻣﯿﺎﻥ ﺗﻌﻠﻖ ﮐﯽ ﺍﺻﻼﺡ ﮐﺮ ﻟﮯﺗﻮ ﻣﺨﻠﻮﻕ ﺳﮯ ﺗﻌﻠﻖ ﮐﮯ ﻣﻌﺎﻣﻠﮧ ﻣﯿﮟ ﺍﻟﻠﮧ ﺍﺱ ﮐﮯ ﻟﯿﮯ ﮐﺎﻓﯽ ﮨﻮﺟﺎﺗﺎ ﮨﮯ,P
ڈانس ڈائریکٹر پپو سمراٹ نے اپنے کام کا مظاہرہ کیا,P
ڈرتا ہوں دیکھ کر دل بے آرزو کو میں سنسان گھر یہ کیوں نہ ہو مہمان تو,N
دھرنا ختم کرنے پر عوامی تحریک کے کارکن رو پڑے یہ خبر ایسے لوگ بھی شئیر کر رہے ہیں جو دن رات یہ کہا کرتے تھے,N
پہلی بار مجھے بھی جب کسی نے انکل کہا تھا تو دل دکھا تھا لیکن آہستہ آہستہ عادت ہو گئی ہے آپ کو بھی ہو جاے گی,N
یورپ کینیڈا اور امریکہ کے عوام اپنے پیسے اور زیور کی سخت حفاظت کریں ورنہ وہاں بھی چندے سے انقلاب آ سکتا ہے,N
اک کھیل نے ہمارا مقدر بدل دیا وہ تو ہمیں پکار کر ایسا چھپا کہ زوبی,P
نہیں کوئ امکان ملنے کا تم سے مگر بات کرنے کو جی چاہتا ھے,P
میں ح ر ہوں ابھی لشکر یزید میں ھوں میرا حسین ابھی کربلا نہیں پہنچا,P
بے بس بھکاریوں کی طرح توڑ کر انا کشکول لے کے تیرے در و بام تک گے,N
افسوس ہمارا معاشرھ اسی بحث میں الجھا ھے ویسے بتادوں کہ کوئی ایڈوانٹیج نہیں تھا خاتون ھونے کا,N
لوہا نائلون پرانا پلاسٹک ٹین ڈبے پتریاں گراریاں پرانے ٹائر ٹیوب یہ سب چیزیں چندے سے انقلاب میں کافی مددگار ہو سک,N
نظریہ شخصیات سے بہت بڑا ہو تا ہے کامیابی انشاالہ قریب ہے ہمیں بس ایک دوسرے کی ضرورت ہے جو ایک نظریے پر اکھٹے ہوں متحد ہوں اور ہم ہیں,P
مٹھائی ہم امپائر کی انگلی کھڑی ہونے کے بعد کھائیں گے پہلے جنریٹر کے لئے ڈیزل منگوا لوں,P
حلقہ خواتین کے تحت ملک بھر میں اجتماع عام کے سلسلے میں بریفنگ اور ملاقاتوں کا سلسلہ جاری,P
نئے بجلی میٹرز کے حوالے سے خبریں بے بنیاد وزیر اعظم معائنہ کمیشن,N
آج آپکو یہ راز بھی بتائے دیتی ھوں ڈی چوک میں ایک انقلابی بابا جن والے بھی موجود تھے اور ہمارا میڈیا لاعلم ہی رہااس ڈرامہ سے,P
بہت بہت شکریہ خیر م بارک آپکو بھی م بارک ہو,P
وہ تو بس ایسے ہی دل چاہ رہا تھا میرا ڈائلاگ مارنے کا,P
پاکستانی کرکٹ ٹیم نے آج آسٹریلیا کے ساتھ وہ کیا ہے جو آفریدی سو میچوں کے بعد کسی ایک میچ میں کرتا ہے,N
جانے دیں سر جی,P
زندگی بھی تو پشیماں ہے یہاں لا کے مجھے ڈھونڈتی ہے کوئی حیلہ مرے مر جانے کا,N
ھم شھزاد کوروتے ھیں یہاں سیانہ بیانہ معین خان بھی سیلفیاں لیتاھے,N
چندے سے انقلاب انقلاب تو بهاگنا ہی تها جہاز سے کنٹینر سے جہاز ا,N
گو نواز گوگو قادری گوگو شہباز گوگو ذرداری گوگو بلاول گوگو,N
چندے سے انقلاب اور تھ ک میں پکوڑے تلنا,N
یونین آف جرنلسٹس لاعلمی کی بہترین مثال ہے,N
گلی میں پھرتا ھے رات بھر کوئی گلے میں نیند کا تعویز ڈالے ھوئے,N
عمران اگر اپنے بچوں کی صحیح تعداد بتا دے اور اپنا ڈوب ٹیسٹ که وه نشئی نھیں ھے وه چیک کروا تو شاید کچھ اور لوگ اس کی حمایت کردیں,P
پی آئی اے میں ڈائریکٹرز کے تقرر کی اجازت کام کررہے ہیں,P
محبت مجھے ان جوانوں سے ہے ڈیزل پے جو ڈالتے ہیں کمند علامہ عمران اقبال خان,P
اچھا اچھا صدر میں گھوم رہیں وہاں میرے پ ھپ ھا کی د کان تھی لائف ب کس کے نام سے اور کراچی کمپنی میں فاران ب کس کے نام سے,P
خدانخواسته عمران خان تیرے گھر گھس گیا تو کیا هو گا اس کی تصویر بھی لگا دو,N
شب وصال جلدی آجاوے گی اگر تو کسی ہور ہانڈی پر توجہ مرکوز کرلے گھر والوں کو پتا تو چلے منڈا جوان ہو گوا,P
شکریہ لیکن مت ضرور وج گئی ہے اب خان صاحب کو بھی خیال کرنا چاھیے,N
یار کرپشن ایک ایشو ہے اقربا پروری فنڈز کا ناجائز استعمال تھانہ اور پٹواری کلچر بہت چیلنجز ہیں,N
دلالوں کی اصلیت اب کسی سے چھپی نہیں رہی ہے کل تک جو نظام لپیٹنے کی باتیں کر رہے تھے آج کھسیانے ہو کر اسی نظام,N
ٹین ایجر تو بچے ھوتے,P
طریقه تو غلط هے اوربدعت هے مگر طلاق پڑتی هے,N
دنیا گول هے چندے سے چندے تک کا سفر چندے سے انقلاب,P
حق پرست رکن سندھ اسمبلی سمیتا افضال کی علالت پر جناب کا اظہار تشویش,N
آج کوئٹہ میں جمہوریت کی گاڑی پر حملہ ہو گیا گاڑی بلٹ پروف تھی جس کی وجہ سے جمہوریت بچ گئی,N
ڈیزل ہیں تیری آنکھیں دھرنا ہے تیری چیخیں,N
وہ رفاقتیں نہیں بھولے کہ تیرے بغیر ایک لمحہ بھی بہت سوگوار ھوتا تھا,N
تمام مسلمانوں کو نیا اسلامی سال مبارک شہادت امیر المومنین سیدنا فاروق اعظم علیہ السلام اور سیدنا حسین علیہ السلام پر ہدیہ تعزیت,P
وہ جو بیچتے تھے دوائے دل وہ دکان اپنی بڑھا گئے شاہراہ دستور سے عوامی تحریک کے کارکنوں کی واپسی سی ڈی اے نے صفائی مہم شروع کردی,P
دس روپے کے بعد یہ اب کالے بکرے کی سری بھی مانگیں گے چندے سے انقلاب,N
اسپورٹس پاکستان پھرین ٹیسٹ جی بی اننگ تی ڈکلیئر کری آسٹریلیا کی رنسن جو ٹارگیٹ ڈئی چھڈیو,P
بالی وڈ اداکارہ ریکھا سپر نانی بن گئیں,P
وہ لوگ جنھوں نے ہندوؤں کی دیکها دیکهی کل دیوالی منا ئ یامبارک باددی ان سے پوچھنا یہ ہے کہنیکسٹ,P
بوٹسوانہ این خامہ دوسری مرتبہ ملک کے جمہوری صدر منتخب بوٹسوانہ ڈیموکریٹک پارٹی نے عام انتخابات میں میں سے نشستیں حاصل کیں,P
خیبر ایجنسی باڑہ سپاہ میں شدت پسندوں کے ٹھکانوں پر ہیلی کاپٹرز کی شیلنگ,N
حضرت امام حسین رضی اللہ عنہ,P
لاہور سروسز ہسپتال میں آئی سی یو قائم کردیا گیا ڈی جی ہیلتھ,P
عیش کرو کم پڑجائے تو بکرے کا سر بھی ہے,P
شاباش اچھی تربیت ہے اس طرح کی زبان اپنے گھر بھی استعمال کریں کافی فائدہ ہو گا اگر فائدہ نا ہوا تو افاقہ ضرور ہوگا,P
یہی دل تھا کہ ترستا تھا مراسم کے لئے اب یہی ترک تعلق کے بہانے مانگے,N
کاش مجھے ڈیزل مولانا بنایا ہوتا یا دھرنے سے قادری کی جگہ مجھے اٹھایا ہوتا,P
مشرق وسطی میں امریکا اپنی ہی پالیسیوں کے نتائج بھگت رہا ہے,N
عالم پناہ نے جان نہیں لی شکر نہیں کرتے,P
پشاور میں آب درہ روڈ پر واقع پلازہ میں سلنڈر دھماکہ دھماکے میں خاتون سمیت ا فراد زخمی,N
ہ نئی احتیاط دیکھی ہے آئینے سے حجاب کرتے ہوایک دن نہ عدم جو پی تو کیاروز شغل شراب کرتے ہوعبدالحمید عدم,N
تحریک انصاف ضمنی انتخابات میں حصہ نہیں لے گی ترجمان شیریں مزاری جی ہان مگر قبضہ مافیا اور لوٹوں کی حمایت ضرور کرے گی,N
یہ ا ڑی ا ڑی سی رنگت یہ ک ھلے ک ھلے سے گیسو تیری صبح کہ رہی ہے تیری رات کا فسانہ,P
لالے کی جان جب کشکول ہاتھ میں ہو تو اسے خلیفہ نہیں کہیں گے ہی کہیں گے نا,P
حکمران سے اچھائی کی توقع بے سود جو اپنوں کو نواز تے رہیں گے اور غریب عوام جائے بھاڑ میں ان کی بلا سے,N
منہ توڑ جواب پاگلوں کا جنگی جنون اور معصوم لوگوں کا قتل عام بس یہی ہے وہ کہانی,N
ملک بھر میں سردی نے اپنی جھلک دکھلا دی,N
ریالٹی تو یہ ہے ہمارے دونوں انقلابی گو نواز گو اور جلسوں کو اپنی کامیابی قرار دے رہے ہیں یہ دونوں کام تو ان دھرنوں کے بغیر بھی ہو سکتے تھے,P
عوامی تحریک کے چیئرمین ڈاکٹر طاہر القادری نے شاہراہ دستور پر روزہ جاری دھرنا ختم کر کے جہاں حکومت کو ریلیف دیا,P
آپ کی بات ٹھیک ہو سکتی ہے کیونکہ یہ تو کوی خاتون ہی صحیح حقیقت حال واضح کر سکتی ہے شکریہ,P
کوئی آہٹ کوئی جنبش کوئی دستک نہیں ہوتیہمارے شہر ویراں میں بڑی فرصت کا موسم ہے,N
اوہ معذرت بے دھیانی کئی مہینوں بعد فون سننا پڑ گیا دماغ ہی بند ہوگیا عادت نہیں فون پر بات کرنے کی پ,N
افغانستان آخری امریکی اور برطانوی دستوں کا آپریشن ختم کرنے کا فیصلہ,P
ایم کیو ایم کو منانے کی کوئی کوشش نہیں کی رحمان ملک گویا اس بار خود ہی ذلیل ہو کہ واپس آ جاویں گے جیسے طاھر کینیڈوی ذلیل و رسوا ہو کہ آ گئے,P
توکیاوہ ہم کوہرجرم کی سزا دے گاپھراپنے رحم و کرم کا ثبوت کیا دے گامیں روز حشر کا قائل ھوں پھر بھی ہنستا ھوں کہ بندہ خدا کو حساب کیا دے گا,N
ڈیزل ڈیزل کردی وے میں آپے ڈیزل ہوئ سدو وے مینوں ڈیزل خان عمران نہ آکھے کوئ,N
ہمارے ممبر چچا چنگم کی جانب سے بلاول کی کراچی جلسے میں کی گئی تقریر کی زبردست پیروڈی بھابی ہوں میں بھابی ہوں,N
بھائی کیا کہیں چاہ ہی ختم ہو گئی ہے,N
ٹویٹر معاشرے کی تباہی اور تمام برائیوں کی جڑ ہے سعودی مفتی اعظم,N
کپتان مصباح الحق کا کہنا ہے کہ وہ اپنی کارکردگی سے بہت مطمئن ہیں کینگروز کے خلاف کامیابی کے لیے نئے کھلاڑیوں کو اعتماد دینا ہوگا,P
الھم صلی علی محمد ﷺ,P
ﻮﮔﻮﮞ ﺳﮯ ﺩﮬﺮﻧﮯ ﮐﮯ ﻟﯿﮯ ﭼﻨﺪﮦ ﻣﺎﻧﮕﻨﮯ ﻭﺍﻻ ﺍﭘﻨﺎ ﮐﻨﺎﻝ ﮐﺎ ﺑﻨﯽﮔﺎﻟﮧ ﮐﺎ ﮔﮭﺮ ﮐﯿﻮﮞ ﻧﮩﯿﮟ ﭘﯿﺞ ﮐﺮ ﺩﮬﺮﻧﮯ ﮐﮯ ﺧﺮﭼﮯ ﭘﻮﺭﮮ ﮐﺮﺗﺎ,N
فیصلہ عوام دا پرویز راٹھور حرام دا سیاسی لطیفے,N
اگر کراچی اور حیدرآباد میں ایم کیو ایم مظبوط ہے تو اسکی سب سے بڑی وجہ پیپلز پارٹی کی بیڈ گورننس اور اربن سندھ کو نظر انداز کرنا ہے,N
چور زیاده شور مچاتا ھے کورٹس زنده آباد اور قادری عمران اور مبشر سازشی مرده آباد,P
اگر تحریک انصاف اسمبلیوں سے استعفے دیدے گی تو یہ سیٹیں ن لیگ مولانا فضل الرحمان اے این پی ایم کیوایم کے پاس چلی جائیں گی,P
بعض دفعہ اللہ کی طرف سے کسی شخص کا پیغام بول یا ٹویٹ آپ کے اندرونی تذبذب کو رفع کر دیتا ہے عین اسوقت جب آپ اس خلجان میں مبتلا ہوتے ہیں,P
پیار ایک بار ہوگا بار بار نہیں ہوگا,P
جس کو اللہ کے نبی ﷺ نے شہادت کی خوشخبری دیدی,P
اس بات کو ماننے میں کوئی تعامل نہیں کہ ہم اپنے مقصد میں کامیاب نہیں ہوئے مگر ہم نے اس نظام پر کاری ضرب ضرور,N
ہنہ کوتاہیوں سے سبق فرشتے غلطیاں نہیں کرتے کنٹینرخان,N
تاکہ سوشل میڈیا پرختم نبوت کے کام کو بہتر اور منظم انداز میں کیا جاسکے ساتھی کل ہونے والی کانفرنس میں شرکت لازمی بنائیں چناب نگر کانفرنس,P
طاہر القادری کے نام کیسی انوکھی داستان سب کو سنا گیاایک شخص سارے ملک کو ماموں بن بنا گیا,N
